country,sector,year,n_facilities,mean_emissions,std_emissions,cv,p10,p25,p50,p75,p90,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio,gini,min,max
AT,Combustion of fuels,2011,82,182061.73170731709,466116.11545949575,2.560209172396675,1087.8,6613.5,23959.0,92809.25,550832.4000000005,506.3728626585774,22.990625652155785,22.025188453759885,-0.8198310114861871,16.0,3226147.0
AT,Combustion of fuels,2012,83,156342.34939759035,421564.27411702916,2.6964176740427477,1566.4,7246.0,22463.0,80897.0,368633.1999999997,235.33784473952994,16.41068423629968,14.34052604698672,-0.8154420172363772,9.0,3182281.0
AT,Combustion of fuels,2013,90,89652.91111111111,202255.88502091134,2.2559879262620486,646.3000000000001,8150.25,28624.0,74817.0,163020.80000000025,252.23704162153834,5.695248742314151,44.28902986229305,-0.7465239566284558,8.0,1209415.0
AT,Combustion of fuels,2014,92,69772.70652173914,149775.05373904374,2.146613786472196,471.3999999999999,6620.0,21451.0,54308.0,127697.7000000001,270.8903266864661,5.952995198359056,45.50487908358083,-0.7372022812501628,25.0,852887.0
AT,Combustion of fuels,2015,90,83419.3,164902.19782097443,1.9767871202584344,709.9000000000001,7360.75,21999.5,75807.5,197518.60000000027,278.23439921115687,8.978322234596252,30.989575996619237,-0.7402157430690794,6.0,869484.0
AT,Combustion of fuels,2016,91,78423.62637362638,156572.34938292578,1.9964946359019757,433.0,5756.0,17666.0,63509.0,203045.0,468.92609699769054,11.493546926299105,40.79907621247113,-0.7477450558073548,1.0,774776.0
AT,Combustion of fuels,2017,90,86614.1888888889,176185.544947926,2.0341418329731376,981.8000000000002,6111.0,17009.0,65875.75,220566.60000000024,224.65532695049927,12.967640660826635,17.324302301894477,-0.7581256773243024,1.0,955809.0
AT,Combustion of fuels,2018,90,78885.25555555556,162006.13409014698,2.0536934684334374,1258.9,6214.5,16923.0,56937.25,221471.00000000006,175.92421955675593,13.086982213555519,13.442688061005638,-0.7588838168243022,1.0,817246.0
AT,Combustion of fuels,2019,89,82233.12359550562,191749.81787875388,2.3317832218309875,667.4000000000002,4360.0,16272.0,57869.0,218599.00000000006,327.53820797123166,13.434058505408066,24.38118070122864,-0.7797580384335767,2.0,1389140.0
AT,Combustion of fuels,2020,89,66516.94382022473,157843.13631174204,2.372976376340208,260.20000000000005,4940.0,13941.0,54810.0,173251.6,665.8401229823212,12.427487267771323,53.57801691006917,-0.7668228857085206,2.0,1098758.0
AT,Combustion of fuels,2021,82,70302.39024390244,159554.34533968213,2.2695436781898155,582.4,5627.0,15548.5,47913.0,205304.80000000016,352.5151098901102,13.204154741614957,26.697287087912088,-0.7610820032148368,1.0,1148493.0
AT,Combustion of fuels,2022,82,67397.23170731707,173037.2407984167,2.5674235634759857,846.5,4420.75,13860.0,42093.5,186927.0000000002,220.82339043118748,13.486796536796552,16.373301831069107,-0.7857409809377172,2.0,1296502.0
AT,Combustion of fuels,2023,81,50421.74074074074,127639.56719459739,2.5314391236688243,503.0,2218.0,12122.0,42008.0,139577.0,277.4890656063618,11.514354066985646,24.099403578528825,-0.7729289193418547,2.0,963698.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2005,4,7904.75,4720.065856267262,0.5971176642230636,3033.4,3743.5,7520.5,11681.75,13083.5,4.313146963802994,1.739711455355362,2.4792312256873474,-0.32527119769758694,2560.0,14018.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2006,5,5145.0,4179.531791959477,0.8123482588842521,1220.4,2577.0,3608.0,6859.0,10162.6,8.32726974762373,2.8166851441241687,2.956407735168797,-0.44128279883381916,316.0,12365.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2007,3,7377.0,5145.58470924345,0.6975172440346279,3143.6,3792.5,4874.0,9710.0,12611.6,4.011833566611529,2.587525646286418,1.550451711413666,-0.3565134878676969,2711.0,14546.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2008,4,4399.5,4262.546334059021,0.9688706294031189,881.9000000000001,1859.75,2933.5,5473.25,9089.900000000001,10.307177684544733,3.09865348559741,3.326340854972219,-0.49542561654733497,230.0,11501.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2009,2,2552.5,541.5,0.21214495592556318,2119.3,2281.75,2552.5,2823.25,2985.7,1.4088142311140468,1.1697159647404505,1.2044071155570235,-0.10607247796278152,2011.0,3094.0
AT,"Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain",2010,2,1839.0,214.0,0.11636759108210984,1667.8,1732.0,1839.0,1946.0,2010.2,1.205300395730903,1.093094072865688,1.1026501978654515,-0.058183795541054906,1625.0,2053.0
AT,Installations for the manufacture of glass including glass fibre,2005,2,9448.5,6211.5,0.657405937450389,4479.3,6342.75,9448.5,12554.25,14417.7,3.2187395351952315,1.5259247499603112,2.1093697675976157,-0.32870296872519456,3237.0,15660.0
AT,Installations for the manufacture of glass including glass fibre,2006,2,3123.5,450.5,0.1442292300304146,2763.1,2898.25,3123.5,3348.75,3483.9,1.2608664181535232,1.1153833840243317,1.1304332090767617,-0.07211461501520722,2673.0,3574.0
AT,Installations for the manufacture of glass including glass fibre,2007,2,2956.5,212.5,0.07187552849653306,2786.5,2850.25,2956.5,3062.75,3126.5,1.1220168670375021,1.0575004227972264,1.061008433518751,-0.03593776424826656,2744.0,3169.0
AT,Installations for the manufacture of glass including glass fibre,2009,2,2588.5,397.5,0.15356384006181187,2270.5,2389.75,2588.5,2787.25,2906.5,1.2801145122219775,1.1228510720494496,1.1400572561109887,-0.07678192003090589,2191.0,2986.0
AT,Installations for the manufacture of glass including glass fibre,2010,2,3322.0,461.0,0.13877182420228779,2953.2,3091.5,3322.0,3552.5,3690.8,1.2497629689827985,1.1110174593618303,1.1248814844913992,-0.06938591210114398,2861.0,3783.0
AT,Installations for the manufacture of glass including glass fibre,2011,2,2331.0,1377.0,0.5907335907335908,1229.4,1642.5,2331.0,3019.5,3432.6,2.7920937042459735,1.4725868725868725,1.8960468521229867,-0.29536679536679533,954.0,3708.0
AT,Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces,2008,2,22101.5,15641.5,0.7077121462344185,9588.3,14280.75,22101.5,29922.25,34614.7,3.610097723266898,1.5661697169875346,2.3050488616334492,-0.35385607311720935,6460.0,37743.0
AT,Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces,2009,2,43307.0,5011.0,0.1157087768720992,39298.2,40801.5,43307.0,45812.5,47315.8,1.2040195225226602,1.0925670214976795,1.1020097612613302,-0.05785438843604962,38296.0,48318.0
AT,Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces,2010,2,43179.0,4609.0,0.10674170314273142,39491.8,40874.5,43179.0,45483.5,46866.2,1.1867324355942244,1.0853933625141852,1.0933662177971122,-0.053370851571365785,38570.0,47788.0
AT,Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces,2011,2,43032.0,4011.0,0.09320970440602343,39823.2,41026.5,43032.0,45037.5,46240.8,1.1611522931356597,1.0745677635248188,1.0805761465678299,-0.046604852203011804,39021.0,47043.0
AT,Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces,2012,2,42633.5,2099.5,0.04924531178533313,40953.9,41583.75,42633.5,43683.25,44313.1,1.082023934228486,1.0393962494282665,1.041011967114243,-0.024622655892666545,40534.0,44733.0
AT,Manufacture of ceramics,2005,29,14509.068965517241,13689.74669403959,0.9435303344808078,3502.2000000000003,7846.0,10196.0,19051.0,21902.6,6.253954657072696,2.1481561396626128,2.9113128890411737,-0.40645766102909775,1476.0,76707.0
AT,Manufacture of ceramics,2006,29,14352.137931034482,13971.3329473534,0.9734670203484008,3556.0,4675.0,10151.0,18515.0,22886.6,6.436051743532058,2.2546153088365677,2.8546119235095615,-0.4301827947760045,779.0,76603.0
AT,Manufacture of ceramics,2007,29,14957.896551724138,14002.883809747851,0.9361532727095772,3205.2000000000003,7718.0,11267.0,20156.0,23167.6,7.228129289903905,2.056235022632466,3.515225258954199,-0.4192366826552628,1292.0,77181.0
AT,Manufacture of ceramics,2008,29,13630.0,13577.782613138832,0.996168937134177,2694.4,5648.0,9004.0,18364.0,22685.8,8.41961104513064,2.5195246557085738,3.3417458432304037,-0.43304855781687424,932.0,75296.0
AT,Manufacture of ceramics,2009,29,11677.827586206897,12370.360112587712,1.0593031984132726,2257.6000000000004,3353.0,8144.0,15558.0,21107.999999999996,9.349751948972356,2.5918467583497047,3.6073706591070156,-0.47250208302510954,1015.0,66065.0
AT,Manufacture of ceramics,2010,29,12461.965517241379,13230.737747519543,1.0616894846334275,2754.6,3493.0,9493.0,15592.0,21485.4,7.799825746024832,2.2632887390708945,3.446235388078124,-0.4531062553903612,768.0,73221.0
AT,Manufacture of ceramics,2011,29,13475.413793103447,13281.723586002765,0.985626400044219,2657.8,4476.0,9554.0,18126.0,23149.8,8.710136202874557,2.4230479380364245,3.59470238543156,-0.44924217028713853,502.0,71225.0
AT,Manufacture of ceramics,2012,29,12636.965517241379,13380.904998729266,1.0588701045731972,2405.0,4344.0,8887.0,17098.0,22648.0,9.417047817047816,2.5484415438280634,3.6952182952182953,-0.469200262559458,566.0,71994.0
AT,Manufacture of ceramics,2013,28,12233.035714285714,13890.463770109496,1.1354878784411822,2283.8,4415.25,8083.0,15199.75,22917.8,10.03494176372712,2.835308672522578,3.5392766441895085,-0.48232569051268426,604.0,74623.0
AT,Manufacture of ceramics,2014,27,12707.0,13941.811182089545,1.0971756655457263,2146.0,3948.0,8783.0,16504.5,22634.800000000007,10.547437092264682,2.577114881020153,4.092730661696179,-0.482577514980186,450.0,73104.0
AT,Manufacture of ceramics,2015,26,13146.153846153846,13856.015046770532,1.0539976337508303,2277.5,5495.0,9888.0,17027.0,22821.5,10.020417124039517,2.307999595469256,4.341602634467618,-0.4642343700769682,485.0,72522.0
AT,Manufacture of ceramics,2016,26,13307.0,13712.048410627225,1.0304387473230048,2457.5,5691.25,10561.0,16622.75,23398.5,9.521261444557478,2.2155572388978317,4.297456765005086,-0.45305758458754863,740.0,72084.0
AT,Manufacture of ceramics,2017,26,13735.115384615385,13965.975771707368,1.0168080413325518,2351.5,5083.75,11422.0,18470.5,23349.5,9.929619391877525,2.0442566976011207,4.857325111630874,-0.4488517855477334,706.0,73649.0
AT,Manufacture of ceramics,2018,25,14940.44,14938.82970270429,0.9998922188840683,2095.8,6421.0,12833.0,19873.0,24629.800000000003,11.751980150777745,1.9192550455856,6.1231987785093995,-0.4464515369025277,1353.0,77453.0
AT,Manufacture of ceramics,2019,24,15643.916666666666,14451.555348579459,0.9237811512619576,3161.1000000000004,7780.0,13959.0,18019.75,25383.1,8.02983138780804,1.8184038971273013,4.4158678940875005,-0.4000032849119556,1877.0,76311.0
AT,Manufacture of ceramics,2020,24,15077.333333333334,13935.961127800105,0.9242988013662963,4559.6,6954.0,12652.0,19055.75,23719.899999999998,5.202188788490218,1.8747944988934555,2.774804807439249,-0.397622488872185,2030.0,73925.0
AT,Manufacture of ceramics,2021,23,15251.304347826086,14851.8524958857,0.9738086761085898,2842.8,6543.5,13807.0,17577.0,24007.8,8.445124525116082,1.7388136452524081,4.856831293091318,-0.4223608504773213,1793.0,76404.0
AT,Manufacture of ceramics,2022,23,14384.608695652174,13330.28629699769,0.9267048259037343,2540.6000000000004,5157.5,13757.0,17601.0,24694.4,9.719908682988269,1.7950425238060626,5.4148626308745955,-0.43964497865682417,535.0,65048.0
AT,Manufacture of ceramics,2023,22,9429.363636363636,10485.730058883293,1.1120294500517363,1699.5,3344.5,7537.0,11361.25,14293.500000000002,8.410414827890557,1.8964442085710498,4.4348337746396,-0.48358740456442983,1294.0,50657.0
AT,Manufacture of glass,2005,6,32710.333333333332,20227.12204497274,0.6183710156313318,8277.0,15742.0,33685.5,44169.5,56168.5,6.786093995408964,1.667438512119458,4.069771656397245,-0.344097855587599,6584.0,64882.0
AT,Manufacture of glass,2006,6,34035.5,20980.819643585583,0.6164392955468726,8702.5,16406.75,33811.0,49962.75,59593.0,6.847802355644929,1.762532903492946,3.8852054007469117,-0.34442714224853466,6540.0,64099.0
AT,Manufacture of glass,2007,6,35451.666666666664,22479.04256314213,0.6340757622060683,8093.0,15272.0,36799.5,50889.25,61462.5,7.594526133695786,1.6701993233603718,4.547077721487706,-0.3575008227163745,6335.0,69094.0
AT,Manufacture of glass,2008,6,35648.666666666664,25471.1259119463,0.7145043081166094,7527.0,11552.25,34338.5,54853.0,65080.5,8.646273415703467,1.895263334158452,4.562043310747974,-0.39674072273234473,6188.0,73379.0
AT,Manufacture of glass,2009,6,32875.0,25468.536445321442,0.7747083329375344,6679.0,9481.0,28361.5,51615.25,63584.5,9.520062883665219,2.241930081272147,4.246369216948645,-0.4269049429657795,5316.0,72657.0
AT,Manufacture of glass,2010,6,34046.5,24497.452947534497,0.719529259910255,6979.5,9686.25,32759.0,54807.25,62401.0,8.940611791675622,1.9048505754143898,4.693602693602694,-0.3955692949348686,6869.0,67740.0
AT,Manufacture of glass,2011,6,32760.833333333332,22674.506627610568,0.6921224010666366,7399.0,10262.0,32297.0,54915.5,58586.5,7.918164616840113,1.8139920116419481,4.365049330990675,-0.37593925673441364,6823.0,59776.0
AT,Manufacture of glass,2012,6,32571.666666666668,23609.28812047402,0.7248412665550024,6958.5,9314.25,31445.5,51465.5,59311.0,8.523532370482144,1.8861522316388672,4.51900553280161,-0.39621177233109905,6633.0,65830.0
AT,Manufacture of glass,2013,6,34041.833333333336,23935.193693364778,0.7031111826144727,6505.0,10714.5,33685.5,53937.0,61935.0,9.521137586471944,1.8386249276394888,5.178401229823213,-0.3918911861712632,5830.0,67305.0
AT,Manufacture of glass,2014,6,32400.833333333332,23914.250266432264,0.7380751606110624,6775.5,8719.0,30202.5,53793.5,60224.5,8.888569109290827,1.9940236735369588,4.457604604826212,-0.4016211860120197,6576.0,64209.0
AT,Manufacture of glass,2015,6,32204.0,24931.030156547215,0.7741594260510252,6230.5,7617.5,29419.0,54933.75,60962.5,9.7845277265067,2.072215235052177,4.72177192841666,-0.416399274072234,5950.0,64647.0
AT,Manufacture of glass,2016,5,36735.8,24679.539682903327,0.6718116845938655,7076.8,8500.0,49973.0,52607.0,60925.4,8.609173637802396,1.2191663498289076,7.061524983043183,-0.35887172730687766,6128.0,66471.0
AT,Manufacture of glass,2017,5,38002.6,24971.59232888444,0.6571022069249062,7933.8,8928.0,49527.0,58286.0,62915.0,7.9299957145378,1.2703172007188,6.242531951901989,-0.35117176193207833,7271.0,66001.0
AT,Manufacture of glass,2018,5,37391.6,24216.172311907594,0.6476366967957401,8063.2,8671.0,49485.0,59513.0,60783.8,7.538421470383967,1.2283277760937659,6.137141581506102,-0.3397297788808181,7658.0,61631.0
AT,Manufacture of glass,2019,5,39051.8,25936.47449751026,0.664155672658117,7859.8,8605.0,51131.0,59982.0,64899.6,8.257156670653197,1.2692808667931392,6.505381816331204,-0.3544154174711537,7363.0,68178.0
AT,Manufacture of glass,2020,5,38179.8,26877.944805360396,0.703983384024023,6236.4,6642.0,49994.0,57387.0,65500.8,10.502982489898018,1.3101732207864945,8.016483868898725,-0.3784891487121461,5966.0,70910.0
AT,Manufacture of glass,2021,5,37571.0,26359.231475898534,0.7015845060258852,7401.8,7442.0,41834.0,59908.0,66740.8,9.01683374314356,1.5953721853038199,5.651868464427571,-0.38393015889915094,7375.0,71296.0
AT,Manufacture of glass,2022,5,38788.4,26224.982490747254,0.6761037446955083,7677.0,8583.0,48814.0,58676.0,65948.0,8.590334766184707,1.3510058589748843,6.35847336199036,-0.36616926710047326,7073.0,70796.0
AT,Manufacture of glass,2023,5,38488.2,26518.16337833373,0.6889946367544788,7285.6,7933.0,48170.0,57344.0,66221.6,9.089381794224224,1.3747477683205316,6.6116723399582735,-0.37410531019897,6854.0,72140.0
AT,Mineral oil refineries,2008,3,80341.33333333333,100051.60006161265,1.2453315860032113,7524.2,9623.0,13121.0,117449.5,180046.6,23.929002418861806,13.722018138861367,1.7438398766646288,-0.5964910824924765,6125.0,221778.0
AT,Mineral oil refineries,2009,3,80431.33333333333,100164.06579984438,1.2453363838285791,7532.6,9633.5,13135.0,117581.0,180248.6,23.929134694527786,13.722771221926152,1.7437538167432227,-0.5964922459737912,6132.0,222027.0
AT,Mineral oil refineries,2010,3,78005.0,97142.31329343563,1.2453344438617477,7305.4,9343.0,12739.0,114034.0,174811.0,23.929011416212667,13.722505691184551,1.7437785747529226,-0.5964916778838962,5947.0,215329.0
AT,Mineral oil refineries,2011,3,79253.33333333333,98696.93528620274,1.245334816027121,7422.2,9492.5,12943.0,115859.0,177608.6,23.92937404004204,13.722367302789152,1.7438225862951686,-0.5964922611036338,6042.0,218775.0
AT,Mineral oil refineries,2012,3,81201.33333333333,101123.30431156258,1.2453404415965572,7604.2,9725.5,13261.0,118707.0,181974.6,23.930801399226745,13.722539778297262,1.743904684253439,-0.5964954051110272,6190.0,224153.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2013,3,38218.666666666664,33396.81798548412,0.8738352459221704,8167.6,15763.0,28422.0,55776.0,72188.40000000001,8.838385817131105,2.5398775596369014,3.4798472011361965,-0.46531072657921657,3104.0,83130.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2014,3,36298.666666666664,30881.18125259388,0.8507524955717533,7560.0,16047.0,30192.0,53497.0,67480.0,8.925925925925926,2.2350291467938526,3.9936507936507937,-0.4585414830051914,1902.0,76802.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2015,3,37858.666666666664,28078.83499878314,0.7416752218457193,10570.400000000001,20403.5,36792.0,54780.5,65573.6,6.203511693029592,1.7822787562513591,3.4806629834254137,-0.4035711770092272,4015.0,72769.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2016,3,37047.333333333336,28689.484790695624,0.7744008059247347,10199.0,18330.5,31883.0,53182.0,65961.4,6.467437984116089,2.068858012106765,3.1260907932150213,-0.418101767708577,4778.0,74481.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2017,3,41350.333333333336,29065.15330922734,0.7029000969575578,13418.2,22966.0,38879.0,58499.0,70271.0,5.236991548791939,1.807428174592968,2.8974825237364175,-0.3819181895618199,7053.0,78119.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2018,3,37191.0,27904.545053927446,0.7503037039586848,9792.2,20177.0,37485.0,54352.0,64472.200000000004,6.584036273768918,1.7199466453247967,3.8280468127693466,-0.40840227175630894,2869.0,71219.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2019,3,35629.0,28786.509942448156,0.807951666969271,7359.8,18083.0,35955.0,53338.0,63767.8,8.66433870485611,1.7735447086636074,4.885322970732901,-0.4397790813351171,211.0,70721.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2020,3,33160.0,30461.338129942134,0.9186169520489184,5271.200000000001,12915.5,25656.0,49652.5,64050.4,12.151009257853998,2.4965076395385095,4.867202913947487,-0.4923870794799624,175.0,73649.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2021,2,51070.0,18242.0,0.35719600548267083,36476.4,41949.0,51070.0,60191.0,65663.6,1.8001666831156584,1.2857568043861367,1.400083341557829,-0.17859800274133542,32828.0,69312.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2022,2,55775.0,16534.0,0.2964410578216047,42547.8,47508.0,55775.0,64042.0,69002.2,1.6217571766342793,1.2371528462572836,1.3108785883171397,-0.14822052891080228,39241.0,72309.0
AT,Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC,2023,2,44951.0,19766.0,0.4397232542101399,29138.2,35068.0,44951.0,54834.0,60763.8,2.085365602542367,1.351778603368112,1.5426828012711835,-0.21986162710506996,25185.0,64717.0
AT,Production of bulk chemicals,2005,2,7657.5,6286.5,0.8209598432908913,2628.3,4514.25,7657.5,10800.75,12686.7,4.826960392649241,1.656767874632713,2.9134801963246204,-0.41047992164544556,1371.0,13944.0
AT,Production of bulk chemicals,2006,2,10314.5,9083.5,0.8806534490280673,3047.7,5772.75,10314.5,14856.25,17581.3,5.768710831118549,1.7045227592224537,3.3843554155592743,-0.44032672451403365,1231.0,19398.0
AT,Production of bulk chemicals,2007,2,9960.0,9316.0,0.9353413654618474,2507.2,5302.0,9960.0,14618.0,17412.8,6.945118059987237,1.7482730923694778,3.9725590299936187,-0.4676706827309236,644.0,19276.0
AT,Production of bulk chemicals,2008,2,15952.0,14749.0,0.9245862587763289,4152.8,8577.5,15952.0,23326.5,27751.2,6.68252745135812,1.7396690070210632,3.8412637256790596,-0.46229312938816447,1203.0,30701.0
AT,Production of bulk chemicals,2009,2,15829.0,14974.0,0.9459852170067597,3849.8,8342.0,15829.0,23316.0,27808.2,7.223284326458518,1.7567881736054078,4.111642163229258,-0.47299260850337976,855.0,30803.0
AT,Production of bulk chemicals,2010,2,22576.5,22172.5,0.9821052864704449,4838.5,11490.25,22576.5,33662.75,40314.5,8.332024387723468,1.785684229176356,4.666012193861734,-0.49105264323522246,404.0,44749.0
