country,sector,year,median,p25,premium_pct,cv,gini
Cyprus,21-99 All industrial installations (excl. combustion),2022.0,1229377.0,1229377.0,0.0,0.0,0.0
Cyprus,21-99 All industrial installations (excl. combustion),2023.0,1293361.0,1293361.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2015.0,1326076.0,1326076.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2016.0,1323548.0,1323548.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2017.0,1352831.0,1352831.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2018.0,1210929.0,1210929.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2019.0,1142452.0,1142452.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2020.0,1249819.0,1249819.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2021.0,1196620.0,1196620.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2022.0,1186720.0,1186720.0,0.0,0.0,0.0
Cyprus,29 Production of cement clinker,2023.0,1249178.0,1249178.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2015.0,20247.0,20247.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2016.0,25674.0,25674.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2017.0,32206.0,32206.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2018.0,32281.0,32281.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2019.0,47154.0,47154.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2020.0,41340.0,41340.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2021.0,40688.0,40688.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2022.0,42657.0,42657.0,0.0,0.0,0.0
Cyprus,32 Manufacture of ceramics,2023.0,44183.0,44183.0,0.0,0.0,0.0
Czechia,10 Aviation,2015.0,430429.0,430429.0,0.0,0.0,0.0
Czechia,10 Aviation,2016.0,478557.0,478557.0,0.0,0.0,0.0
Czechia,10 Aviation,2017.0,495045.0,495045.0,0.0,0.0,0.0
Czechia,10 Aviation,2018.0,512962.0,512962.0,0.0,0.0,0.0
Czechia,10 Aviation,2019.0,484353.0,484353.0,0.0,0.0,0.0
Czechia,10 Aviation,2020.0,99138.0,49672.0,49.896104420101274,0.704908536968578,-0.3326421323884683
Czechia,10 Aviation,2021.0,163514.0,82163.0,49.75170321807307,0.7018721611785121,-0.33168620100694146
Czechia,10 Aviation,2022.0,260017.0,130531.0,49.799051600472275,0.702865359628903,-0.33199903981940415
Czechia,10 Aviation,2023.0,261330.0,131317.0,49.75050702177324,0.7018470997024122,-0.33167830516993213
Czechia,20 Combustion of fuels,2015.0,54587818.0,54587818.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2016.0,55100713.0,55100713.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2017.0,54732140.0,54732140.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2018.0,54058794.0,54058794.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2019.0,50135646.0,50135646.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2020.0,42777609.0,42777609.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2021.0,45239652.0,45239652.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2022.0,45641622.0,45641622.0,0.0,0.0,0.0
Czechia,20 Combustion of fuels,2023.0,37277033.0,37277033.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2015.0,66648045.0,66648045.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2016.0,67530907.0,67530907.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2017.0,66975758.0,66975758.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2018.0,66913386.0,66913386.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2019.0,62519244.0,62519244.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2020.0,54675715.0,54675715.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2021.0,57871344.0,57871344.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2022.0,57044774.0,57044774.0,0.0,0.0,0.0
Czechia,20-99 All stationary installations,2023.0,46671393.0,46671393.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2015.0,925482.0,925482.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2016.0,714284.0,714284.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2017.0,995680.0,995680.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2018.0,922926.0,922926.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2019.0,980700.0,980700.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2020.0,804323.0,804323.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2021.0,957662.0,957662.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2022.0,901918.0,901918.0,0.0,0.0,0.0
Czechia,21  Refining of mineral oil,2023.0,946111.0,946111.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2015.0,12060227.0,12060227.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2016.0,12430194.0,12430194.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2017.0,12243618.0,12243618.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2018.0,12854592.0,12854592.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2019.0,12383598.0,12383598.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2020.0,11898106.0,11898106.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2021.0,12631692.0,12631692.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2022.0,11403152.0,11403152.0,0.0,0.0,0.0
Czechia,21-99 All industrial installations (excl. combustion),2023.0,9394360.0,9394360.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2015.0,5613532.0,5613532.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2016.0,5968422.0,5968422.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2017.0,5364123.0,5364123.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2018.0,5712755.0,5712755.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2019.0,5217745.0,5217745.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2020.0,5288261.0,5288261.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2021.0,5709998.0,5709998.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2022.0,4938546.0,4938546.0,0.0,0.0,0.0
Czechia,24  Production of pig iron or steel,2023.0,3898732.0,3898732.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2015.0,112865.0,112865.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2016.0,98555.0,98555.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2017.0,101457.0,101457.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2018.0,100579.0,100579.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2019.0,91813.0,91813.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2020.0,92176.0,92176.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2021.0,95358.0,95358.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2022.0,88217.0,88217.0,0.0,0.0,0.0
Czechia,25 Production or processing of ferrous metals,2023.0,79722.0,79722.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2015.0,18256.0,18256.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2016.0,19866.0,19866.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2017.0,22935.0,22935.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2018.0,23281.0,23281.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2019.0,22547.0,22547.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2020.0,20861.0,20861.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2021.0,24131.0,24131.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2022.0,22998.0,22998.0,0.0,0.0,0.0
Czechia,27 Production of secondary aluminium,2023.0,20233.0,20233.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2015.0,2291397.0,2291397.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2016.0,2525956.0,2525956.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2017.0,2588940.0,2588940.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2018.0,2792598.0,2792598.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2019.0,2917269.0,2917269.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2020.0,2748134.0,2748134.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2021.0,2822158.0,2822158.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2022.0,2647948.0,2647948.0,0.0,0.0,0.0
Czechia,29 Production of cement clinker,2023.0,2123019.0,2123019.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2015.0,1170485.0,1170485.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2016.0,1172836.0,1172836.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2017.0,1230127.0,1230127.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2018.0,1358476.0,1358476.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2019.0,1226889.0,1226889.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2020.0,1170960.0,1170960.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2021.0,1203002.0,1203002.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2022.0,1041925.0,1041925.0,0.0,0.0,0.0
Czechia,"30 Production of lime, or calcination of dolomite/magnesite",2023.0,852203.0,852203.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2015.0,724323.0,724323.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2016.0,727127.0,727127.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2017.0,750593.0,750593.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2018.0,739117.0,739117.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2019.0,732325.0,732325.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2020.0,715215.0,715215.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2021.0,735996.0,735996.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2022.0,724937.0,724937.0,0.0,0.0,0.0
Czechia,31 Manufacture of glass,2023.0,679103.0,679103.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2015.0,381168.0,381168.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2016.0,401519.0,401519.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2017.0,409302.0,409302.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2018.0,424632.0,424632.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2019.0,453305.0,453305.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2020.0,411866.0,411866.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2021.0,420946.0,420946.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2022.0,415100.0,415100.0,0.0,0.0,0.0
Czechia,32 Manufacture of ceramics,2023.0,257954.0,257954.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2015.0,56908.0,56908.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2016.0,59662.0,59662.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2017.0,61573.0,61573.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2018.0,60807.0,60807.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2019.0,53596.0,53596.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2020.0,52157.0,52157.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2021.0,57299.0,57299.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2022.0,59829.0,59829.0,0.0,0.0,0.0
Czechia,33 Manufacture of mineral wool,2023.0,50407.0,50407.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2015.0,18843.0,18843.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2016.0,17527.0,17527.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2017.0,16753.0,16753.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2018.0,14677.0,14677.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2019.0,15117.0,15117.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2020.0,15404.0,15404.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2021.0,15193.0,15193.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2022.0,15129.0,15129.0,0.0,0.0,0.0
Czechia,35 Production of pulp,2023.0,13797.0,13797.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2015.0,125647.0,125647.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2016.0,119119.0,119119.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2017.0,120109.0,120109.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2018.0,121004.0,121004.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2019.0,120050.0,120050.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2020.0,118037.0,118037.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2021.0,132876.0,132876.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2022.0,124775.0,124775.0,0.0,0.0,0.0
Czechia,36 Production of paper or cardboard,2023.0,110881.0,110881.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2015.0,182675.0,182675.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2016.0,171696.0,171696.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2017.0,150778.0,150778.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2018.0,141870.0,141870.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2019.0,157623.0,157623.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2020.0,153915.0,153915.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2021.0,150934.0,150934.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2022.0,135617.0,135617.0,0.0,0.0,0.0
Czechia,38 Production of nitric acid,2023.0,119248.0,119248.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2015.0,376707.0,376707.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2016.0,375040.0,375040.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2017.0,362347.0,362347.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2018.0,353955.0,353955.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2019.0,316866.0,316866.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2020.0,238260.0,238260.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2021.0,234775.0,234775.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2022.0,217120.0,217120.0,0.0,0.0,0.0
Czechia,42 Production of bulk chemicals,2023.0,177788.0,177788.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2015.0,61939.0,61939.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2016.0,58585.0,58585.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2017.0,68901.0,68901.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2018.0,87915.0,87915.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2019.0,77753.0,77753.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2020.0,68537.0,68537.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2021.0,71364.0,71364.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2022.0,69093.0,69093.0,0.0,0.0,0.0
Czechia,99 Other activity opted-in under Art. 24,2023.0,65162.0,65162.0,0.0,0.0,0.0
Denmark,10 Aviation,2015.0,532135.0,532135.0,0.0,0.0,0.0
Denmark,10 Aviation,2016.0,558122.0,558122.0,0.0,0.0,0.0
Denmark,10 Aviation,2017.0,604757.0,604757.0,0.0,0.0,0.0
Denmark,10 Aviation,2018.0,547262.0,547262.0,0.0,0.0,0.0
Denmark,10 Aviation,2019.0,560180.0,560180.0,0.0,0.0,0.0
Denmark,10 Aviation,2020.0,206961.0,103732.5,49.87823792888515,0.7045316630858242,-0.33252355819053814
Denmark,10 Aviation,2021.0,260291.0,130532.0,49.85151234579759,0.7039685442383834,-0.3323463467451149
Denmark,10 Aviation,2022.0,460693.0,231160.5,49.82330966609,0.7033751173454429,-0.33215954571246664
Denmark,10 Aviation,2023.0,469595.0,235641.0,49.82037713348736,0.7033134604238813,-0.332140134074008
Denmark,20 Combustion of fuels,2015.0,12757507.0,12757507.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2016.0,14004821.0,14004821.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2017.0,11524680.0,11524680.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2018.0,11527811.0,11527811.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2019.0,8553867.0,8553867.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2020.0,7244759.0,7244759.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2021.0,8092634.0,8092634.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2022.0,8031953.0,8031953.0,0.0,0.0,0.0
Denmark,20 Combustion of fuels,2023.0,6398532.0,6398532.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2015.0,15795936.0,15795936.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2016.0,17220334.0,17220334.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2017.0,15062601.0,15062601.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2018.0,14954342.0,14954342.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2019.0,12040553.0,12040553.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2020.0,10832424.0,10832424.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2021.0,11618665.0,11618665.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2022.0,11214235.0,11214235.0,0.0,0.0,0.0
Denmark,20-99 All stationary installations,2023.0,9244098.0,9244098.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2015.0,990980.0,990980.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2016.0,885080.0,885080.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2017.0,947335.0,947335.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2018.0,920522.0,920522.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2019.0,973439.0,973439.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2020.0,931660.0,931660.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2021.0,961078.0,961078.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2022.0,929002.0,929002.0,0.0,0.0,0.0
Denmark,21  Refining of mineral oil,2023.0,928199.0,928199.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2015.0,3038429.0,3038429.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2016.0,3215513.0,3215513.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2017.0,3537921.0,3537921.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2018.0,3426531.0,3426531.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2019.0,3486686.0,3486686.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2020.0,3587665.0,3587665.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2021.0,3526031.0,3526031.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2022.0,3182282.0,3182282.0,0.0,0.0,0.0
Denmark,21-99 All industrial installations (excl. combustion),2023.0,2845566.0,2845566.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2015.0,1780564.0,1780564.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2016.0,2054900.0,2054900.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2017.0,2277214.0,2277214.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2018.0,2190706.0,2190706.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2019.0,2189152.0,2189152.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2020.0,2339867.0,2339867.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2021.0,2248048.0,2248048.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2022.0,1979482.0,1979482.0,0.0,0.0,0.0
Denmark,29 Production of cement clinker,2023.0,1704342.0,1704342.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2015.0,66794.0,66794.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2016.0,68366.0,68366.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2017.0,64987.0,64987.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2018.0,64896.0,64896.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2019.0,64837.0,64837.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2020.0,60970.0,60970.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2021.0,64156.0,64156.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2022.0,62996.0,62996.0,0.0,0.0,0.0
Denmark,31 Manufacture of glass,2023.0,59842.0,59842.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2015.0,186997.0,186997.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2016.0,201684.0,201684.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2017.0,247017.0,247017.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2018.0,249772.0,249772.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2019.0,258307.0,258307.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2020.0,254004.0,254004.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2021.0,252377.0,252377.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2022.0,210662.0,210662.0,0.0,0.0,0.0
Denmark,32 Manufacture of ceramics,2023.0,150659.0,150659.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2015.0,13094.0,13094.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2016.0,5483.0,5483.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2017.0,1368.0,1368.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2018.0,635.0,635.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2019.0,951.0,951.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2020.0,1164.0,1164.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2021.0,372.0,372.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2022.0,140.0,140.0,0.0,0.0,0.0
Denmark,36 Production of paper or cardboard,2023.0,2524.0,2524.0,0.0,0.0,0.0
Estonia,10 Aviation,2015.0,72986.0,72986.0,0.0,0.0,0.0
Estonia,10 Aviation,2016.0,15149.0,15149.0,0.0,0.0,0.0
Estonia,10 Aviation,2017.0,32360.0,32360.0,0.0,0.0,0.0
Estonia,10 Aviation,2018.0,36181.0,36181.0,0.0,0.0,0.0
Estonia,10 Aviation,2019.0,28397.0,28397.0,0.0,0.0,0.0
Estonia,10 Aviation,2021.0,9525.0,9525.0,0.0,0.0,0.0
Estonia,10 Aviation,2022.0,4243.0,4243.0,0.0,0.0,0.0
Estonia,10 Aviation,2023.0,77393.0,38719.5,49.97028155001098,0.7064768257909895,-0.3331353280216256
Estonia,20 Combustion of fuels,2015.0,10166657.0,10166657.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2016.0,11692807.0,11692807.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2017.0,12465598.0,12465598.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2018.0,11579637.0,11579637.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2019.0,6158260.0,6158260.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2020.0,3873952.0,3873952.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2021.0,5139916.0,5139916.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2022.0,6707471.0,6707471.0,0.0,0.0,0.0
Estonia,20 Combustion of fuels,2023.0,3209752.0,3209752.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2015.0,11894068.0,11894068.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2016.0,13447175.0,13447175.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2017.0,14670571.0,14670571.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2018.0,13853417.0,13853417.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2019.0,8486473.0,8486473.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2020.0,5617417.0,5617417.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2021.0,6850057.0,6850057.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2022.0,8407460.0,8407460.0,0.0,0.0,0.0
Estonia,20-99 All stationary installations,2023.0,5260450.0,5260450.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2015.0,1223359.0,1223359.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2016.0,1300912.0,1300912.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2017.0,1512893.0,1512893.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2018.0,1603842.0,1603842.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2019.0,1663747.0,1663747.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2020.0,1608677.0,1608677.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2021.0,1595268.0,1595268.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2022.0,1602972.0,1602972.0,0.0,0.0,0.0
Estonia,21  Refining of mineral oil,2023.0,1960729.0,1960729.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2015.0,1727411.0,1727411.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2016.0,1754368.0,1754368.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2017.0,2204973.0,2204973.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2018.0,2273780.0,2273780.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2019.0,2328213.0,2328213.0,0.0,0.0,0.0
Estonia,21-99 All industrial installations (excl. combustion),2020.0,1743465.0,1743465.0,0.0,0.0,0.0
