country,sector,year,n_observations,mean_emissions,std_emissions,cv,p10,p25,p50,p75,p90,p90_p10_ratio,gini,min,max
Croatia,21-99 All industrial installations (excl. combustion),2020.0,2,4432507.0,0.0,0.0,4432507.0,4432507.0,4432507.0,4432507.0,4432507.0,1.0,0.0,4432507.0,4432507.0
Croatia,21-99 All industrial installations (excl. combustion),2021.0,2,3992653.0,0.0,0.0,3992653.0,3992653.0,3992653.0,3992653.0,3992653.0,1.0,0.0,3992653.0,3992653.0
Croatia,21-99 All industrial installations (excl. combustion),2022.0,2,3108426.0,0.0,0.0,3108426.0,3108426.0,3108426.0,3108426.0,3108426.0,1.0,0.0,3108426.0,3108426.0
Croatia,21-99 All industrial installations (excl. combustion),2023.0,2,3248955.0,0.0,0.0,3248955.0,3248955.0,3248955.0,3248955.0,3248955.0,1.0,0.0,3248955.0,3248955.0
Croatia,24  Production of pig iron or steel,2015.0,2,22612.0,0.0,0.0,22612.0,22612.0,22612.0,22612.0,22612.0,1.0,0.0,22612.0,22612.0
Croatia,24  Production of pig iron or steel,2016.0,2,4394.0,0.0,0.0,4394.0,4394.0,4394.0,4394.0,4394.0,1.0,0.0,4394.0,4394.0
Croatia,24  Production of pig iron or steel,2017.0,2,4722.0,0.0,0.0,4722.0,4722.0,4722.0,4722.0,4722.0,1.0,0.0,4722.0,4722.0
Croatia,24  Production of pig iron or steel,2018.0,2,23103.0,0.0,0.0,23103.0,23103.0,23103.0,23103.0,23103.0,1.0,0.0,23103.0,23103.0
Croatia,24  Production of pig iron or steel,2019.0,2,13576.0,0.0,0.0,13576.0,13576.0,13576.0,13576.0,13576.0,1.0,0.0,13576.0,13576.0
Croatia,24  Production of pig iron or steel,2020.0,2,10389.0,0.0,0.0,10389.0,10389.0,10389.0,10389.0,10389.0,1.0,0.0,10389.0,10389.0
Croatia,24  Production of pig iron or steel,2021.0,2,25512.0,0.0,0.0,25512.0,25512.0,25512.0,25512.0,25512.0,1.0,0.0,25512.0,25512.0
Croatia,24  Production of pig iron or steel,2022.0,2,25041.0,0.0,0.0,25041.0,25041.0,25041.0,25041.0,25041.0,1.0,0.0,25041.0,25041.0
Croatia,24  Production of pig iron or steel,2023.0,2,33099.0,0.0,0.0,33099.0,33099.0,33099.0,33099.0,33099.0,1.0,0.0,33099.0,33099.0
Croatia,27 Production of secondary aluminium,2019.0,2,7251.0,0.0,0.0,7251.0,7251.0,7251.0,7251.0,7251.0,1.0,0.0,7251.0,7251.0
Croatia,27 Production of secondary aluminium,2020.0,2,15188.0,0.0,0.0,15188.0,15188.0,15188.0,15188.0,15188.0,1.0,0.0,15188.0,15188.0
Croatia,27 Production of secondary aluminium,2021.0,2,16874.0,0.0,0.0,16874.0,16874.0,16874.0,16874.0,16874.0,1.0,0.0,16874.0,16874.0
Croatia,27 Production of secondary aluminium,2022.0,2,14562.0,0.0,0.0,14562.0,14562.0,14562.0,14562.0,14562.0,1.0,0.0,14562.0,14562.0
Croatia,27 Production of secondary aluminium,2023.0,2,15151.0,0.0,0.0,15151.0,15151.0,15151.0,15151.0,15151.0,1.0,0.0,15151.0,15151.0
Croatia,29 Production of cement clinker,2015.0,2,1895922.0,0.0,0.0,1895922.0,1895922.0,1895922.0,1895922.0,1895922.0,1.0,0.0,1895922.0,1895922.0
Croatia,29 Production of cement clinker,2016.0,2,1765093.0,0.0,0.0,1765093.0,1765093.0,1765093.0,1765093.0,1765093.0,1.0,0.0,1765093.0,1765093.0
Croatia,29 Production of cement clinker,2017.0,2,2097914.0,0.0,0.0,2097914.0,2097914.0,2097914.0,2097914.0,2097914.0,1.0,0.0,2097914.0,2097914.0
Croatia,29 Production of cement clinker,2018.0,2,1961720.0,0.0,0.0,1961720.0,1961720.0,1961720.0,1961720.0,1961720.0,1.0,0.0,1961720.0,1961720.0
Croatia,29 Production of cement clinker,2019.0,2,1890088.0,0.0,0.0,1890088.0,1890088.0,1890088.0,1890088.0,1890088.0,1.0,0.0,1890088.0,1890088.0
Croatia,29 Production of cement clinker,2020.0,2,1946533.0,0.0,0.0,1946533.0,1946533.0,1946533.0,1946533.0,1946533.0,1.0,0.0,1946533.0,1946533.0
Croatia,29 Production of cement clinker,2021.0,2,1950373.0,0.0,0.0,1950373.0,1950373.0,1950373.0,1950373.0,1950373.0,1.0,0.0,1950373.0,1950373.0
Croatia,29 Production of cement clinker,2022.0,2,1783156.0,0.0,0.0,1783156.0,1783156.0,1783156.0,1783156.0,1783156.0,1.0,0.0,1783156.0,1783156.0
Croatia,29 Production of cement clinker,2023.0,2,1788504.0,0.0,0.0,1788504.0,1788504.0,1788504.0,1788504.0,1788504.0,1.0,0.0,1788504.0,1788504.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2015.0,2,86403.0,0.0,0.0,86403.0,86403.0,86403.0,86403.0,86403.0,1.0,0.0,86403.0,86403.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2016.0,2,77392.0,0.0,0.0,77392.0,77392.0,77392.0,77392.0,77392.0,1.0,0.0,77392.0,77392.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2017.0,2,100379.0,0.0,0.0,100379.0,100379.0,100379.0,100379.0,100379.0,1.0,0.0,100379.0,100379.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2018.0,2,107234.0,0.0,0.0,107234.0,107234.0,107234.0,107234.0,107234.0,1.0,0.0,107234.0,107234.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2019.0,2,114175.0,0.0,0.0,114175.0,114175.0,114175.0,114175.0,114175.0,1.0,0.0,114175.0,114175.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2020.0,2,126993.0,0.0,0.0,126993.0,126993.0,126993.0,126993.0,126993.0,1.0,0.0,126993.0,126993.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2021.0,2,148899.0,0.0,0.0,148899.0,148899.0,148899.0,148899.0,148899.0,1.0,0.0,148899.0,148899.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2022.0,2,133239.0,0.0,0.0,133239.0,133239.0,133239.0,133239.0,133239.0,1.0,0.0,133239.0,133239.0
Croatia,"30 Production of lime, or calcination of dolomite/magnesite",2023.0,2,116790.0,0.0,0.0,116790.0,116790.0,116790.0,116790.0,116790.0,1.0,0.0,116790.0,116790.0
Croatia,31 Manufacture of glass,2015.0,2,104150.0,0.0,0.0,104150.0,104150.0,104150.0,104150.0,104150.0,1.0,0.0,104150.0,104150.0
Croatia,31 Manufacture of glass,2016.0,2,108328.0,0.0,0.0,108328.0,108328.0,108328.0,108328.0,108328.0,1.0,0.0,108328.0,108328.0
Croatia,31 Manufacture of glass,2017.0,2,107493.0,0.0,0.0,107493.0,107493.0,107493.0,107493.0,107493.0,1.0,0.0,107493.0,107493.0
Croatia,31 Manufacture of glass,2018.0,2,106370.0,0.0,0.0,106370.0,106370.0,106370.0,106370.0,106370.0,1.0,0.0,106370.0,106370.0
Croatia,31 Manufacture of glass,2019.0,2,105329.0,0.0,0.0,105329.0,105329.0,105329.0,105329.0,105329.0,1.0,0.0,105329.0,105329.0
Croatia,31 Manufacture of glass,2020.0,2,95449.0,0.0,0.0,95449.0,95449.0,95449.0,95449.0,95449.0,1.0,0.0,95449.0,95449.0
Croatia,31 Manufacture of glass,2021.0,2,111834.0,0.0,0.0,111834.0,111834.0,111834.0,111834.0,111834.0,1.0,0.0,111834.0,111834.0
Croatia,31 Manufacture of glass,2022.0,2,117145.0,0.0,0.0,117145.0,117145.0,117145.0,117145.0,117145.0,1.0,0.0,117145.0,117145.0
Croatia,31 Manufacture of glass,2023.0,2,118540.0,0.0,0.0,118540.0,118540.0,118540.0,118540.0,118540.0,1.0,0.0,118540.0,118540.0
Croatia,32 Manufacture of ceramics,2015.0,2,75829.0,0.0,0.0,75829.0,75829.0,75829.0,75829.0,75829.0,1.0,0.0,75829.0,75829.0
Croatia,32 Manufacture of ceramics,2016.0,2,78241.0,0.0,0.0,78241.0,78241.0,78241.0,78241.0,78241.0,1.0,0.0,78241.0,78241.0
Croatia,32 Manufacture of ceramics,2017.0,2,74772.0,0.0,0.0,74772.0,74772.0,74772.0,74772.0,74772.0,1.0,0.0,74772.0,74772.0
Croatia,32 Manufacture of ceramics,2018.0,2,83713.0,0.0,0.0,83713.0,83713.0,83713.0,83713.0,83713.0,1.0,0.0,83713.0,83713.0
Croatia,32 Manufacture of ceramics,2019.0,2,58532.0,0.0,0.0,58532.0,58532.0,58532.0,58532.0,58532.0,1.0,0.0,58532.0,58532.0
Croatia,32 Manufacture of ceramics,2020.0,2,56143.0,0.0,0.0,56143.0,56143.0,56143.0,56143.0,56143.0,1.0,0.0,56143.0,56143.0
Croatia,32 Manufacture of ceramics,2021.0,2,52256.0,0.0,0.0,52256.0,52256.0,52256.0,52256.0,52256.0,1.0,0.0,52256.0,52256.0
Croatia,32 Manufacture of ceramics,2022.0,2,56197.0,0.0,0.0,56197.0,56197.0,56197.0,56197.0,56197.0,1.0,0.0,56197.0,56197.0
Croatia,32 Manufacture of ceramics,2023.0,2,46343.0,0.0,0.0,46343.0,46343.0,46343.0,46343.0,46343.0,1.0,0.0,46343.0,46343.0
Croatia,33 Manufacture of mineral wool,2015.0,2,92914.0,0.0,0.0,92914.0,92914.0,92914.0,92914.0,92914.0,1.0,0.0,92914.0,92914.0
Croatia,33 Manufacture of mineral wool,2016.0,2,96535.0,0.0,0.0,96535.0,96535.0,96535.0,96535.0,96535.0,1.0,0.0,96535.0,96535.0
Croatia,33 Manufacture of mineral wool,2017.0,2,104856.0,0.0,0.0,104856.0,104856.0,104856.0,104856.0,104856.0,1.0,0.0,104856.0,104856.0
Croatia,33 Manufacture of mineral wool,2018.0,2,103563.0,0.0,0.0,103563.0,103563.0,103563.0,103563.0,103563.0,1.0,0.0,103563.0,103563.0
Croatia,33 Manufacture of mineral wool,2019.0,2,101555.0,0.0,0.0,101555.0,101555.0,101555.0,101555.0,101555.0,1.0,0.0,101555.0,101555.0
Croatia,33 Manufacture of mineral wool,2020.0,2,98146.0,0.0,0.0,98146.0,98146.0,98146.0,98146.0,98146.0,1.0,0.0,98146.0,98146.0
Croatia,33 Manufacture of mineral wool,2021.0,2,106728.0,0.0,0.0,106728.0,106728.0,106728.0,106728.0,106728.0,1.0,0.0,106728.0,106728.0
Croatia,33 Manufacture of mineral wool,2022.0,2,103036.0,0.0,0.0,103036.0,103036.0,103036.0,103036.0,103036.0,1.0,0.0,103036.0,103036.0
Croatia,33 Manufacture of mineral wool,2023.0,2,93901.0,0.0,0.0,93901.0,93901.0,93901.0,93901.0,93901.0,1.0,0.0,93901.0,93901.0
Croatia,36 Production of paper or cardboard,2019.0,2,10966.0,0.0,0.0,10966.0,10966.0,10966.0,10966.0,10966.0,1.0,0.0,10966.0,10966.0
Croatia,36 Production of paper or cardboard,2020.0,2,13628.0,0.0,0.0,13628.0,13628.0,13628.0,13628.0,13628.0,1.0,0.0,13628.0,13628.0
Croatia,36 Production of paper or cardboard,2021.0,2,13708.0,0.0,0.0,13708.0,13708.0,13708.0,13708.0,13708.0,1.0,0.0,13708.0,13708.0
Croatia,36 Production of paper or cardboard,2022.0,2,14090.0,0.0,0.0,14090.0,14090.0,14090.0,14090.0,14090.0,1.0,0.0,14090.0,14090.0
Croatia,36 Production of paper or cardboard,2023.0,2,13400.0,0.0,0.0,13400.0,13400.0,13400.0,13400.0,13400.0,1.0,0.0,13400.0,13400.0
Croatia,41 Production of ammonia,2015.0,2,1518620.0,0.0,0.0,1518620.0,1518620.0,1518620.0,1518620.0,1518620.0,1.0,0.0,1518620.0,1518620.0
Croatia,41 Production of ammonia,2016.0,2,1247205.0,0.0,0.0,1247205.0,1247205.0,1247205.0,1247205.0,1247205.0,1.0,0.0,1247205.0,1247205.0
Croatia,41 Production of ammonia,2017.0,2,1336051.0,0.0,0.0,1336051.0,1336051.0,1336051.0,1336051.0,1336051.0,1.0,0.0,1336051.0,1336051.0
Croatia,41 Production of ammonia,2018.0,2,1101859.0,0.0,0.0,1101859.0,1101859.0,1101859.0,1101859.0,1101859.0,1.0,0.0,1101859.0,1101859.0
Croatia,41 Production of ammonia,2019.0,2,1256815.0,0.0,0.0,1256815.0,1256815.0,1256815.0,1256815.0,1256815.0,1.0,0.0,1256815.0,1256815.0
Croatia,41 Production of ammonia,2020.0,2,1264009.0,0.0,0.0,1264009.0,1264009.0,1264009.0,1264009.0,1264009.0,1.0,0.0,1264009.0,1264009.0
Croatia,41 Production of ammonia,2021.0,2,832650.0,0.0,0.0,832650.0,832650.0,832650.0,832650.0,832650.0,1.0,0.0,832650.0,832650.0
Croatia,41 Production of ammonia,2022.0,2,163428.0,0.0,0.0,163428.0,163428.0,163428.0,163428.0,163428.0,1.0,0.0,163428.0,163428.0
Croatia,41 Production of ammonia,2023.0,2,344902.0,0.0,0.0,344902.0,344902.0,344902.0,344902.0,344902.0,1.0,0.0,344902.0,344902.0
Cyprus,10 Aviation,2015.0,2,2761.0,0.0,0.0,2761.0,2761.0,2761.0,2761.0,2761.0,1.0,0.0,2761.0,2761.0
Cyprus,10 Aviation,2016.0,2,36633.0,0.0,0.0,36633.0,36633.0,36633.0,36633.0,36633.0,1.0,0.0,36633.0,36633.0
Cyprus,10 Aviation,2017.0,2,102553.0,0.0,0.0,102553.0,102553.0,102553.0,102553.0,102553.0,1.0,0.0,102553.0,102553.0
Cyprus,10 Aviation,2018.0,2,24490.0,0.0,0.0,24490.0,24490.0,24490.0,24490.0,24490.0,1.0,0.0,24490.0,24490.0
Cyprus,10 Aviation,2019.0,2,28831.0,0.0,0.0,28831.0,28831.0,28831.0,28831.0,28831.0,1.0,0.0,28831.0,28831.0
Cyprus,10 Aviation,2020.0,3,8182.666666666667,5301.492703841899,0.6478930304515926,2872.4,6137.0,11578.0,11926.0,12134.8,4.2246205263890815,-0.3144315898104393,696.0,12274.0
Cyprus,10 Aviation,2021.0,3,4975.333333333333,3491.9616581832947,0.7018548153925958,1514.8000000000002,3731.5,7426.0,7444.5,7455.6,4.921837866385001,-0.33168073607575144,37.0,7463.0
Cyprus,10 Aviation,2022.0,3,22070.666666666668,15572.389269330366,0.7055695011174877,6650.0,16553.0,33058.0,33082.0,33096.4,4.976902255639098,-0.3328500372540728,48.0,33106.0
Cyprus,10 Aviation,2023.0,3,41544.0,28203.41742886253,0.6788806429054143,13465.2,31158.0,60646.0,61481.0,61982.0,4.603125092831893,-0.32440036801677463,1670.0,62316.0
Cyprus,20 Combustion of fuels,2015.0,2,3023003.0,0.0,0.0,3023003.0,3023003.0,3023003.0,3023003.0,3023003.0,1.0,0.0,3023003.0,3023003.0
Cyprus,20 Combustion of fuels,2016.0,2,3300001.0,0.0,0.0,3300001.0,3300001.0,3300001.0,3300001.0,3300001.0,1.0,0.0,3300001.0,3300001.0
Cyprus,20 Combustion of fuels,2017.0,2,3287834.0,0.0,0.0,3287834.0,3287834.0,3287834.0,3287834.0,3287834.0,1.0,0.0,3287834.0,3287834.0
Cyprus,20 Combustion of fuels,2018.0,2,3342360.0,0.0,0.0,3342360.0,3342360.0,3342360.0,3342360.0,3342360.0,1.0,0.0,3342360.0,3342360.0
Cyprus,20 Combustion of fuels,2019.0,2,3282056.0,0.0,0.0,3282056.0,3282056.0,3282056.0,3282056.0,3282056.0,1.0,0.0,3282056.0,3282056.0
Cyprus,20 Combustion of fuels,2020.0,2,3003729.0,0.0,0.0,3003729.0,3003729.0,3003729.0,3003729.0,3003729.0,1.0,0.0,3003729.0,3003729.0
Cyprus,20 Combustion of fuels,2021.0,2,3077688.0,0.0,0.0,3077688.0,3077688.0,3077688.0,3077688.0,3077688.0,1.0,0.0,3077688.0,3077688.0
Cyprus,20 Combustion of fuels,2022.0,2,3098942.0,0.0,0.0,3098942.0,3098942.0,3098942.0,3098942.0,3098942.0,1.0,0.0,3098942.0,3098942.0
Cyprus,20 Combustion of fuels,2023.0,2,3049920.0,0.0,0.0,3049920.0,3049920.0,3049920.0,3049920.0,3049920.0,1.0,0.0,3049920.0,3049920.0
Cyprus,20-99 All stationary installations,2015.0,2,4369326.0,0.0,0.0,4369326.0,4369326.0,4369326.0,4369326.0,4369326.0,1.0,0.0,4369326.0,4369326.0
Cyprus,20-99 All stationary installations,2016.0,2,4649223.0,0.0,0.0,4649223.0,4649223.0,4649223.0,4649223.0,4649223.0,1.0,0.0,4649223.0,4649223.0
Cyprus,20-99 All stationary installations,2017.0,2,4672871.0,0.0,0.0,4672871.0,4672871.0,4672871.0,4672871.0,4672871.0,1.0,0.0,4672871.0,4672871.0
Cyprus,20-99 All stationary installations,2018.0,2,4585570.0,0.0,0.0,4585570.0,4585570.0,4585570.0,4585570.0,4585570.0,1.0,0.0,4585570.0,4585570.0
Cyprus,20-99 All stationary installations,2019.0,2,4471662.0,0.0,0.0,4471662.0,4471662.0,4471662.0,4471662.0,4471662.0,1.0,0.0,4471662.0,4471662.0
Cyprus,20-99 All stationary installations,2020.0,2,4294888.0,0.0,0.0,4294888.0,4294888.0,4294888.0,4294888.0,4294888.0,1.0,0.0,4294888.0,4294888.0
Cyprus,20-99 All stationary installations,2021.0,2,4314996.0,0.0,0.0,4314996.0,4314996.0,4314996.0,4314996.0,4314996.0,1.0,0.0,4314996.0,4314996.0
Cyprus,20-99 All stationary installations,2022.0,2,4328319.0,0.0,0.0,4328319.0,4328319.0,4328319.0,4328319.0,4328319.0,1.0,0.0,4328319.0,4328319.0
Cyprus,20-99 All stationary installations,2023.0,2,4343281.0,0.0,0.0,4343281.0,4343281.0,4343281.0,4343281.0,4343281.0,1.0,0.0,4343281.0,4343281.0
Cyprus,21-99 All industrial installations (excl. combustion),2015.0,2,1346323.0,0.0,0.0,1346323.0,1346323.0,1346323.0,1346323.0,1346323.0,1.0,0.0,1346323.0,1346323.0
Cyprus,21-99 All industrial installations (excl. combustion),2016.0,2,1349222.0,0.0,0.0,1349222.0,1349222.0,1349222.0,1349222.0,1349222.0,1.0,0.0,1349222.0,1349222.0
Cyprus,21-99 All industrial installations (excl. combustion),2017.0,2,1385037.0,0.0,0.0,1385037.0,1385037.0,1385037.0,1385037.0,1385037.0,1.0,0.0,1385037.0,1385037.0
Cyprus,21-99 All industrial installations (excl. combustion),2018.0,2,1243210.0,0.0,0.0,1243210.0,1243210.0,1243210.0,1243210.0,1243210.0,1.0,0.0,1243210.0,1243210.0
Cyprus,21-99 All industrial installations (excl. combustion),2019.0,2,1189606.0,0.0,0.0,1189606.0,1189606.0,1189606.0,1189606.0,1189606.0,1.0,0.0,1189606.0,1189606.0
Cyprus,21-99 All industrial installations (excl. combustion),2020.0,2,1291159.0,0.0,0.0,1291159.0,1291159.0,1291159.0,1291159.0,1291159.0,1.0,0.0,1291159.0,1291159.0
Cyprus,21-99 All industrial installations (excl. combustion),2021.0,2,1237308.0,0.0,0.0,1237308.0,1237308.0,1237308.0,1237308.0,1237308.0,1.0,0.0,1237308.0,1237308.0
Cyprus,21-99 All industrial installations (excl. combustion),2022.0,2,1229377.0,0.0,0.0,1229377.0,1229377.0,1229377.0,1229377.0,1229377.0,1.0,0.0,1229377.0,1229377.0
Cyprus,21-99 All industrial installations (excl. combustion),2023.0,2,1293361.0,0.0,0.0,1293361.0,1293361.0,1293361.0,1293361.0,1293361.0,1.0,0.0,1293361.0,1293361.0
Cyprus,29 Production of cement clinker,2015.0,2,1326076.0,0.0,0.0,1326076.0,1326076.0,1326076.0,1326076.0,1326076.0,1.0,0.0,1326076.0,1326076.0
Cyprus,29 Production of cement clinker,2016.0,2,1323548.0,0.0,0.0,1323548.0,1323548.0,1323548.0,1323548.0,1323548.0,1.0,0.0,1323548.0,1323548.0
Cyprus,29 Production of cement clinker,2017.0,2,1352831.0,0.0,0.0,1352831.0,1352831.0,1352831.0,1352831.0,1352831.0,1.0,0.0,1352831.0,1352831.0
Cyprus,29 Production of cement clinker,2018.0,2,1210929.0,0.0,0.0,1210929.0,1210929.0,1210929.0,1210929.0,1210929.0,1.0,0.0,1210929.0,1210929.0
Cyprus,29 Production of cement clinker,2019.0,2,1142452.0,0.0,0.0,1142452.0,1142452.0,1142452.0,1142452.0,1142452.0,1.0,0.0,1142452.0,1142452.0
Cyprus,29 Production of cement clinker,2020.0,2,1249819.0,0.0,0.0,1249819.0,1249819.0,1249819.0,1249819.0,1249819.0,1.0,0.0,1249819.0,1249819.0
Cyprus,29 Production of cement clinker,2021.0,2,1196620.0,0.0,0.0,1196620.0,1196620.0,1196620.0,1196620.0,1196620.0,1.0,0.0,1196620.0,1196620.0
Cyprus,29 Production of cement clinker,2022.0,2,1186720.0,0.0,0.0,1186720.0,1186720.0,1186720.0,1186720.0,1186720.0,1.0,0.0,1186720.0,1186720.0
Cyprus,29 Production of cement clinker,2023.0,2,1249178.0,0.0,0.0,1249178.0,1249178.0,1249178.0,1249178.0,1249178.0,1.0,0.0,1249178.0,1249178.0
Cyprus,32 Manufacture of ceramics,2015.0,2,20247.0,0.0,0.0,20247.0,20247.0,20247.0,20247.0,20247.0,1.0,0.0,20247.0,20247.0
Cyprus,32 Manufacture of ceramics,2016.0,2,25674.0,0.0,0.0,25674.0,25674.0,25674.0,25674.0,25674.0,1.0,0.0,25674.0,25674.0
Cyprus,32 Manufacture of ceramics,2017.0,2,32206.0,0.0,0.0,32206.0,32206.0,32206.0,32206.0,32206.0,1.0,0.0,32206.0,32206.0
Cyprus,32 Manufacture of ceramics,2018.0,2,32281.0,0.0,0.0,32281.0,32281.0,32281.0,32281.0,32281.0,1.0,0.0,32281.0,32281.0
Cyprus,32 Manufacture of ceramics,2019.0,2,47154.0,0.0,0.0,47154.0,47154.0,47154.0,47154.0,47154.0,1.0,0.0,47154.0,47154.0
Cyprus,32 Manufacture of ceramics,2020.0,2,41340.0,0.0,0.0,41340.0,41340.0,41340.0,41340.0,41340.0,1.0,0.0,41340.0,41340.0
Cyprus,32 Manufacture of ceramics,2021.0,2,40688.0,0.0,0.0,40688.0,40688.0,40688.0,40688.0,40688.0,1.0,0.0,40688.0,40688.0
Cyprus,32 Manufacture of ceramics,2022.0,2,42657.0,0.0,0.0,42657.0,42657.0,42657.0,42657.0,42657.0,1.0,0.0,42657.0,42657.0
Cyprus,32 Manufacture of ceramics,2023.0,2,44183.0,0.0,0.0,44183.0,44183.0,44183.0,44183.0,44183.0,1.0,0.0,44183.0,44183.0
Czechia,10 Aviation,2015.0,2,430429.0,0.0,0.0,430429.0,430429.0,430429.0,430429.0,430429.0,1.0,0.0,430429.0,430429.0
Czechia,10 Aviation,2016.0,2,478557.0,0.0,0.0,478557.0,478557.0,478557.0,478557.0,478557.0,1.0,0.0,478557.0,478557.0
Czechia,10 Aviation,2017.0,2,495045.0,0.0,0.0,495045.0,495045.0,495045.0,495045.0,495045.0,1.0,0.0,495045.0,495045.0
Czechia,10 Aviation,2018.0,2,512962.0,0.0,0.0,512962.0,512962.0,512962.0,512962.0,512962.0,1.0,0.0,512962.0,512962.0
Czechia,10 Aviation,2019.0,2,484353.0,0.0,0.0,484353.0,484353.0,484353.0,484353.0,484353.0,1.0,0.0,484353.0,484353.0
Czechia,10 Aviation,2020.0,3,66229.33333333333,46685.622464404274,0.704908536968578,19992.4,49672.0,99138.0,99241.0,99302.8,4.967027470438767,-0.3326421323884683,206.0,99344.0
Czechia,10 Aviation,2021.0,3,109550.66666666667,76890.56317188013,0.7018721611785121,33352.4,82163.0,163514.0,163920.0,164163.6,4.922092563053933,-0.33168620100694146,812.0,164326.0
Czechia,10 Aviation,2022.0,3,174041.33333333334,122327.62434362712,0.702865359628903,52839.4,130531.0,260017.0,260539.5,260853.0,4.936713891527913,-0.33199903981940415,1045.0,261062.0
Czechia,10 Aviation,2023.0,3,175089.33333333334,122885.94078882888,0.7018470997024122,53309.200000000004,131317.0,261330.0,261982.0,262373.2,4.921724580372619,-0.33167830516993213,1304.0,262634.0
Czechia,20 Combustion of fuels,2015.0,2,54587818.0,0.0,0.0,54587818.0,54587818.0,54587818.0,54587818.0,54587818.0,1.0,0.0,54587818.0,54587818.0
Czechia,20 Combustion of fuels,2016.0,2,55100713.0,0.0,0.0,55100713.0,55100713.0,55100713.0,55100713.0,55100713.0,1.0,0.0,55100713.0,55100713.0
Czechia,20 Combustion of fuels,2017.0,2,54732140.0,0.0,0.0,54732140.0,54732140.0,54732140.0,54732140.0,54732140.0,1.0,0.0,54732140.0,54732140.0
Czechia,20 Combustion of fuels,2018.0,2,54058794.0,0.0,0.0,54058794.0,54058794.0,54058794.0,54058794.0,54058794.0,1.0,0.0,54058794.0,54058794.0
Czechia,20 Combustion of fuels,2019.0,2,50135646.0,0.0,0.0,50135646.0,50135646.0,50135646.0,50135646.0,50135646.0,1.0,0.0,50135646.0,50135646.0
Czechia,20 Combustion of fuels,2020.0,2,42777609.0,0.0,0.0,42777609.0,42777609.0,42777609.0,42777609.0,42777609.0,1.0,0.0,42777609.0,42777609.0
Czechia,20 Combustion of fuels,2021.0,2,45239652.0,0.0,0.0,45239652.0,45239652.0,45239652.0,45239652.0,45239652.0,1.0,0.0,45239652.0,45239652.0
Czechia,20 Combustion of fuels,2022.0,2,45641622.0,0.0,0.0,45641622.0,45641622.0,45641622.0,45641622.0,45641622.0,1.0,0.0,45641622.0,45641622.0
Czechia,20 Combustion of fuels,2023.0,2,37277033.0,0.0,0.0,37277033.0,37277033.0,37277033.0,37277033.0,37277033.0,1.0,0.0,37277033.0,37277033.0
Czechia,20-99 All stationary installations,2015.0,2,66648045.0,0.0,0.0,66648045.0,66648045.0,66648045.0,66648045.0,66648045.0,1.0,0.0,66648045.0,66648045.0
Czechia,20-99 All stationary installations,2016.0,2,67530907.0,0.0,0.0,67530907.0,67530907.0,67530907.0,67530907.0,67530907.0,1.0,0.0,67530907.0,67530907.0
Czechia,20-99 All stationary installations,2017.0,2,66975758.0,0.0,0.0,66975758.0,66975758.0,66975758.0,66975758.0,66975758.0,1.0,0.0,66975758.0,66975758.0
Czechia,20-99 All stationary installations,2018.0,2,66913386.0,0.0,0.0,66913386.0,66913386.0,66913386.0,66913386.0,66913386.0,1.0,0.0,66913386.0,66913386.0
Czechia,20-99 All stationary installations,2019.0,2,62519244.0,0.0,0.0,62519244.0,62519244.0,62519244.0,62519244.0,62519244.0,1.0,0.0,62519244.0,62519244.0
Czechia,20-99 All stationary installations,2020.0,2,54675715.0,0.0,0.0,54675715.0,54675715.0,54675715.0,54675715.0,54675715.0,1.0,0.0,54675715.0,54675715.0
Czechia,20-99 All stationary installations,2021.0,2,57871344.0,0.0,0.0,57871344.0,57871344.0,57871344.0,57871344.0,57871344.0,1.0,0.0,57871344.0,57871344.0
Czechia,20-99 All stationary installations,2022.0,2,57044774.0,0.0,0.0,57044774.0,57044774.0,57044774.0,57044774.0,57044774.0,1.0,0.0,57044774.0,57044774.0
Czechia,20-99 All stationary installations,2023.0,2,46671393.0,0.0,0.0,46671393.0,46671393.0,46671393.0,46671393.0,46671393.0,1.0,0.0,46671393.0,46671393.0
Czechia,21  Refining of mineral oil,2015.0,2,925482.0,0.0,0.0,925482.0,925482.0,925482.0,925482.0,925482.0,1.0,0.0,925482.0,925482.0
Czechia,21  Refining of mineral oil,2016.0,2,714284.0,0.0,0.0,714284.0,714284.0,714284.0,714284.0,714284.0,1.0,0.0,714284.0,714284.0
Czechia,21  Refining of mineral oil,2017.0,2,995680.0,0.0,0.0,995680.0,995680.0,995680.0,995680.0,995680.0,1.0,0.0,995680.0,995680.0
Czechia,21  Refining of mineral oil,2018.0,2,922926.0,0.0,0.0,922926.0,922926.0,922926.0,922926.0,922926.0,1.0,0.0,922926.0,922926.0
Czechia,21  Refining of mineral oil,2019.0,2,980700.0,0.0,0.0,980700.0,980700.0,980700.0,980700.0,980700.0,1.0,0.0,980700.0,980700.0
