country,ymabs,sb_rate,comp3_rate,n,cohort,id
EE,24207,0.1188118811881188,0.8118811881188119,202,24210,7
EE,24208,0.05454545454545454,0.8545454545454545,55,24210,7
EE,24209,0.17732558139534885,0.7093023255813954,344,24210,7
EE,24210,0.17098445595854922,0.7409326424870466,193,24210,7
EE,24212,0.1,0.84,400,24210,7
EE,24213,0.2618296529968454,0.5993690851735016,317,24210,7
EE,24214,0.2938388625592417,0.5971563981042654,422,24210,7
EE,24215,0.4550898203592814,0.3473053892215569,167,24210,7
EE,24216,0.13664596273291926,0.7111801242236024,322,24210,7
EE,24217,0.22440944881889763,0.6181102362204725,254,24210,7
EE,24218,0.15666666666666668,0.41,300,24210,7
EE,24219,0.25072886297376096,0.5160349854227405,343,24210,7
EE,24220,0.10802469135802469,0.6635802469135802,324,24210,7
EE,24221,0.064,0.794,500,24210,7
EE,24222,0.3192488262910798,0.5023474178403756,426,24210,7
EE,24223,0.16822429906542055,0.7102803738317757,428,24210,7
EE,24224,0.08917197452229299,0.5414012738853503,314,24210,7
EE,24225,0.2602739726027397,0.6335616438356164,292,24210,7
EE,24226,0.23782234957020057,0.5702005730659025,349,24210,7
EE,24227,0.38924050632911394,0.36075949367088606,316,24210,7
EE,24228,0.2517361111111111,0.5520833333333334,576,24210,7
EE,24229,0.17777777777777778,0.6666666666666666,585,24210,7
EE,24230,0.3502994011976048,0.3562874251497006,334,24210,7
EE,24231,0.2153846153846154,0.5162393162393163,585,24210,7
EE,24232,0.17849686847599164,0.6910229645093946,958,24210,7
EE,24233,0.3223938223938224,0.4826254826254826,518,24210,7
EE,24234,0.20821114369501467,0.6363636363636364,341,24210,7
EE,24235,0.21978021978021978,0.652014652014652,819,24210,7
EE,24236,0.36335403726708076,0.41304347826086957,322,24210,7
EE,24237,0.7894736842105263,0.12280701754385964,57,24210,7
EE,24238,0.31958762886597936,0.4536082474226804,291,24210,7
EE,24240,0.28433268858800775,0.4081237911025145,517,24210,7
EE,24241,0.29328621908127206,0.519434628975265,283,24210,7
EE,24242,0.22668112798264642,0.5683297180043384,922,24210,7
EE,24243,0.314404432132964,0.4390581717451524,722,24210,7
EE,24244,0.2191142191142191,0.578088578088578,429,24210,7
EE,24245,0.2515151515151515,0.5636363636363636,330,24210,7
EE,24246,0.16774193548387098,0.5032258064516129,465,24210,7
EE,24247,0.23937360178970918,0.5503355704697986,447,24210,7
EE,24248,0.13367609254498714,0.7763496143958869,778,24210,7
EE,24249,0.2739273927392739,0.44554455445544555,303,24210,7
EE,24250,0.10381679389312977,0.815267175572519,655,24210,7
EE,24251,0.22465753424657534,0.5041095890410959,365,24210,7
ES,24182,0.3130434782608696,0.5739130434782609,230,24214,8
ES,24183,0.22562893081761007,0.6627358490566038,1272,24214,8
ES,24184,0.23499142367066894,0.6457975986277873,1166,24214,8
ES,24185,0.17777777777777778,0.7209876543209877,1215,24214,8
ES,24186,0.2071846282372598,0.6574770258980785,1197,24214,8
ES,24187,0.27116564417177913,0.5828220858895705,815,24214,8
ES,24188,0.190694626474443,0.6985583224115334,1526,24214,8
ES,24189,0.23009495982468955,0.5850986121256392,1369,24214,8
ES,24190,0.22818791946308725,0.5794183445190156,447,24214,8
ES,24191,0.3154164205552274,0.4630832841110455,1693,24214,8
ES,24192,0.15331664580725907,0.7015018773466833,1598,24214,8
ES,24193,0.21209912536443148,0.6472303206997084,1372,24214,8
ES,24194,0.23268698060941828,0.564173591874423,1083,24214,8
ES,24195,0.1858600583090379,0.6231778425655977,1372,24214,8
ES,24196,0.21368322399250234,0.6597938144329897,1067,24214,8
ES,24197,0.23027522935779818,0.6495412844036698,1090,24214,8
ES,24198,0.23914643119941134,0.6512141280353201,1359,24214,8
ES,24199,0.18946188340807174,0.6782511210762332,892,24214,8
ES,24200,0.18936170212765957,0.6872340425531915,940,24214,8
ES,24201,0.16041848299912817,0.7088055797733217,1147,24214,8
ES,24202,0.2572178477690289,0.6036745406824147,1143,24214,8
ES,24203,0.17738187451587917,0.6831913245546088,1291,24214,8
ES,24204,0.21156263091746963,0.6158357771260997,2387,24214,8
ES,24205,0.20012239902080783,0.6462668298653611,1634,24214,8
ES,24206,0.22651296829971182,0.6357348703170029,1735,24214,8
ES,24207,0.2642706131078224,0.609584214235377,1419,24214,8
ES,24208,0.4979253112033195,0.3651452282157676,241,24214,8
ES,24209,0.2129367327667611,0.6619452313503305,2118,24214,8
ES,24210,0.33247256294383476,0.5016139444803098,1549,24214,8
ES,24211,0.30201342281879195,0.610738255033557,149,24214,8
ES,24212,0.18659165494608532,0.6840131270511017,2133,24214,8
ES,24213,0.21203573107663376,0.6478608368594264,2127,24214,8
ES,24214,0.2383272431993504,0.5574502639058059,2463,24214,8
ES,24215,0.20424978317432785,0.665654813529922,2306,24214,8
ES,24216,0.24002553463134377,0.5994254707947654,3133,24214,8
ES,24217,0.23546099290780143,0.6401891252955083,2115,24214,8
ES,24218,0.2744004461795873,0.5588399330730619,1793,24214,8
ES,24219,0.25081610446137104,0.5995647442872688,1838,24214,8
ES,24220,0.28335759340126154,0.5570111596312469,2061,24214,8
ES,24221,0.30726915520628684,0.5335952848722986,2545,24214,8
ES,24222,0.285831960461285,0.5304777594728172,2428,24214,8
ES,24223,0.24628776241679468,0.525857654889913,1953,24214,8
ES,24224,0.2228310502283105,0.6310502283105023,2190,24214,8
ES,24225,0.22763954270342973,0.612979152656355,2974,24214,8
ES,24226,0.23472168158816661,0.5749318801089919,2569,24214,8
ES,24227,0.2608450704225352,0.5692957746478873,3550,24214,8
ES,24228,0.25655127790359106,0.6004529278550631,3091,24214,8
ES,24229,0.22531194295900178,0.6092691622103387,2805,24214,8
ES,24230,0.29016493585827735,0.5387904703726328,3274,24214,8
ES,24231,0.28035043804755944,0.5832290362953693,3196,24214,8
ES,24232,0.2935185185185185,0.5496913580246914,3240,24214,8
ES,24233,0.2867350108729419,0.5843429636533085,3219,24214,8
ES,24234,0.2668943644791413,0.6230787997072457,4099,24214,8
ES,24235,0.24378698224852072,0.6078895463510848,2535,24214,8
ES,24236,0.24115117433013564,0.5861726761495203,3023,24214,8
ES,24237,0.24354243542435425,0.5719557195571956,271,24214,8
ES,24238,0.2698412698412698,0.569064505234718,2961,24214,8
ES,24239,0.27956989247311825,0.5161290322580645,93,24214,8
ES,24240,0.2666835187057634,0.5543478260869565,3956,24214,8
ES,24241,0.2884552845528455,0.5508943089430894,3075,24214,8
ES,24242,0.26169122357463165,0.6092248558616271,3122,24214,8
ES,24243,0.35661517797179315,0.4654130288784419,1489,24214,8
ES,24244,0.4312977099236641,0.4078516902944384,1834,24214,8
ES,24245,0.2818856958346787,0.585728123990959,3097,24214,8
ES,24246,0.3281945871873929,0.5190133607399794,2919,24214,8
ES,24247,0.2810136157337368,0.5669440242057489,2644,24214,8
ES,24248,0.32311669128508125,0.4963072378138848,2708,24214,8
ES,24249,0.3180570801317234,0.5027442371020856,3644,24214,8
ES,24250,0.3054938956714761,0.5188679245283019,3604,24214,8
ES,24251,0.2901831129196338,0.5615462868769074,3932,24214,8
FI,24182,0.0,0.9827586206896551,58,24195,9
FI,24183,0.11961722488038277,0.7799043062200957,209,24195,9
FI,24184,0.10273972602739725,0.7534246575342466,146,24195,9
FI,24185,0.13636363636363635,0.7727272727272727,264,24195,9
FI,24186,0.21428571428571427,0.6383928571428571,224,24195,9
FI,24187,0.14136125654450263,0.680628272251309,191,24195,9
FI,24188,0.07854984894259819,0.8036253776435045,331,24195,9
FI,24189,0.06698564593301436,0.7942583732057417,209,24195,9
FI,24190,0.125,0.6875,32,24195,9
FI,24191,0.15481171548117154,0.7698744769874477,239,24195,9
FI,24192,0.20454545454545456,0.6298701298701299,308,24195,9
FI,24193,0.052930056710775046,0.8714555765595463,529,24195,9
FI,24194,0.0893854748603352,0.7318435754189944,179,24195,9
FI,24195,0.15,0.7,100,24195,9
FI,24204,0.10139165009940358,0.7813121272365805,503,24195,9
FI,24205,0.14030612244897958,0.7474489795918368,392,24195,9
FI,24206,0.20612244897959184,0.6551020408163265,490,24195,9
FI,24207,0.059961315280464215,0.8317214700193424,517,24195,9
FI,24208,0.01818181818181818,0.9545454545454546,110,24195,9
FI,24209,0.09256198347107437,0.743801652892562,605,24195,9
FI,24210,0.08463949843260188,0.8181818181818182,319,24195,9
FI,24211,0.05263157894736842,0.8245614035087719,57,24195,9
FI,24212,0.16727941176470587,0.6636029411764706,544,24195,9
FI,24213,0.1493212669683258,0.6968325791855203,442,24195,9
FI,24214,0.09850107066381156,0.815845824411135,467,24195,9
FI,24215,0.08216432865731463,0.7354709418837675,499,24195,9
FI,24216,0.11290322580645161,0.7721774193548387,496,24195,9
FI,24217,0.11021069692058347,0.7649918962722853,617,24195,9
FI,24218,0.1504424778761062,0.6666666666666666,339,24195,9
FI,24219,0.13306451612903225,0.7056451612903226,496,24195,9
FI,24220,0.11507293354943274,0.7876823338735819,617,24195,9
FI,24221,0.09632224168126094,0.7320490367775832,571,24195,9
FI,24222,0.17302798982188294,0.6615776081424937,393,24195,9
FI,24223,0.13618677042801555,0.6361867704280155,514,24195,9
FI,24224,0.17151162790697674,0.6308139534883721,344,24195,9
FI,24225,0.1512455516014235,0.701067615658363,562,24195,9
FI,24226,0.23756906077348067,0.5966850828729282,543,24195,9
FI,24227,0.2099009900990099,0.601980198019802,505,24195,9
FI,24228,0.21403508771929824,0.6105263157894737,855,24195,9
FI,24229,0.18525179856115107,0.6312949640287769,556,24195,9
FI,24230,0.2005813953488372,0.6090116279069767,688,24195,9
FI,24231,0.14838709677419354,0.6580645161290323,620,24195,9
FI,24232,0.1164021164021164,0.725925925925926,945,24195,9
FI,24233,0.1323024054982818,0.6821305841924399,582,24195,9
FI,24234,0.05702364394993046,0.8205841446453408,719,24195,9
FI,24235,0.12777777777777777,0.6819444444444445,720,24195,9
FI,24236,0.15742397137745975,0.6386404293381037,559,24195,9
FI,24237,0.027777777777777776,0.8611111111111112,36,24195,9
FI,24238,0.09064327485380116,0.6769005847953217,684,24195,9
FI,24240,0.15128593040847202,0.5990922844175491,661,24195,9
FI,24241,0.1121251629726206,0.7183833116036505,767,24195,9
FI,24242,0.0763888888888889,0.8125,576,24195,9
FI,24243,0.23597359735973597,0.6122112211221122,606,24195,9
FI,24244,0.1769041769041769,0.6584766584766585,407,24195,9
FI,24245,0.16912972085385877,0.6371100164203612,609,24195,9
FI,24246,0.10643015521064302,0.7627494456762749,451,24195,9
FI,24247,0.14795244385733158,0.6829590488771466,757,24195,9
FI,24248,0.17687074829931973,0.6717687074829932,588,24195,9
FI,24249,0.11442786069651742,0.7412935323383084,603,24195,9
FI,24250,0.22150882825040127,0.5778491171749599,623,24195,9
FI,24251,0.10784313725490197,0.7745098039215687,714,24195,9
FR,24182,0.10211267605633803,0.7790492957746479,1136,24194,10
FR,24183,0.14688682490540075,0.717750257997936,5814,24194,10
FR,24184,0.13419618528610355,0.7311534968210718,4404,24194,10
FR,24185,0.1646256123163051,0.658852344296711,5716,24194,10
FR,24186,0.13961286389269928,0.6934918457552203,6561,24194,10
FR,24187,0.14762684124386252,0.6842880523731587,6110,24194,10
FR,24188,0.24123086734693877,0.5715880102040817,6272,24194,10
FR,24189,0.16315362788812324,0.6623429266315363,4934,24194,10
FR,24190,0.2033898305084746,0.6075619295958279,767,24194,10
FR,24191,0.15587745160876812,0.6563261120369184,7801,24194,10
FR,24192,0.15247252747252749,0.6622992392223161,9464,24194,10
FR,24193,0.16358171175446923,0.6294890049042873,6321,24194,10
FR,24194,0.14546757434611252,0.6873880329630957,5582,24194,10
FR,24195,0.16245081506464307,0.6818437324339517,1779,24194,10
FR,24196,0.16050686378035903,0.6705385427666315,947,24194,10
FR,24197,0.19002375296912113,0.6508313539192399,842,24194,10
FR,24198,0.15439599714081487,0.6683345246604717,1399,24194,10
FR,24199,0.1721170395869191,0.6092943201376936,1162,24194,10
FR,24200,0.16801768607221812,0.6713338246131172,1357,24194,10
FR,24201,0.2557603686635945,0.5403225806451613,868,24194,10
FR,24202,0.20989143546441497,0.6055488540410132,829,24194,10
FR,24203,0.19678407350689128,0.6094946401225115,1306,24194,10
FR,24204,0.1573934837092732,0.651843895452918,13965,24194,10
FR,24205,0.15881231272132934,0.6759738490874421,7342,24194,10
FR,24206,0.14901509337426452,0.6797134817088769,7818,24194,10
FR,24207,0.1413422208756249,0.7086805029540979,6601,24194,10
FR,24208,0.13025210084033614,0.6862745098039216,714,24194,10
FR,24209,0.15725545936167465,0.6783822199250549,7739,24194,10
FR,24210,0.14200817135074903,0.6993933391110561,8077,24194,10
FR,24211,0.1443661971830986,0.6426056338028169,568,24194,10
FR,24212,0.1667207792207792,0.650974025974026,6160,24194,10
FR,24213,0.17238458280389665,0.638288860652266,7083,24194,10
FR,24214,0.19228320387113204,0.6125047752451293,7853,24194,10
FR,24215,0.17152757724516315,0.6204639522571951,10389,24194,10
FR,24216,0.15936453658189073,0.645864500961744,14037,24194,10
FR,24217,0.16547261382019876,0.639819736538017,8654,24194,10
FR,24218,0.15711252653927812,0.6729112026976396,8007,24194,10
FR,24219,0.18601913171449597,0.6304635761589404,6795,24194,10
FR,24220,0.20518867924528303,0.607103218645949,7208,24194,10
FR,24221,0.19555667126898457,0.6062507844860048,7967,24194,10
FR,24222,0.17017292653375923,0.6365238462385725,9079,24194,10
FR,24223,0.17954378219278883,0.6331336066435405,9513,24194,10
FR,24224,0.20247874333477447,0.6003746937599078,6939,24194,10
FR,24225,0.2041216879293425,0.5845191364082434,8152,24194,10
FR,24226,0.19098178004980992,0.5933936295713724,7629,24194,10
FR,24227,0.1882190029825309,0.6149339582445675,9388,24194,10
FR,24228,0.1794130724766563,0.6070846302060174,13494,24194,10
FR,24229,0.19357225922401947,0.5904429643725553,9459,24194,10
FR,24230,0.20306289455225626,0.5873275660509703,8554,24194,10
FR,24231,0.1654726952436876,0.6361714621256606,8515,24194,10
FR,24232,0.17781975175391257,0.6292498650836481,7412,24194,10
FR,24233,0.18708189158016147,0.610957324106113,8670,24194,10
FR,24234,0.18360426847511718,0.6119477410990326,10027,24194,10
FR,24235,0.18225963094852704,0.599762598467681,9267,24194,10
FR,24236,0.2136845386533666,0.5877493765586035,6416,24194,10
FR,24237,0.1905564924114671,0.5868465430016864,593,24194,10
FR,24238,0.217644207464857,0.5462918080465342,6189,24194,10
FR,24239,0.15760869565217392,0.6902173913043478,736,24194,10
FR,24240,0.1855694411695355,0.5967932091487856,12723,24194,10
FR,24241,0.19943927615649293,0.5836625461959984,7847,24194,10
FR,24242,0.20267611176702086,0.5865144956054047,7623,24194,10
FR,24243,0.1988816402609506,0.5735321528424977,5365,24194,10
FR,24244,0.18948283355063017,0.5812690134724033,4602,24194,10
FR,24245,0.1863736958583623,0.625671830540626,6326,24194,10
FR,24246,0.18304154690357982,0.6256859158609878,7654,24194,10
FR,24247,0.1953554056174486,0.6317276008159423,6373,24194,10
FR,24248,0.1732196431391126,0.6252960682141165,6333,24194,10
FR,24249,0.1700380228136882,0.6377186311787072,6575,24194,10
FR,24250,0.1806020066889632,0.6152508361204013,7475,24194,10
FR,24251,0.1687136393018746,0.6209252931942008,10829,24194,10
GR,24182,0.6326530612244898,0.14285714285714285,49,24199,11
GR,24183,0.20666666666666667,0.7,450,24199,11
GR,24184,0.25650557620817843,0.5315985130111525,269,24199,11
GR,24185,0.2908366533864542,0.5378486055776892,251,24199,11
GR,24186,0.1896551724137931,0.6637931034482759,348,24199,11
GR,24187,0.3193916349809886,0.5741444866920152,263,24199,11
GR,24188,0.34011627906976744,0.436046511627907,344,24199,11
GR,24189,0.4606741573033708,0.300561797752809,356,24199,11
GR,24190,0.20224719101123595,0.449438202247191,89,24199,11
GR,24191,0.3354978354978355,0.49567099567099565,462,24199,11
GR,24192,0.34513274336283184,0.39823008849557523,226,24199,11
GR,24193,0.3772893772893773,0.42124542124542125,273,24199,11
GR,24194,0.024464831804281346,0.962865880297073,2289,24199,11
GR,24195,0.4075342465753425,0.339041095890411,292,24199,11
GR,24196,0.42857142857142855,0.3057142857142857,350,24199,11
GR,24197,0.4684385382059801,0.3222591362126246,301,24199,11
GR,24198,0.2350230414746544,0.5576036866359447,217,24199,11
GR,24199,0.3624454148471616,0.45414847161572053,229,24199,11
GR,24200,0.302158273381295,0.48201438848920863,417,24199,11
GR,24201,0.5501222493887531,0.13202933985330073,409,24199,11
GR,24202,0.3527397260273973,0.4452054794520548,292,24199,11
GR,24203,0.4069767441860465,0.45348837209302323,258,24199,11
GR,24204,0.19014084507042253,0.6654929577464789,568,24199,11
GR,24205,0.18996415770609318,0.5698924731182796,279,24199,11
GR,24206,0.3082706766917293,0.5964912280701754,399,24199,11
GR,24207,0.308,0.524,250,24199,11
GR,24209,0.39823008849557523,0.26991150442477874,226,24199,11
GR,24210,0.2459016393442623,0.43278688524590164,610,24199,11
GR,24211,0.9787234042553191,0.02127659574468085,47,24199,11
GR,24212,0.2514450867052023,0.5838150289017341,346,24199,11
GR,24213,0.2903225806451613,0.5304659498207885,558,24199,11
GR,24214,0.4613778705636743,0.3945720250521921,479,24199,11
GR,24215,0.248,0.5173333333333333,375,24199,11
GR,24216,0.3251833740831296,0.3643031784841076,818,24199,11
GR,24217,0.36239782016348776,0.4250681198910082,367,24199,11
GR,24218,0.34278959810874704,0.491725768321513,423,24199,11
GR,24219,0.49074074074074076,0.3425925925925926,216,24199,11
GR,24220,0.3961352657004831,0.47342995169082125,414,24199,11
GR,24221,0.24242424242424243,0.551948051948052,462,24199,11
GR,24222,0.32741116751269034,0.48984771573604063,394,24199,11
GR,24223,0.31044776119402984,0.4746268656716418,670,24199,11
GR,24224,0.4297082228116711,0.38992042440318303,377,24199,11
GR,24225,0.32225063938618925,0.5063938618925832,1173,24199,11
GR,24226,0.33672172808132145,0.3468869123252859,787,24199,11
GR,24227,0.4,0.39019607843137255,510,24199,11
GR,24228,0.3807740324594257,0.50187265917603,801,24199,11
GR,24229,0.6008629989212514,0.26537216828478966,927,24199,11
GR,24230,0.36268656716417913,0.4582089552238806,670,24199,11
GR,24231,0.30514705882352944,0.5625,544,24199,11
GR,24232,0.24454976303317535,0.5014218009478673,1055,24199,11
GR,24233,0.5402097902097902,0.3146853146853147,572,24199,11
GR,24234,0.37080536912751677,0.5285234899328859,596,24199,11
GR,24235,0.4669260700389105,0.3093385214007782,514,24199,11
GR,24236,0.3333333333333333,0.5283018867924528,636,24199,11
GR,24237,0.5555555555555556,0.28888888888888886,45,24199,11
GR,24238,0.45565217391304347,0.38608695652173913,575,24199,11
GR,24239,0.6699029126213593,0.06796116504854369,103,24199,11
GR,24240,0.38427299703264095,0.42136498516320475,674,24199,11
GR,24241,0.4055636896046852,0.47584187408491946,683,24199,11
GR,24242,0.3709677419354839,0.3709677419354839,434,24199,11
GR,24243,0.35294117647058826,0.5361344537815126,595,24199,11
GR,24244,0.30165912518853694,0.5444947209653092,663,24199,11
GR,24245,0.21220930232558138,0.6758720930232558,688,24199,11
GR,24246,0.3260115606936416,0.4913294797687861,865,24199,11
GR,24247,0.32064128256513025,0.3246492985971944,499,24199,11
GR,24248,0.400679117147708,0.4312393887945671,589,24199,11
GR,24249,0.3887733887733888,0.46153846153846156,481,24199,11
GR,24250,0.3861066235864297,0.44264943457189015,619,24199,11
GR,24251,0.4238733252131547,0.2740560292326431,821,24199,11
HR,24182,0.46511627906976744,0.4186046511627907,43,24197,12
HR,24183,0.38929440389294406,0.44768856447688565,411,24197,12
HR,24184,0.30791229742612014,0.47664442326024786,1049,24197,12
HR,24185,0.2769485903814262,0.5903814262023217,603,24197,12
HR,24186,0.3795572916666667,0.4251302083333333,1536,24197,12
HR,24187,0.4107883817427386,0.4066390041493776,241,24197,12
HR,24188,0.36891679748822603,0.3642072213500785,637,24197,12
HR,24189,0.3838383838383838,0.40606060606060607,495,24197,12
HR,24191,0.39152542372881355,0.3943502824858757,1770,24197,12
HR,24192,0.4620355411954766,0.3247172859450727,619,24197,12
HR,24193,0.42757417102966844,0.4013961605584642,573,24197,12
HR,24194,0.3207236842105263,0.4309210526315789,608,24197,12
HR,24195,0.4620938628158845,0.37545126353790614,277,24197,12
HR,24196,0.3133514986376022,0.44686648501362397,367,24197,12
HR,24197,0.5121457489878543,0.33805668016194335,494,24197,12
HR,24198,0.39823008849557523,0.4218289085545723,339,24197,12
HR,24199,0.36774193548387096,0.42258064516129035,620,24197,12
HR,24200,0.3254493850520341,0.48722800378429515,1057,24197,12
HR,24201,0.451847365233192,0.3022410660205936,1651,24197,12
HR,24202,0.27239884393063585,0.5534682080924855,1384,24197,12
HR,24203,0.43850806451612906,0.4102822580645161,992,24197,12
HR,24204,0.37656903765690375,0.42782426778242677,956,24197,12
HR,24205,0.395748987854251,0.39878542510121456,988,24197,12
HR,24206,0.46583481877599525,0.30718954248366015,1683,24197,12
HR,24207,0.41215323645970936,0.4346103038309115,757,24197,12
HR,24208,0.37254901960784315,0.4117647058823529,204,24197,12
HR,24209,0.41705607476635514,0.3685747663551402,1712,24197,12
HR,24210,0.41409691629955947,0.3458149779735683,454,24197,12
HR,24211,0.12149532710280374,0.6822429906542056,107,24197,12
HR,24212,0.40447154471544716,0.3231707317073171,492,24197,12
HR,24213,0.31861804222648754,0.3761996161228407,521,24197,12
HR,24214,0.3036053130929791,0.3766603415559772,1054,24197,12
HR,24215,0.4005167958656331,0.3863049095607235,774,24197,12
HR,24216,0.25578406169665807,0.4961439588688946,778,24197,12
HR,24217,0.2276923076923077,0.42153846153846153,325,24197,12
HR,24218,0.38425925925925924,0.30092592592592593,432,24197,12
HR,24219,0.2083897158322057,0.4709066305818674,739,24197,12
HR,24220,0.22178217821782178,0.3920792079207921,505,24197,12
HR,24221,0.2971698113207547,0.3584905660377358,424,24197,12
HR,24222,0.27599486521181,0.5417201540436457,779,24197,12
HR,24223,0.41811175337186895,0.4026974951830443,519,24197,12
HR,24224,0.24039829302987198,0.4992887624466572,703,24197,12
HR,24225,0.31839258114374036,0.3910355486862442,647,24197,12
HR,24226,0.23123123123123124,0.4519519519519519,666,24197,12
HR,24227,0.24587706146926536,0.46926536731634183,667,24197,12
HR,24228,0.181073703366697,0.5040946314831665,1099,24197,12
HR,24229,0.2078720787207872,0.4317343173431734,813,24197,12
HR,24230,0.2204515272244356,0.4249667994687915,753,24197,12
HR,24231,0.1752021563342318,0.37601078167115903,742,24197,12
HR,24232,0.15562913907284767,0.4326710816777042,906,24197,12
HR,24233,0.18620689655172415,0.41839080459770117,435,24197,12
HR,24234,0.26047904191616766,0.3967065868263473,668,24197,12
HR,24235,0.13947696139476962,0.44333748443337484,803,24197,12
HR,24236,0.18040621266427717,0.43010752688172044,837,24197,12
HR,24237,0.18840579710144928,0.5507246376811594,138,24197,12
HR,24238,0.29765395894428154,0.3284457478005865,682,24197,12
HR,24239,0.13142857142857142,0.5828571428571429,175,24197,12
HR,24240,0.21728395061728395,0.4148148148148148,810,24197,12
HR,24241,0.3168831168831169,0.33246753246753247,770,24197,12
HR,24242,0.26619433198380565,0.35121457489878544,988,24197,12
HR,24243,0.34864864864864864,0.3,370,24197,12
HR,24244,0.14245014245014245,0.5498575498575499,1053,24197,12
HR,24245,0.3164179104477612,0.35074626865671643,670,24197,12
HR,24246,0.3464696223316913,0.2824302134646962,609,24197,12
HR,24247,0.37573385518590996,0.29354207436399216,511,24197,12
HR,24248,0.23870220162224798,0.4646581691772885,863,24197,12
HR,24249,0.21799746514575413,0.3523447401774398,789,24197,12
HR,24250,0.17712691771269176,0.44490934449093444,717,24197,12
HR,24251,0.2907488986784141,0.3766519823788546,454,24197,12
HU,24182,0.3220338983050847,0.4406779661016949,59,24189,13
HU,24183,0.30133333333333334,0.49333333333333335,375,24189,13
HU,24184,0.272875816993464,0.6127450980392157,612,24189,13
HU,24185,0.3991769547325103,0.4053497942386831,486,24189,13
HU,24186,0.275092936802974,0.5130111524163569,538,24189,13
HU,24187,0.5077399380804953,0.29102167182662536,646,24189,13
HU,24188,0.39072847682119205,0.41280353200883,453,24189,13
HU,24189,0.35157894736842105,0.4589473684210526,475,24189,13
HU,24190,0.24444444444444444,0.5333333333333333,135,24189,13
HU,24191,0.35823170731707316,0.4923780487804878,656,24189,13
HU,24192,0.27634660421545665,0.5245901639344263,854,24189,13
HU,24193,0.45579567779960706,0.35363457760314343,1018,24189,13
HU,24194,0.24477611940298508,0.49850746268656715,335,24189,13
HU,24195,0.34226190476190477,0.4880952380952381,336,24189,13
HU,24196,0.3472222222222222,0.3888888888888889,72,24189,13
HU,24204,0.29411764705882354,0.4485294117647059,680,24189,13
HU,24205,0.29545454545454547,0.4090909090909091,440,24189,13
HU,24206,0.45436507936507936,0.34523809523809523,504,24189,13
HU,24207,0.37254901960784315,0.43529411764705883,255,24189,13
HU,24208,0.2261904761904762,0.5119047619047619,168,24189,13
HU,24209,0.40492957746478875,0.36795774647887325,568,24189,13
HU,24210,0.4188679245283019,0.3849056603773585,530,24189,13
HU,24212,0.3055555555555556,0.4623015873015873,504,24189,13
HU,24213,0.23950381679389313,0.6202290076335878,1048,24189,13
HU,24214,0.44221105527638194,0.3442211055276382,398,24189,13
HU,24215,0.38953488372093026,0.375968992248062,516,24189,13
HU,24216,0.39190523198420535,0.40868706811451133,1013,24189,13
HU,24217,0.4506769825918762,0.3230174081237911,517,24189,13
HU,24218,0.5316027088036117,0.2516930022573363,886,24189,13
HU,24219,0.29,0.542,1000,24189,13
HU,24220,0.3037974683544304,0.44585091420534456,711,24189,13
HU,24221,0.34191176470588236,0.39338235294117646,816,24189,13
HU,24222,0.436183395291202,0.35811648079306074,807,24189,13
HU,24223,0.36884306987399773,0.3951890034364261,873,24189,13
HU,24224,0.4171686746987952,0.3870481927710843,664,24189,13
HU,24225,0.3844049247606019,0.43502051983584133,731,24189,13
HU,24226,0.45161290322580644,0.2969639468690702,1054,24189,13
HU,24227,0.2676056338028169,0.48169014084507045,710,24189,13
HU,24228,0.43700787401574803,0.3543307086614173,762,24189,13
HU,24229,0.41237113402061853,0.35738831615120276,582,24189,13
HU,24230,0.37445887445887444,0.34415584415584416,462,24189,13
HU,24231,0.4155844155844156,0.38181818181818183,770,24189,13
HU,24232,0.37483085250338294,0.41136671177266576,739,24189,13
HU,24233,0.45225225225225224,0.32432432432432434,555,24189,13
HU,24234,0.4012237762237762,0.42132867132867136,1144,24189,13
HU,24235,0.39264990328820115,0.3481624758220503,517,24189,13
HU,24236,0.36379928315412186,0.31362007168458783,558,24189,13
HU,24237,0.4594594594594595,0.40540540540540543,37,24189,13
HU,24238,0.5139751552795031,0.2950310559006211,644,24189,13
HU,24239,0.6176470588235294,0.20588235294117646,34,24189,13
HU,24240,0.4140077821011673,0.3673151750972763,1285,24189,13
HU,24241,0.47496206373292865,0.3216995447647951,659,24189,13
HU,24242,0.4152046783625731,0.2953216374269006,684,24189,13
HU,24243,0.49122807017543857,0.3256578947368421,912,24189,13
HU,24244,0.4920886075949367,0.28164556962025317,632,24189,13
HU,24245,0.4,0.4012738853503185,785,24189,13
HU,24246,0.43912337662337664,0.40584415584415584,1232,24189,13
HU,24247,0.4411214953271028,0.35887850467289717,535,24189,13
HU,24248,0.3421875,0.403125,640,24189,13
HU,24249,0.3814919735599622,0.48725212464589235,1059,24189,13
HU,24250,0.30183727034120733,0.4816272965879265,762,24189,13
HU,24251,0.3003412969283277,0.40955631399317405,879,24189,13
IE,24183,0.22935779816513763,0.7064220183486238,218,24195,14
IE,24184,0.020833333333333332,0.8958333333333334,144,24195,14
IE,24185,0.045454545454545456,0.8896103896103896,154,24195,14
IE,24186,0.02857142857142857,0.8714285714285714,140,24195,14
IE,24187,0.02830188679245283,0.8113207547169812,106,24195,14
IE,24188,0.0457516339869281,0.8758169934640523,153,24195,14
IE,24189,0.0829145728643216,0.8090452261306532,398,24195,14
