country,ymabs,sb_rate,comp3_rate,n,cohort,id
BG,24190,0.2032520325203252,0.6829268292682927,123,24201,3
BG,24191,0.307103825136612,0.571584699453552,915,24201,3
BG,24192,0.2485207100591716,0.6082840236686391,845,24201,3
BG,24193,0.23883495145631067,0.6038834951456311,1030,24201,3
BG,24194,0.22598870056497175,0.632768361581921,708,24201,3
BG,24195,0.22580645161290322,0.6384408602150538,744,24201,3
BG,24196,0.22779043280182232,0.6457858769931663,878,24201,3
BG,24197,0.15565509518477044,0.7278835386338186,893,24201,3
BG,24198,0.32397660818713453,0.5380116959064327,855,24201,3
BG,24199,0.23423423423423423,0.6186186186186187,999,24201,3
BG,24200,0.17045454545454544,0.6960227272727273,704,24201,3
BG,24201,0.17750439367311072,0.6467486818980668,569,24201,3
BG,24202,0.18288590604026847,0.6929530201342282,596,24201,3
BG,24203,0.31699346405228757,0.5065359477124183,306,24201,3
BG,24204,0.379047619047619,0.47523809523809524,1050,24201,3
BG,24205,0.31567328918322296,0.5750551876379691,906,24201,3
BG,24206,0.3023952095808383,0.5479041916167665,1002,24201,3
BG,24207,0.3064516129032258,0.5391705069124424,868,24201,3
BG,24208,0.18181818181818182,0.5974025974025974,77,24201,3
BG,24209,0.37991967871485943,0.47630522088353416,1245,24201,3
BG,24210,0.2883959044368601,0.5469283276450512,1172,24201,3
BG,24211,0.35,0.5214285714285715,140,24201,3
BG,24212,0.2897125567322239,0.5741301059001512,1322,24201,3
BG,24213,0.31014304291287387,0.5442132639791938,1538,24201,3
BG,24214,0.3443396226415094,0.5165094339622641,1272,24201,3
BG,24215,0.34103585657370517,0.4940239043824701,1255,24201,3
BG,24216,0.3556782334384858,0.500788643533123,1268,24201,3
BG,24217,0.37273593898951385,0.4613918017159199,1049,24201,3
BG,24218,0.2719869706840391,0.5952768729641694,1228,24201,3
BG,24219,0.26433430515063167,0.5743440233236151,1029,24201,3
BG,24220,0.3081032947462155,0.5467497773820125,1123,24201,3
BG,24221,0.2966751918158568,0.5490196078431373,1173,24201,3
BG,24222,0.2701492537313433,0.6044776119402985,1340,24201,3
BG,24223,0.32315112540192925,0.5458199356913184,1244,24201,3
BG,24224,0.3822525597269625,0.46757679180887374,1172,24201,3
BG,24225,0.34733542319749217,0.4952978056426332,1595,24201,3
