country_code,country,main activity sector name,ETS information,year,value,unit
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2006,814246,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2014,2294763,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2015,2472076,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2007,772739,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2008,2796791,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2010,2690451,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2017,2548838,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4.1 Surrendered EU allowances (EUAs and EUAAs),2011,2250183,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4.3 Surrendered emission reduction units (ERUs),2011,7502,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4.3 Surrendered emission reduction units (ERUs),2012,299757,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,2011,131841,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,2012,131841,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,2. Verified emissions,2005,134187,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,2. Verified emissions,2013,593333,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2018,0,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2. Verified emissions,2006,72250,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2. Verified emissions,2014,1553244,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2. Verified emissions,2015,1639258,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2.1 EU-ETS Verified Emission,2008,70354,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2.1 EU-ETS Verified Emission,2010,74737,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2.1 EU-ETS Verified Emission,2017,1779429,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,2.1 EU-ETS Verified Emission,2018,1364718,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4. Total surrendered units,2006,72250,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4. Total surrendered units,2009,72707,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4. Total surrendered units,2016,1566196,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4. Total surrendered units,2020,1646611,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,70354,tonne of CO2 equ.
GB,United Kingdom (excl. NI),41 Production of ammonia,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,74737,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,1.1 Freely allocated allowances,2006,1002571,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,1.1 Freely allocated allowances,2016,2141119,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,1.1 Freely allocated allowances,2020,1877604,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2009,3464179,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,1889461,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,2.1 EU-ETS Verified Emission,2019,2199490,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2011,2658953,tonne of CO2 equ.
GB,United Kingdom (excl. NI),42 Production of bulk chemicals,4. Total surrendered units,2012,2435341,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,1.1 Freely allocated allowances,2019,551186,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,4. Total surrendered units,2007,109374,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,4. Total surrendered units,2008,115910,tonne of CO2 equ.
GB,United Kingdom (excl. NI),43 Production of hydrogen and synthesis gas,4.3 Surrendered emission reduction units (ERUs),2012,42000,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4. Total surrendered units,2009,44132,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2008,45650,tonne of CO2 equ.
RO,Romania,99 Other activity opted-in under Art. 24,4.1 Surrendered EU allowances (EUAs and EUAAs),2010,22664,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1 Freely allocated allowances,2013,187378,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1 Freely allocated allowances,2017,174140,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1 Freely allocated allowances,2018,170745,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1 Freely allocated allowances,2021,183147,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1 Freely allocated allowances,2022,183147,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2013,0,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2014,0,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2015,0,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2. Verified emissions,2017,254477,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2. Verified emissions,2018,258087,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2.1 EU-ETS Verified Emission,2017,254477,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2.1 EU-ETS Verified Emission,2018,258087,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2.1 EU-ETS Verified Emission,2021,227326,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,2.1 EU-ETS Verified Emission,2022,217349,tonne of CO2 equ.
SE,Sweden,26 Production of primary aluminium,4.1 Surrendered EU allowances (EUAs and EUAAs),2020,245204,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2019,188130,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2023,132143,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.1 Free allocation to existing entities (Art. 10a(1)),2024,132143,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2023,0,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2016,0,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,1.1.3 Free allocation for modernisation of electricity generation (Art. 10c),2020,0,tonne of CO2 equ.
SE,Sweden,28 Production or processing of non-ferrous metals,2. Verified emissions,2020,154696,tonne of CO2 equ.
SE,Sweden,29 Production of cement clinker,1.1 Freely allocated allowances,2005,2204771,tonne of CO2 equ.
SE,Sweden,29 Production of cement clinker,1.1 Freely allocated allowances,2013,1844405,tonne of CO2 equ.
SE,Sweden,29 Production of cement clinker,1.1 Freely allocated allowances,2014,1812178,tonne of CO2 equ.
SE,Sweden,29 Production of cement clinker,1.1 Freely allocated allowances,2018,1679795,tonne of CO2 equ.
SE,Sweden,29 Production of cement clinker,1.1 Freely allocated allowances,2022,1810627,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,1.1 Freely allocated allowances,2020,15299,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2016,0,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,1.1.1 Free allocation to existing entities (Art. 10a(1)),2021,8424,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2016,17069,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,1.1.2 Free allocation from the new entrants reserve (Art. 10a(7)),2020,15299,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2015,176,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2017,22771,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2018,25050,tonne of CO2 equ.
RO,Romania,34 Production or processing of gypsum or plasterboard,2.1 EU-ETS Verified Emission,2021,26506,tonne of CO2 equ.
IS,Iceland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2017,360819,tonne of CO2 equ.
MT,Malta,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
SK,Slovakia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,21565,tonne of CO2 equ.
SK,Slovakia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2007,0,tonne of CO2 equ.
CZ,Czechia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2018,432779,tonne of CO2 equ.
IE,Ireland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2010,0,tonne of CO2 equ.
LI,Liechtenstein,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,0,tonne of CO2 equ.
LU,Luxembourg,10 Aviation,1. Total allocated allowances (EUA or EUAA),2017,93752,tonne of CO2 equ.
NO,Norway,10 Aviation,1. Total allocated allowances (EUA or EUAA),2011,0,tonne of CO2 equ.
DE,Germany,10 Aviation,1. Total allocated allowances (EUA or EUAA),2011,0,tonne of CO2 equ.
GR,Greece,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,856142,tonne of CO2 equ.
HU,Hungary,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,631089,tonne of CO2 equ.
NO,Norway,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
IT,Italy,10 Aviation,1. Total allocated allowances (EUA or EUAA),2023,1901482,tonne of CO2 equ.
LT,Lithuania,10 Aviation,1. Total allocated allowances (EUA or EUAA),2012,55953,tonne of CO2 equ.
SK,Slovakia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
AT,Austria,10 Aviation,1. Total allocated allowances (EUA or EUAA),2018,671991,tonne of CO2 equ.
IE,Ireland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2015,5621985,tonne of CO2 equ.
IS,Iceland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2005,0,tonne of CO2 equ.
GR,Greece,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
LI,Liechtenstein,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,0,tonne of CO2 equ.
EE,Estonia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
ES,Spain,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,4021700,tonne of CO2 equ.
LV,Latvia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,211913,tonne of CO2 equ.
IE,Ireland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,4038021,tonne of CO2 equ.
MT,Malta,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,205624,tonne of CO2 equ.
IT,Italy,10 Aviation,1. Total allocated allowances (EUA or EUAA),2016,3386860,tonne of CO2 equ.
LI,Liechtenstein,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
CY,Cyprus,10 Aviation,1. Total allocated allowances (EUA or EUAA),2013,250551,tonne of CO2 equ.
EE,Estonia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,39804,tonne of CO2 equ.
IT,Italy,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
MT,Malta,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,193902,tonne of CO2 equ.
IT,Italy,10 Aviation,1. Total allocated allowances (EUA or EUAA),2011,0,tonne of CO2 equ.
FI,Finland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,553884,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2020,6500,tonne of CO2 equ.
DK,Denmark,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,395852,tonne of CO2 equ.
EE,Estonia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2016,8000,tonne of CO2 equ.
ES,Spain,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
BG,Bulgaria,10 Aviation,1. Total allocated allowances (EUA or EUAA),2021,138554,tonne of CO2 equ.
CZ,Czechia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,452280,tonne of CO2 equ.
SI,Slovenia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2008,0,tonne of CO2 equ.
PL,Poland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2023,444547,tonne of CO2 equ.
HR,Croatia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2020,119506,tonne of CO2 equ.
HU,Hungary,10 Aviation,1. Total allocated allowances (EUA or EUAA),2005,0,tonne of CO2 equ.
FI,Finland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2021,566809,tonne of CO2 equ.
IS,Iceland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2022,215515,tonne of CO2 equ.
NL,Netherlands,10 Aviation,1. Total allocated allowances (EUA or EUAA),2023,1410241,tonne of CO2 equ.
PT,Portugal,10 Aviation,1. Total allocated allowances (EUA or EUAA),2017,622317,tonne of CO2 equ.
CZ,Czechia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2016,436780,tonne of CO2 equ.
HU,Hungary,10 Aviation,1. Total allocated allowances (EUA or EUAA),2012,1085442.4374439912,tonne of CO2 equ.
LU,Luxembourg,10 Aviation,1. Total allocated allowances (EUA or EUAA),2019,95252,tonne of CO2 equ.
BE,Belgium,10 Aviation,1. Total allocated allowances (EUA or EUAA),2008,0,tonne of CO2 equ.
DE,Germany,10 Aviation,1. Total allocated allowances (EUA or EUAA),2014,5190451,tonne of CO2 equ.
DK,Denmark,10 Aviation,1. Total allocated allowances (EUA or EUAA),2015,754686,tonne of CO2 equ.
FI,Finland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2010,0,tonne of CO2 equ.
DK,Denmark,10 Aviation,1. Total allocated allowances (EUA or EUAA),2010,0,tonne of CO2 equ.
RO,Romania,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
CZ,Czechia,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
GR,Greece,10 Aviation,1. Total allocated allowances (EUA or EUAA),2016,866842,tonne of CO2 equ.
LU,Luxembourg,10 Aviation,1. Total allocated allowances (EUA or EUAA),2009,0,tonne of CO2 equ.
FI,Finland,10 Aviation,1. Total allocated allowances (EUA or EUAA),2015,795548,tonne of CO2 equ.
PT,Portugal,10 Aviation,1. Total allocated allowances (EUA or EUAA),2007,0,tonne of CO2 equ.
AT,Austria,10 Aviation,1. Total allocated allowances (EUA or EUAA),2006,0,tonne of CO2 equ.
