country,nace,year,ghg_tht,gva_meur,intensity_kg_eur
IT,H53,2016,72.74451,3517.4,0.020681
IT,H53,2017,72.09018,3548.3,0.020317
IT,H53,2018,85.26013,3114.5,0.027375
IT,H53,2019,78.60372,3020.8,0.026021
IT,H53,2020,65.84309,2850.9,0.023096
IT,H53,2021,78.14152,3225.1,0.024229
IT,H53,2022,69.59317,3085.8,0.022553
IT,H53,2023,67.51197,2965.9,0.022763
IT,I,2012,2312.43485,54511.7,0.042421
IT,I,2013,2454.8561,52858.4,0.046442
IT,I,2014,1880.94401,54209.6,0.034698
IT,I,2015,1989.52724,54909.0,0.036233
IT,I,2016,1783.08461,57686.6,0.030910
IT,I,2017,1814.44064,61029.6,0.029731
IT,I,2018,2214.97419,63597.4,0.034828
IT,I,2019,2025.08598,64202.7,0.031542
IT,I,2020,1573.80404,38700.9,0.040666
IT,I,2021,1872.57552,49920.3,0.037511
IT,I,2022,1697.73887,65703.6,0.025839
IT,I,2023,1619.14036,76857.6,0.021067
IT,J,2012,341.86322,56877.2,0.006011
IT,J,2013,353.98368,53245.6,0.006648
IT,J,2014,297.56001,52022.4,0.005720
IT,J,2015,286.23397,52958.7,0.005405
IT,J,2016,277.23346,56314.3,0.004923
IT,J,2017,273.29053,57863.4,0.004723
IT,J,2018,306.99234,57941.3,0.005298
IT,J,2019,294.94529,58041.7,0.005082
IT,J,2020,258.74419,56724.9,0.004561
IT,J,2021,295.48533,61689.1,0.004790
IT,J,2022,280.77074,61935.0,0.004533
IT,J,2023,271.38122,65173.9,0.004164
IT,J58,2012,27.52361,3293.8,0.008356
IT,J58,2013,28.47869,3060.3,0.009306
IT,J58,2014,21.73413,3044.5,0.007139
IT,J58,2015,21.64773,2841.6,0.007618
IT,J58,2016,19.78342,3037.1,0.006514
IT,J58,2017,19.80514,3089.4,0.006411
IT,J58,2018,23.27146,3088.9,0.007534
IT,J58,2019,21.35497,2964.8,0.007203
IT,J58,2020,17.79377,2892.7,0.006151
IT,J58,2021,20.03345,3065.5,0.006535
IT,J58,2022,18.6291,3039.7,0.006129
IT,J58,2023,17.55842,3057.9,0.005742
IT,J59_J60,2012,36.20606,6174.4,0.005864
IT,J59_J60,2013,37.86561,5825.4,0.006500
IT,J59_J60,2014,30.5912,5384.5,0.005681
IT,J59_J60,2015,30.82171,5729.9,0.005379
IT,J59_J60,2016,28.8885,6323.0,0.004569
IT,J59_J60,2017,27.75032,6262.8,0.004431
IT,J59_J60,2018,31.69219,6287.6,0.005040
IT,J59_J60,2019,30.48315,5909.2,0.005159
IT,J59_J60,2020,26.30119,5679.6,0.004631
IT,J59_J60,2021,31.25147,6431.2,0.004859
IT,J59_J60,2022,30.35008,6359.5,0.004772
IT,J59_J60,2023,29.2191,7042.6,0.004149
IT,J61,2012,29.16817,22696.0,0.001285
IT,J61,2013,31.00458,19500.7,0.001590
IT,J61,2014,27.87632,18074.4,0.001542
IT,J61,2015,26.8973,17861.5,0.001506
IT,J61,2016,27.48728,18831.2,0.001460
IT,J61,2017,26.92351,18728.9,0.001438
IT,J61,2018,29.59601,17813.5,0.001661
IT,J61,2019,28.7085,18587.3,0.001545
IT,J61,2020,26.18819,17811.5,0.001470
IT,J61,2021,29.91074,16675.5,0.001794
IT,J61,2022,29.42122,15521.7,0.001895
IT,J61,2023,28.91209,15513.4,0.001864
IT,J62_J63,2012,248.96538,24713.0,0.010074
IT,J62_J63,2013,256.63481,24859.2,0.010324
IT,J62_J63,2014,217.35836,25519.1,0.008517
IT,J62_J63,2015,206.86722,26525.7,0.007799
IT,J62_J63,2016,201.07427,28123.0,0.007150
IT,J62_J63,2017,198.81156,29782.4,0.006675
IT,J62_J63,2018,222.43269,30751.3,0.007233
IT,J62_J63,2019,214.39866,30580.5,0.007011
IT,J62_J63,2020,188.46104,30341.2,0.006211
IT,J62_J63,2021,214.28968,35516.9,0.006033
IT,J62_J63,2022,202.37035,37014.1,0.005467
IT,J62_J63,2023,195.69161,39560.0,0.004947
IT,K,2012,529.74732,78822.6,0.006721
IT,K,2013,583.20258,81920.5,0.007119
IT,K,2014,462.86909,86065.9,0.005378
IT,K,2015,559.08163,84786.8,0.006594
IT,K,2016,556.20862,82387.9,0.006751
IT,K,2017,560.69963,79614.3,0.007043
IT,K,2018,592.99177,79794.1,0.007432
IT,K,2019,619.09181,80226.6,0.007717
IT,K,2020,516.61855,81527.0,0.006337
IT,K,2021,631.60949,77623.5,0.008137
IT,K,2022,546.22217,90113.7,0.006061
IT,K,2023,495.597,102647.4,0.004828
IT,K64,2012,233.23761,54598.9,0.004272
IT,K64,2013,256.9586,56116.5,0.004579
IT,K64,2014,178.64726,59688.6,0.002993
IT,K64,2015,283.10473,57597.9,0.004915
IT,K64,2016,282.75364,54098.1,0.005227
IT,K64,2017,300.34803,51380.9,0.005846
IT,K64,2018,321.47024,48882.0,0.006576
IT,K64,2019,352.4817,49544.1,0.007115
IT,K64,2020,283.03814,47142.2,0.006004
IT,K64,2021,354.37525,48443.3,0.007315
IT,K64,2022,282.13693,53644.5,0.005259
IT,K64,2023,247.09509,73433.4,0.003365
IT,K65,2012,9.05833,8478.0,0.001068
IT,K65,2013,9.43174,9037.8,0.001044
IT,K65,2014,7.55946,9327.6,0.000810
IT,K65,2015,7.92688,10248.4,0.000773
IT,K65,2016,7.16908,11192.5,0.000641
IT,K65,2017,7.08447,10632.1,0.000666
IT,K65,2018,8.43223,12526.1,0.000673
IT,K65,2019,7.73574,11176.3,0.000692
IT,K65,2020,6.81383,14948.1,0.000456
IT,K65,2021,7.2309,11957.8,0.000605
IT,K65,2022,6.4126,18713.4,0.000343
IT,K65,2023,6.09266,10316.8,0.000591
IT,K66,2012,287.45138,15745.8,0.018256
IT,K66,2013,316.81223,16766.1,0.018896
IT,K66,2014,276.66237,17049.7,0.016227
IT,K66,2015,268.05001,16940.5,0.015823
IT,K66,2016,266.2859,17097.3,0.015575
IT,K66,2017,253.26714,17601.3,0.014389
IT,K66,2018,263.0893,18386.0,0.014309
IT,K66,2019,258.87436,19506.2,0.013271
IT,K66,2020,226.76657,19436.7,0.011667
IT,K66,2021,270.00334,17222.4,0.015677
IT,K66,2022,257.67264,17755.8,0.014512
IT,K66,2023,242.40925,18897.1,0.012828
IT,L,2012,509.88003,197811.6,0.002578
IT,L,2013,570.67491,198264.7,0.002878
IT,L,2014,459.57306,200289.3,0.002295
IT,L,2015,441.27595,206460.2,0.002137
IT,L,2016,416.0151,208539.9,0.001995
IT,L,2017,408.71737,210847.0,0.001938
IT,L,2018,457.05571,213400.2,0.002142
IT,L,2019,430.6439,217796.8,0.001977
IT,L,2020,319.88647,213196.5,0.001500
IT,L,2021,395.28153,216931.9,0.001822
IT,L,2022,367.36849,226687.8,0.001621
IT,L,2023,348.89151,240664.4,0.001450
IT,L68A,2012,22.2849,133990.0,0.000166
IT,L68A,2013,25.71273,136829.3,0.000188
IT,L68A,2014,18.70902,137825.6,0.000136
IT,L68A,2015,14.02907,140733.4,0.000100
IT,L68A,2016,14.2198,142806.7,0.000100
IT,L68A,2017,19.36006,144810.7,0.000134
IT,L68A,2018,18.38029,147033.9,0.000125
IT,L68A,2019,18.55518,148816.9,0.000125
IT,L68A,2020,16.3025,150515.3,0.000108
IT,L68A,2021,16.06734,152114.7,0.000106
IT,L68A,2022,12.74297,156528.3,0.000081
IT,L68A,2023,11.86519,165822.1,0.000072
IT,M,2012,1367.76572,95961.7,0.014253
IT,M,2013,1338.11463,94909.6,0.014099
IT,M,2014,1164.99806,95660.9,0.012178
IT,M,2015,1258.15905,97399.0,0.012918
IT,M,2016,1209.23902,99328.9,0.012174
IT,M,2017,1156.58624,101840.2,0.011357
IT,M,2018,1266.26909,105688.9,0.011981
IT,M,2019,1251.58371,103542.3,0.012088
IT,M,2020,1149.80302,105368.0,0.010912
IT,M,2021,1102.43357,112993.0,0.009757
IT,M,2022,1106.98115,123764.6,0.008944
IT,M,2023,1396.25272,138622.6,0.010072
IT,M69_M70,2012,463.85106,46290.7,0.010020
IT,M69_M70,2013,468.14041,46020.1,0.010173
IT,M69_M70,2014,382.04455,46882.6,0.008149
IT,M69_M70,2015,387.23182,47990.9,0.008069
IT,M69_M70,2016,356.5024,50261.4,0.007093
IT,M69_M70,2017,348.12508,51105.7,0.006812
IT,M69_M70,2018,410.48355,53777.0,0.007633
IT,M69_M70,2019,375.30755,50842.0,0.007382
IT,M69_M70,2020,322.11586,54557.8,0.005904
IT,M69_M70,2021,367.03434,56770.8,0.006465
IT,M69_M70,2022,343.49923,60914.9,0.005639
IT,M69_M70,2023,331.15791,68549.9,0.004831
IT,M71,2012,191.79347,17619.9,0.010885
IT,M71,2013,197.47099,17587.9,0.011228
IT,M71,2014,178.65908,17159.7,0.010412
IT,M71,2015,174.99418,17772.5,0.009846
IT,M71,2016,171.46732,17464.2,0.009818
IT,M71,2017,166.93267,18017.1,0.009265
IT,M71,2018,182.9274,17812.8,0.010269
IT,M71,2019,179.07349,17533.8,0.010213
IT,M71,2020,152.41392,17101.1,0.008913
IT,M71,2021,182.78906,20087.0,0.009100
IT,M71,2022,183.23472,23515.0,0.007792
IT,M71,2023,184.42919,27167.1,0.006789
IT,M72,2012,451.67757,14195.7,0.031818
IT,M72,2013,410.59929,14350.7,0.028612
IT,M72,2014,358.91362,14022.9,0.025595
IT,M72,2015,464.20982,14056.7,0.033024
IT,M72,2016,439.3549,14228.9,0.030878
IT,M72,2017,407.90579,14666.1,0.027813
IT,M72,2018,429.41652,15117.3,0.028406
IT,M72,2019,452.41064,15537.5,0.029117
IT,M72,2020,449.79789,15713.4,0.028625
IT,M72,2021,304.52965,16487.3,0.018471
IT,M72,2022,334.84718,17045.9,0.019644
IT,M72,2023,641.95092,18664.7,0.034394
IT,M73,2012,69.24219,4078.4,0.016978
IT,M73,2013,70.63359,3607.8,0.019578
IT,M73,2014,64.9839,3962.2,0.016401
IT,M73,2015,60.40028,4127.0,0.014635
IT,M73,2016,59.49622,4251.0,0.013996
IT,M73,2017,56.4016,4051.3,0.013922
IT,M73,2018,59.54586,4558.9,0.013061
IT,M73,2019,58.02565,4780.2,0.012139
IT,M73,2020,42.9538,4213.2,0.010195
IT,M73,2021,52.58804,4338.4,0.012122
IT,M73,2022,50.60652,5014.5,0.010092
IT,M73,2023,51.32835,5199.5,0.009872
IT,M74_M75,2012,191.20143,13777.0,0.013878
IT,M74_M75,2013,191.27035,13343.0,0.014335
IT,M74_M75,2014,180.39691,13633.6,0.013232
IT,M74_M75,2015,171.32295,13451.9,0.012736
IT,M74_M75,2016,182.41819,13123.5,0.013900
IT,M74_M75,2017,177.2211,14000.1,0.012659
IT,M74_M75,2018,183.89576,14422.9,0.012750
IT,M74_M75,2019,186.76638,14848.9,0.012578
IT,M74_M75,2020,182.52156,13782.6,0.013243
IT,M74_M75,2021,195.49248,15309.7,0.012769
IT,M74_M75,2022,194.7935,17274.3,0.011276
IT,M74_M75,2023,187.38636,19041.3,0.009841
IT,N,2012,1182.25344,46582.2,0.025380
IT,N,2013,1217.38884,46229.2,0.026334
IT,N,2014,1114.95186,47621.1,0.023413
IT,N,2015,1069.32809,48729.9,0.021944
IT,N,2016,1047.44209,50475.5,0.020751
IT,N,2017,1026.0135,53997.6,0.019001
IT,N,2018,1130.78996,58317.7,0.019390
IT,N,2019,1116.74733,59204.4,0.018863
IT,N,2020,986.42202,53789.5,0.018339
IT,N,2021,1210.39922,60912.3,0.019871
IT,N,2022,1214.58365,65968.3,0.018412
IT,N,2023,1237.43907,69884.4,0.017707
IT,N77,2012,114.01925,7174.0,0.015893
IT,N77,2013,118.19844,6805.0,0.017369
IT,N77,2014,128.40605,7136.2,0.017994
IT,N77,2015,122.95123,7142.1,0.017215
IT,N77,2016,119.73059,7657.4,0.015636
IT,N77,2017,118.61576,8219.0,0.014432
IT,N77,2018,119.85742,9137.3,0.013117
IT,N77,2019,123.64249,9468.9,0.013058
IT,N77,2020,95.56735,8958.9,0.010667
IT,N77,2021,130.89834,9636.4,0.013584
IT,N77,2022,121.62726,11661.1,0.010430
IT,N77,2023,138.61606,12249.9,0.011316
IT,N78,2012,51.18665,6210.8,0.008242
IT,N78,2013,55.18868,6529.4,0.008452
IT,N78,2014,43.93294,7195.9,0.006105
IT,N78,2015,47.91477,8347.9,0.005740
IT,N78,2016,44.23239,8934.8,0.004951
IT,N78,2017,49.24168,11046.8,0.004458
IT,N78,2018,60.73786,12044.0,0.005043
IT,N78,2019,55.64265,11973.9,0.004647
IT,N78,2020,45.16435,11009.2,0.004102
IT,N78,2021,56.32503,14003.7,0.004022
IT,N78,2022,53.36113,15320.8,0.003483
IT,N78,2023,49.86037,15525.3,0.003212
IT,N79,2012,53.24406,2094.4,0.025422
IT,N79,2013,51.92092,2052.0,0.025303
IT,N79,2014,46.84744,2244.7,0.020870
IT,N79,2015,41.68388,2231.4,0.018681
IT,N79,2016,40.99859,2397.8,0.017098
IT,N79,2017,41.2717,2470.9,0.016703
IT,N79,2018,45.95458,2723.5,0.016873
IT,N79,2019,44.723,2817.0,0.015876
IT,N79,2020,31.74042,1105.9,0.028701
IT,N79,2021,38.49567,1261.5,0.030516
IT,N79,2022,38.53673,2105.0,0.018307
IT,N79,2023,39.0529,2989.3,0.013064
IT,N80-N82,2012,963.80348,31102.9,0.030988
IT,N80-N82,2013,992.08081,30842.7,0.032166
IT,N80-N82,2014,895.76542,31044.4,0.028854
IT,N80-N82,2015,856.77821,31008.5,0.027630
IT,N80-N82,2016,842.48051,31485.5,0.026758
IT,N80-N82,2017,816.88436,32260.9,0.025321
IT,N80-N82,2018,904.2401,34413.0,0.026276
IT,N80-N82,2019,892.73919,34944.5,0.025547
IT,N80-N82,2020,813.9499,32715.6,0.024880
IT,N80-N82,2021,984.68017,36010.7,0.027344
IT,N80-N82,2022,1001.05853,36881.4,0.027143
IT,N80-N82,2023,1009.90974,39119.9,0.025816
IT,O,2012,2022.57201,105776.0,0.019121
IT,O,2013,2236.76926,104461.0,0.021412
IT,O,2014,2458.60347,102746.0,0.023929
IT,O,2015,2603.26066,102263.0,0.025457
IT,O,2016,3100.77234,102906.0,0.030132
IT,O,2017,2841.70019,103301.0,0.027509
IT,O,2018,2713.43213,104767.0,0.025900
IT,O,2019,3048.20484,105133.0,0.028994
IT,O,2020,3700.10022,104455.0,0.035423
IT,O,2021,1715.85898,106850.0,0.016059
IT,O,2022,1616.93552,109527.0,0.014763
IT,O,2023,1980.06189,112260.0,0.017638
IT,P,2012,1142.09665,64134.0,0.017808
IT,P,2013,1077.75346,64208.3,0.016785
IT,P,2014,1212.90839,64416.5,0.018829
IT,P,2015,1330.41406,63958.7,0.020801
IT,P,2016,1490.70571,65169.7,0.022874
IT,P,2017,1422.80421,66587.9,0.021367
IT,P,2018,1361.91393,67562.9,0.020158
IT,P,2019,1496.50913,68513.3,0.021843
IT,P,2020,1371.67001,67850.0,0.020216
IT,P,2021,970.85376,73408.1,0.013225
IT,P,2022,815.18907,75162.0,0.010846
IT,P,2023,1010.76724,77215.8,0.013090
IT,Q,2012,3618.08102,88419.0,0.040920
IT,Q,2013,3406.92798,88464.3,0.038512
IT,Q,2014,3729.76808,90707.7,0.041119
IT,Q,2015,3910.27028,91186.7,0.042882
IT,Q,2016,4707.85962,92043.8,0.051148
IT,Q,2017,4585.63995,93827.0,0.048873
IT,Q,2018,4365.60188,94499.3,0.046197
IT,Q,2019,4547.38536,94194.9,0.048276
IT,Q,2020,5102.86771,93609.2,0.054512
IT,Q,2021,3784.13937,100871.5,0.037514
IT,Q,2022,3628.61592,103254.2,0.035143
IT,Q,2023,4568.23945,107424.4,0.042525
IT,Q86,2012,2942.54901,76667.5,0.038381
IT,Q86,2013,2720.36502,76141.3,0.035728
IT,Q86,2014,3076.74919,77895.6,0.039498
IT,Q86,2015,3208.05083,78174.6,0.041037
IT,Q86,2016,3922.71721,78269.6,0.050118
IT,Q86,2017,3833.82328,79340.3,0.048321
IT,Q86,2018,3576.53224,79738.5,0.044853
IT,Q86,2019,3763.24292,79074.2,0.047591
IT,Q86,2020,4327.01057,78983.8,0.054784
IT,Q86,2021,3107.94869,85793.7,0.036226
IT,Q86,2022,3057.71693,87563.7,0.034920
IT,Q86,2023,3873.8461,89890.5,0.043095
IT,Q87_Q88,2012,675.532,11751.5,0.057485
IT,Q87_Q88,2013,686.56295,12323.0,0.055714
IT,Q87_Q88,2014,653.0189,12812.0,0.050969
IT,Q87_Q88,2015,702.21945,13012.1,0.053967
IT,Q87_Q88,2016,785.14241,13774.2,0.057001
IT,Q87_Q88,2017,751.81667,14486.8,0.051897
IT,Q87_Q88,2018,789.06963,14760.8,0.053457
IT,Q87_Q88,2019,784.14245,15120.7,0.051859
IT,Q87_Q88,2020,775.85714,14625.4,0.053049
IT,Q87_Q88,2021,676.19068,15077.7,0.044847
IT,Q87_Q88,2022,570.89899,15690.6,0.036385
IT,Q87_Q88,2023,694.39336,17533.9,0.039603
IT,R,2012,581.01789,16213.5,0.035835
IT,R,2013,613.70785,15744.3,0.038980
IT,R,2014,556.72973,16335.2,0.034082
IT,R,2015,553.57286,16689.3,0.033169
IT,R,2016,624.14297,17893.0,0.034882
IT,R,2017,628.18078,18287.7,0.034350
IT,R,2018,668.87235,18361.5,0.036428
IT,R,2019,662.81268,19292.7,0.034356
IT,R,2020,554.58978,14440.6,0.038405
IT,R,2021,540.54277,15082.5,0.035839
IT,R,2022,550.36275,19155.6,0.028731
IT,R,2023,653.49997,20953.9,0.031188
IT,R90-R92,2012,234.37316,9860.5,0.023769
IT,R90-R92,2013,245.1826,9511.6,0.025777
IT,R90-R92,2014,266.17629,9854.4,0.027011
IT,R90-R92,2015,249.64678,10009.4,0.024941
IT,R90-R92,2016,349.2661,10381.2,0.033644
IT,R90-R92,2017,344.92956,10739.5,0.032118
IT,R90-R92,2018,326.06512,10507.1,0.031033
IT,R90-R92,2019,343.7208,10945.0,0.031404
IT,R90-R92,2020,319.38545,8769.9,0.036418
IT,R90-R92,2021,257.31094,9417.2,0.027324
IT,R90-R92,2022,276.22062,11579.1,0.023855
IT,R90-R92,2023,381.8646,12785.0,0.029868
IT,R93,2012,346.64473,6353.0,0.054564
IT,R93,2013,368.52526,6232.7,0.059128
IT,R93,2014,290.55344,6480.8,0.044833
IT,R93,2015,303.92609,6679.9,0.045499
IT,R93,2016,274.87686,7511.8,0.036593
IT,R93,2017,283.25122,7548.2,0.037526
IT,R93,2018,342.80723,7854.4,0.043645
IT,R93,2019,319.09187,8347.8,0.038225
IT,R93,2020,235.20433,5670.7,0.041477
IT,R93,2021,283.23184,5665.3,0.049994
IT,R93,2022,274.14214,7576.5,0.036183
IT,R93,2023,271.63537,8168.9,0.033252
IT,S,2012,718.10647,25838.2,0.027792
IT,S,2013,737.58327,25895.2,0.028483
IT,S,2014,639.6352,25930.2,0.024668
IT,S,2015,638.01138,26042.4,0.024499
IT,S,2016,599.78693,25879.7,0.023176
IT,S,2017,589.89792,26963.3,0.021878
IT,S,2018,678.76781,27018.2,0.025123
IT,S,2019,646.85763,26273.1,0.024621
IT,S,2020,509.10914,22743.3,0.022385
IT,S,2021,623.63985,24449.0,0.025508
IT,S,2022,605.07676,26782.8,0.022592
IT,S,2023,600.59912,29690.2,0.020229
IT,S94,2012,83.83073,4202.5,0.019948
IT,S94,2013,91.70859,4271.2,0.021471
IT,S94,2014,82.3828,4416.6,0.018653
IT,S94,2015,81.2289,4484.6,0.018113
IT,S94,2016,75.5683,4590.3,0.016463
IT,S94,2017,71.40101,4665.2,0.015305
IT,S94,2018,80.15949,4783.8,0.016756
IT,S94,2019,75.95967,4727.2,0.016069
IT,S94,2020,66.92889,4992.4,0.013406
IT,S94,2021,78.33276,5100.1,0.015359
IT,S94,2022,87.19132,5334.9,0.016344
IT,S94,2023,87.59557,5489.1,0.015958
IT,S95,2012,119.55711,1820.9,0.065658
IT,S95,2013,113.76595,1835.2,0.061991
IT,S95,2014,111.65286,1741.1,0.064128
IT,S95,2015,109.32726,1657.4,0.065963
IT,S95,2016,106.6308,1672.8,0.063744
IT,S95,2017,99.87227,1709.5,0.058422
IT,S95,2018,104.82871,1751.0,0.059868
IT,S95,2019,104.16021,1753.0,0.059418
IT,S95,2020,83.44223,1398.9,0.059648
IT,S95,2021,103.96985,1546.8,0.067216
IT,S95,2022,100.85506,1806.0,0.055844
IT,S95,2023,100.98211,2003.1,0.050413
IT,S96,2012,514.71863,19814.9,0.025976
IT,S96,2013,532.10872,19788.8,0.026889
IT,S96,2014,445.59954,19772.4,0.022536
IT,S96,2015,447.45522,19900.4,0.022485
IT,S96,2016,417.58784,19616.6,0.021287
IT,S96,2017,418.62464,20588.6,0.020333
IT,S96,2018,493.77961,20483.4,0.024106
IT,S96,2019,466.73775,19792.9,0.023581
IT,S96,2020,358.73802,16352.1,0.021938
IT,S96,2021,441.33725,17802.1,0.024791
IT,S96,2022,417.03038,19641.9,0.021232
IT,S96,2023,412.02145,22198.0,0.018561
IT,T,2012,0.0,16760.4,0.000000
IT,T,2013,0.0,17030.0,0.000000
IT,T,2014,0.0,17155.0,0.000000
IT,T,2015,0.0,17038.8,0.000000
IT,T,2016,0.0,16701.2,0.000000
IT,T,2017,0.0,16389.4,0.000000
IT,T,2018,0.0,16355.1,0.000000
IT,T,2019,0.0,16331.5,0.000000
IT,T,2020,0.0,16081.1,0.000000
IT,T,2021,0.0,16406.1,0.000000
IT,T,2022,0.0,16180.4,0.000000
IT,T,2023,0.0,16690.4,0.000000
IT,TOTAL,2012,386264.8152,1455350.5,0.265410
IT,TOTAL,2013,353831.85138,1445573.7,0.244769
IT,TOTAL,2014,335321.93686,1453767.7,0.230657
IT,TOTAL,2015,338744.69075,1479703.7,0.228927
IT,TOTAL,2016,336323.61493,1515428.7,0.221933
IT,TOTAL,2017,335672.01743,1552004.0,0.216283
IT,TOTAL,2018,330243.25043,1582453.4,0.208691
IT,TOTAL,2019,321598.34344,1604269.8,0.200464
IT,TOTAL,2020,293062.67711,1496321.9,0.195855
IT,TOTAL,2021,312434.63788,1644016.4,0.190044
IT,TOTAL,2022,314569.76529,1793606.6,0.175384
IT,TOTAL,2023,295943.45423,1924797.7,0.153753
LT,A,2012,4585.73003,1329.6,3.448955
LT,A,2013,4581.21373,1232.6,3.716708
LT,A,2014,4843.39374,1252.6,3.866672
LT,A,2015,4908.07391,1286.7,3.814466
LT,A,2016,4991.76532,1211.4,4.120658
LT,A,2017,5035.04447,1500.5,3.355578
LT,A,2018,4900.60254,1326.4,3.694664
LT,A,2019,4601.79194,1538.3,2.991479
LT,A,2020,4628.88357,1775.6,2.606941
LT,A,2021,4536.61764,1924.7,2.357052
LT,A,2022,4169.20738,2649.3,1.573701
LT,A,2023,4096.86411,1855.8,2.207600
LT,A01,2012,4503.33492,1172.6,3.840470
LT,A01,2013,4442.46276,1042.6,4.260946
LT,A01,2014,4696.61054,1018.9,4.609491
LT,A01,2015,4760.46347,1108.2,4.295672
LT,A01,2016,4736.10826,994.5,4.762301
LT,A01,2017,4781.80838,1260.5,3.793581
LT,A01,2018,4670.7872,1030.1,4.534305
LT,A01,2019,4386.46985,1251.1,3.506091
LT,A01,2020,4459.31667,1513.5,2.946361
LT,A01,2021,4371.63784,1568.4,2.787323
LT,A01,2022,4069.70826,2066.7,1.969182
LT,A01,2023,3982.49226,1294.4,3.076709
LT,A02,2012,56.77834,138.9,0.408771
LT,A02,2013,52.07104,170.5,0.305402
LT,A02,2014,125.60073,201.6,0.623019
LT,A02,2015,126.30775,156.8,0.805534
LT,A02,2016,105.62318,186.7,0.565737
LT,A02,2017,114.09125,206.6,0.552233
LT,A02,2018,98.51823,267.5,0.368292
LT,A02,2019,86.05612,244.7,0.351680
LT,A02,2020,72.17182,210.5,0.342859
LT,A02,2021,66.94457,306.4,0.218488
LT,A02,2022,61.3235,538.5,0.113878
LT,A02,2023,73.36402,505.8,0.145046
LT,A03,2012,25.61677,18.1,1.415291
LT,A03,2013,86.67993,19.5,4.445125
LT,A03,2014,21.18246,32.0,0.661952
LT,A03,2015,21.30268,21.7,0.981690
LT,A03,2016,150.03388,30.2,4.968009
LT,A03,2017,139.14485,33.4,4.166013
LT,A03,2018,131.2971,28.9,4.543152
LT,A03,2019,129.26597,42.4,3.048726
LT,A03,2020,97.39508,51.6,1.887502
LT,A03,2021,98.03523,50.0,1.960705
LT,A03,2022,38.17562,44.1,0.865660
LT,A03,2023,41.00784,55.7,0.736227
LT,B,2012,13.8203,119.1,0.116039
LT,B,2013,12.48109,127.5,0.097891
LT,B,2014,20.27345,128.7,0.157525
LT,B,2015,20.05478,99.3,0.201962
LT,B,2016,19.06304,97.3,0.195920
LT,B,2017,19.88881,113.0,0.176007
LT,B,2018,21.80743,125.7,0.173488
LT,B,2019,23.9155,124.0,0.192867
LT,B,2020,19.80912,134.3,0.147499
LT,B,2021,16.82299,138.6,0.121378
LT,B,2022,21.52553,150.1,0.143408
LT,B,2023,20.74888,169.3,0.122557
LT,C,2012,6421.70072,6205.8,1.034790
LT,C,2013,5833.89394,6160.1,0.947045
LT,C,2014,6220.38666,6336.2,0.981722
LT,C,2015,6513.7428,6454.8,1.009132
LT,C,2016,5797.09786,6524.7,0.888485
LT,C,2017,5771.12762,7064.9,0.816873
LT,C,2018,5465.60947,7588.4,0.720258
LT,C,2019,5685.02082,7879.6,0.721486
LT,C,2020,5524.42671,7771.2,0.710885
LT,C,2021,5371.35253,9022.2,0.595348
LT,C,2022,4883.57987,10845.4,0.450290
LT,C,2023,4837.7619,11089.0,0.436267
LT,C10-C12,2012,381.28036,1374.0,0.277497
LT,C10-C12,2013,351.24927,1466.0,0.239597
LT,C10-C12,2014,369.24833,1476.1,0.250151
LT,C10-C12,2015,390.82915,1441.7,0.271089
LT,C10-C12,2016,416.70363,1418.6,0.293743
LT,C10-C12,2017,418.57625,1495.7,0.279853
LT,C10-C12,2018,373.0778,1581.7,0.235871
LT,C10-C12,2019,357.45684,1616.8,0.221089
LT,C10-C12,2020,361.2458,1630.8,0.221514
LT,C10-C12,2021,354.06349,1658.3,0.213510
LT,C10-C12,2022,311.08154,1812.2,0.171660
LT,C10-C12,2023,363.84817,2073.7,0.175458
LT,C13-C15,2012,23.58988,469.4,0.050255
LT,C13-C15,2013,22.74196,489.8,0.046431
LT,C13-C15,2014,30.48485,522.2,0.058378
LT,C13-C15,2015,31.1372,510.4,0.061005
LT,C13-C15,2016,35.52166,533.6,0.066570
LT,C13-C15,2017,34.58701,547.3,0.063196
LT,C13-C15,2018,42.18929,526.2,0.080177
LT,C13-C15,2019,30.24107,513.0,0.058949
LT,C13-C15,2020,22.03776,467.1,0.047180
LT,C13-C15,2021,21.15665,489.0,0.043265
LT,C13-C15,2022,27.63992,523.8,0.052768
LT,C13-C15,2023,22.31192,520.8,0.042842
LT,C16,2012,93.80096,391.0,0.239900
LT,C16,2013,88.85768,434.9,0.204317
LT,C16,2014,82.3578,467.7,0.176091
LT,C16,2015,73.2349,470.0,0.155819
LT,C16,2016,100.89299,496.0,0.203413
LT,C16,2017,101.1736,494.2,0.204722
LT,C16,2018,102.61615,530.3,0.193506
LT,C16,2019,104.53452,533.5,0.195941
LT,C16,2020,95.29332,536.3,0.177687
LT,C16,2021,94.57371,695.3,0.136019
LT,C16,2022,99.89556,884.8,0.112902
LT,C16,2023,97.05578,723.1,0.134222
LT,C17,2012,53.02234,134.0,0.395689
LT,C17,2013,30.45759,162.4,0.187547
LT,C17,2014,51.29345,177.7,0.288652
LT,C17,2015,54.63224,177.7,0.307441
LT,C17,2016,59.47175,189.5,0.313835
LT,C17,2017,66.22906,212.6,0.311520
LT,C17,2018,59.30561,234.4,0.253010
LT,C17,2019,57.89568,237.1,0.244183
LT,C17,2020,42.63185,233.1,0.182891
