country,nace,year,ghg_tht,gva_meur,intensity_kg_eur
BE,H52,2015,536.81048,10495.6,0.051146
BE,H52,2016,528.98705,10467.4,0.050537
BE,H52,2017,560.94493,10929.9,0.051322
BE,H52,2018,571.12272,11211.5,0.050941
BE,H52,2019,537.44701,11492.4,0.046765
BE,H52,2020,277.37418,11318.1,0.024507
BE,H52,2021,416.24953,12646.2,0.032915
BE,H52,2022,456.225,14007.4,0.032570
BE,H52,2023,482.15623,15176.8,0.031769
BE,H53,2012,136.16943,2085.9,0.065281
BE,H53,2013,130.15169,2133.3,0.061010
BE,H53,2014,110.63192,2121.7,0.052143
BE,H53,2015,128.1459,2061.7,0.062155
BE,H53,2016,127.37431,2021.9,0.062997
BE,H53,2017,128.10437,2030.8,0.063081
BE,H53,2018,126.70453,2063.4,0.061406
BE,H53,2019,133.9154,2143.3,0.062481
BE,H53,2020,183.79008,2090.8,0.087904
BE,H53,2021,186.43046,2344.4,0.079522
BE,H53,2022,198.87644,2240.5,0.088764
BE,H53,2023,201.41025,2410.6,0.083552
BE,I,2012,708.72539,6101.5,0.116156
BE,I,2013,784.38162,6336.5,0.123788
BE,I,2014,594.64114,6679.6,0.089023
BE,I,2015,869.48593,6877.2,0.126430
BE,I,2016,885.06142,7040.7,0.125706
BE,I,2017,873.14397,7438.2,0.117386
BE,I,2018,925.32194,7770.1,0.119088
BE,I,2019,887.55451,8233.8,0.107794
BE,I,2020,646.36884,4900.8,0.131890
BE,I,2021,812.30262,6483.5,0.125288
BE,I,2022,532.29111,9300.5,0.057233
BE,I,2023,524.82717,10683.2,0.049126
BE,J,2012,319.86623,14901.5,0.021465
BE,J,2013,357.30886,14504.8,0.024634
BE,J,2014,417.32329,14555.4,0.028671
BE,J,2015,476.56839,15198.5,0.031356
BE,J,2016,461.74248,15764.1,0.029291
BE,J,2017,458.94259,16676.5,0.027520
BE,J,2018,449.47111,17259.1,0.026043
BE,J,2019,504.21683,18636.8,0.027055
BE,J,2020,392.63653,18779.8,0.020907
BE,J,2021,386.37976,20397.8,0.018942
BE,J,2022,389.07542,21728.3,0.017906
BE,J,2023,405.33322,23536.6,0.017221
BE,J58,2012,105.25672,1084.7,0.097038
BE,J58,2013,104.88804,1058.5,0.099091
BE,J58,2014,92.04637,1178.8,0.078085
BE,J58,2015,95.1928,1171.9,0.081229
BE,J58,2016,83.44682,1257.4,0.066365
BE,J58,2017,79.06871,1194.7,0.066183
BE,J58,2018,66.10007,1170.6,0.056467
BE,J58,2019,59.42058,1173.4,0.050640
BE,J58,2020,38.12183,1138.1,0.033496
BE,J58,2021,25.21804,1179.9,0.021373
BE,J58,2022,27.24261,1236.4,0.022034
BE,J58,2023,43.63118,1299.3,0.033581
BE,J59_J60,2012,64.08958,1724.1,0.037173
BE,J59_J60,2013,65.87736,1765.3,0.037318
BE,J59_J60,2014,80.15735,1767.6,0.045348
BE,J59_J60,2015,75.3974,1782.6,0.042296
BE,J59_J60,2016,67.84908,1806.7,0.037554
BE,J59_J60,2017,73.5084,1856.3,0.039599
BE,J59_J60,2018,73.83996,1813.5,0.040717
BE,J59_J60,2019,78.8858,1863.1,0.042341
BE,J59_J60,2020,73.28894,1496.4,0.048977
BE,J59_J60,2021,77.8995,1756.4,0.044352
BE,J59_J60,2022,72.48512,1928.0,0.037596
BE,J59_J60,2023,72.06282,2152.8,0.033474
BE,J61,2012,46.55369,5559.3,0.008374
BE,J61,2013,47.3946,5213.4,0.009091
BE,J61,2014,62.85773,4911.3,0.012799
BE,J61,2015,50.47029,5151.8,0.009797
BE,J61,2016,50.37276,5135.2,0.009809
BE,J61,2017,43.15277,5296.5,0.008147
BE,J61,2018,42.31664,5186.9,0.008158
BE,J61,2019,42.43485,5379.6,0.007888
BE,J61,2020,25.11465,5379.9,0.004668
BE,J61,2021,28.36909,5313.7,0.005339
BE,J61,2022,26.92292,5572.2,0.004832
BE,J61,2023,24.89166,5310.5,0.004687
BE,J62_J63,2012,103.96623,6533.4,0.015913
BE,J62_J63,2013,139.14886,6467.6,0.021515
BE,J62_J63,2014,182.26184,6697.7,0.027213
BE,J62_J63,2015,255.50789,7092.2,0.036027
BE,J62_J63,2016,260.07382,7564.8,0.034379
BE,J62_J63,2017,263.21272,8329.0,0.031602
BE,J62_J63,2018,267.21443,9088.1,0.029403
BE,J62_J63,2019,323.4756,10220.7,0.031649
BE,J62_J63,2020,256.11111,10765.4,0.023790
BE,J62_J63,2021,254.89313,12147.8,0.020983
BE,J62_J63,2022,262.42478,12991.7,0.020199
BE,J62_J63,2023,264.74755,14774.0,0.017920
BE,K,2012,296.12831,21077.2,0.014050
BE,K,2013,321.10315,20322.1,0.015801
BE,K,2014,375.98989,22359.3,0.016816
BE,K,2015,136.86716,23793.6,0.005752
BE,K,2016,147.31036,24649.2,0.005976
BE,K,2017,139.61639,25627.5,0.005448
BE,K,2018,136.48526,26514.7,0.005148
BE,K,2019,135.05483,27592.7,0.004895
BE,K,2020,259.54477,26747.3,0.009704
BE,K,2021,348.32667,28834.5,0.012080
BE,K,2022,344.20561,28094.4,0.012252
BE,K,2023,350.6657,29237.9,0.011994
BE,K64,2012,114.26834,13265.5,0.008614
BE,K64,2013,128.88254,12643.5,0.010194
BE,K64,2014,100.66836,14217.0,0.007081
BE,K64,2015,63.51219,15265.0,0.004161
BE,K64,2016,66.37895,16492.4,0.004025
BE,K64,2017,60.89142,16774.9,0.003630
BE,K64,2018,57.06283,17199.3,0.003318
BE,K64,2019,54.51924,17982.3,0.003032
BE,K64,2020,69.0018,17163.7,0.004020
BE,K64,2021,77.96183,18474.1,0.004220
BE,K64,2022,66.44298,17327.4,0.003835
BE,K64,2023,63.50667,17987.2,0.003531
BE,K65,2012,32.75746,4898.1,0.006688
BE,K65,2013,38.81421,4367.0,0.008888
BE,K65,2014,35.44671,4490.0,0.007895
BE,K65,2015,28.5937,4915.1,0.005818
BE,K65,2016,30.68979,4467.9,0.006869
BE,K65,2017,30.00509,4979.5,0.006026
BE,K65,2018,30.09637,5095.2,0.005907
BE,K65,2019,31.29432,5195.2,0.006024
BE,K65,2020,35.68692,5100.4,0.006997
BE,K65,2021,39.93235,5244.5,0.007614
BE,K65,2022,35.72652,5530.3,0.006460
BE,K65,2023,35.95371,5611.4,0.006407
BE,K66,2012,149.10251,2913.6,0.051175
BE,K66,2013,153.4064,3311.6,0.046324
BE,K66,2014,239.87482,3652.3,0.065678
BE,K66,2015,44.76127,3613.5,0.012387
BE,K66,2016,50.24162,3688.9,0.013620
BE,K66,2017,48.71988,3873.1,0.012579
BE,K66,2018,49.32607,4220.2,0.011688
BE,K66,2019,49.24126,4415.2,0.011153
BE,K66,2020,154.85605,4483.2,0.034541
BE,K66,2021,230.43249,5115.9,0.045042
BE,K66,2022,242.03611,5236.7,0.046219
BE,K66,2023,251.20532,5639.3,0.044545
BE,L,2012,136.55806,31701.0,0.004308
BE,L,2013,142.50907,33008.6,0.004317
BE,L,2014,179.19348,33746.5,0.005310
BE,L,2015,250.22745,34645.4,0.007223
BE,L,2016,247.09788,35844.2,0.006894
BE,L,2017,195.36869,37363.8,0.005229
BE,L,2018,193.9906,38814.4,0.004998
BE,L,2019,198.76362,40432.0,0.004916
BE,L,2020,82.4258,41434.3,0.001989
BE,L,2021,166.67311,43691.5,0.003815
BE,L,2022,180.51693,50201.8,0.003596
BE,L,2023,183.7137,55667.1,0.003300
BE,L68A,2012,0.0,18842.7,0.000000
BE,L68A,2013,0.0,19556.2,0.000000
BE,L68A,2014,0.0,19854.8,0.000000
BE,L68A,2015,0.0,20210.7,0.000000
BE,L68A,2016,0.0,20696.9,0.000000
BE,L68A,2017,0.0,21452.2,0.000000
BE,L68A,2018,0.0,22126.5,0.000000
BE,L68A,2019,0.0,22786.5,0.000000
BE,L68A,2020,0.0,23821.8,0.000000
BE,L68A,2021,0.0,24800.2,0.000000
BE,L68A,2022,0.0,28819.3,0.000000
BE,L68A,2023,0.0,32219.9,0.000000
BE,M,2012,1018.17828,32181.6,0.031639
BE,M,2013,1141.67127,34134.3,0.033446
BE,M,2014,1077.68954,35386.6,0.030455
BE,M,2015,1245.44193,36380.5,0.034234
BE,M,2016,1328.32969,37478.2,0.035443
BE,M,2017,1349.20254,40066.4,0.033674
BE,M,2018,1346.32075,42021.1,0.032039
BE,M,2019,1392.34947,43405.3,0.032078
BE,M,2020,1428.53007,43544.7,0.032806
BE,M,2021,1566.09176,47906.3,0.032691
BE,M,2022,1470.77601,52273.8,0.028136
BE,M,2023,1428.08676,57302.4,0.024922
BE,M69_M70,2012,613.62274,25526.1,0.024039
BE,M69_M70,2013,679.85241,27236.5,0.024961
BE,M69_M70,2014,606.6267,28343.0,0.021403
BE,M69_M70,2015,733.02905,28995.3,0.025281
BE,M69_M70,2016,800.24363,29608.8,0.027027
BE,M69_M70,2017,816.3393,31647.7,0.025795
BE,M69_M70,2018,816.4332,33072.2,0.024686
BE,M69_M70,2019,879.97085,34649.9,0.025396
BE,M69_M70,2020,893.9613,34470.1,0.025934
BE,M69_M70,2021,1019.00884,37304.1,0.027316
BE,M69_M70,2022,927.57772,41041.6,0.022601
BE,M69_M70,2023,896.19739,44557.4,0.020113
BE,M71,2012,208.29889,3559.7,0.058516
BE,M71,2013,231.34576,3704.8,0.062445
BE,M71,2014,258.68219,3763.7,0.068731
BE,M71,2015,319.94821,3931.8,0.081374
BE,M71,2016,327.85095,4060.4,0.080744
BE,M71,2017,327.41516,4384.0,0.074684
BE,M71,2018,331.87132,4651.8,0.071343
BE,M71,2019,303.13189,5012.1,0.060480
BE,M71,2020,307.01864,5147.3,0.059647
BE,M71,2021,310.48146,5771.7,0.053794
BE,M71,2022,324.3614,6353.9,0.051049
BE,M71,2023,326.15424,7055.0,0.046230
BE,M72,2012,114.04331,853.1,0.133681
BE,M72,2013,142.80954,914.3,0.156195
BE,M72,2014,132.48959,908.8,0.145785
BE,M72,2015,120.35226,987.8,0.121839
BE,M72,2016,120.61566,1193.5,0.101060
BE,M72,2017,123.40512,1360.5,0.090706
BE,M72,2018,114.48482,1551.3,0.073799
BE,M72,2019,118.60348,904.1,0.131184
BE,M72,2020,122.32691,1087.2,0.112516
BE,M72,2021,121.51591,1539.5,0.078932
BE,M72,2022,106.91317,1497.4,0.071399
BE,M72,2023,105.0673,2049.0,0.051277
BE,M73,2012,46.62352,1416.7,0.032910
BE,M73,2013,48.72981,1429.5,0.034089
BE,M73,2014,44.35432,1460.2,0.030376
BE,M73,2015,27.73419,1480.8,0.018729
BE,M73,2016,32.61628,1589.7,0.020517
BE,M73,2017,32.27593,1592.1,0.020273
BE,M73,2018,32.90827,1598.9,0.020582
BE,M73,2019,33.24809,1611.9,0.020627
BE,M73,2020,24.34339,1568.8,0.015517
BE,M73,2021,26.18625,1819.1,0.014395
BE,M73,2022,22.9225,1764.4,0.012992
BE,M73,2023,21.29554,1832.8,0.011619
BE,M74_M75,2012,35.58982,826.0,0.043087
BE,M74_M75,2013,38.93375,849.2,0.045848
BE,M74_M75,2014,35.53674,910.9,0.039013
BE,M74_M75,2015,44.37822,984.8,0.045063
BE,M74_M75,2016,47.00317,1025.8,0.045821
BE,M74_M75,2017,49.76703,1082.1,0.045991
BE,M74_M75,2018,50.62313,1146.9,0.044139
BE,M74_M75,2019,57.39516,1227.3,0.046765
BE,M74_M75,2020,80.87982,1271.3,0.063620
BE,M74_M75,2021,88.89931,1471.9,0.060398
BE,M74_M75,2022,89.00122,1616.5,0.055058
BE,M74_M75,2023,79.37229,1808.2,0.043896
BE,N,2012,1306.08481,14012.5,0.093209
BE,N,2013,1388.295,14635.7,0.094857
BE,N,2014,1124.42358,16065.0,0.069992
BE,N,2015,1151.29399,17530.2,0.065675
BE,N,2016,1241.59895,18573.4,0.066848
BE,N,2017,1233.73982,19614.3,0.062900
BE,N,2018,1272.37672,20892.6,0.060901
BE,N,2019,1482.29133,22456.1,0.066008
BE,N,2020,1345.07539,21256.1,0.063280
BE,N,2021,1319.22305,23681.3,0.055707
BE,N,2022,1412.77779,25307.1,0.055825
BE,N,2023,1490.03121,26688.9,0.055830
BE,N77,2012,635.57963,2815.8,0.225719
BE,N77,2013,661.82984,3092.1,0.214039
BE,N77,2014,518.86073,3868.9,0.134111
BE,N77,2015,483.70502,4517.7,0.107069
BE,N77,2016,544.03555,4930.9,0.110332
BE,N77,2017,551.63998,5177.7,0.106542
BE,N77,2018,589.42625,5513.8,0.106900
BE,N77,2019,745.38855,6359.0,0.117218
BE,N77,2020,587.38448,6692.5,0.087768
BE,N77,2021,549.64704,6811.6,0.080693
BE,N77,2022,655.29883,6515.1,0.100582
BE,N77,2023,751.44357,7421.7,0.101250
BE,N78,2012,198.48352,4989.1,0.039783
BE,N78,2013,220.42311,5061.6,0.043548
BE,N78,2014,182.23059,5521.3,0.033005
BE,N78,2015,193.52533,6118.5,0.031630
BE,N78,2016,224.07105,6429.0,0.034853
BE,N78,2017,217.92036,6902.4,0.031572
BE,N78,2018,212.33697,7485.6,0.028366
BE,N78,2019,218.3507,7611.9,0.028685
BE,N78,2020,184.49202,6757.0,0.027304
BE,N78,2021,201.71903,7919.3,0.025472
BE,N78,2022,166.8707,8660.0,0.019269
BE,N78,2023,157.29907,8728.4,0.018022
BE,N79,2012,15.72019,475.5,0.033060
BE,N79,2013,16.9214,506.5,0.033408
BE,N79,2014,6.79264,510.0,0.013319
BE,N79,2015,17.82091,506.3,0.035198
BE,N79,2016,15.90763,496.2,0.032059
BE,N79,2017,14.9233,494.0,0.030209
BE,N79,2018,15.09705,488.2,0.030924
BE,N79,2019,14.60418,475.1,0.030739
BE,N79,2020,9.04417,125.2,0.072238
BE,N79,2021,9.60428,227.2,0.042272
BE,N79,2022,9.21218,433.3,0.021261
BE,N79,2023,9.53749,467.6,0.020397
BE,N80-N82,2012,456.30147,5732.1,0.079605
BE,N80-N82,2013,489.12065,5975.5,0.081854
BE,N80-N82,2014,416.53961,6164.8,0.067567
BE,N80-N82,2015,456.24273,6387.7,0.071425
BE,N80-N82,2016,457.58473,6717.3,0.068120
BE,N80-N82,2017,449.25617,7040.2,0.063813
BE,N80-N82,2018,455.51645,7405.0,0.061515
BE,N80-N82,2019,503.9479,8010.1,0.062914
BE,N80-N82,2020,564.15472,7681.4,0.073444
BE,N80-N82,2021,558.25271,8723.2,0.063996
BE,N80-N82,2022,581.39609,9698.7,0.059946
BE,N80-N82,2023,571.75108,10071.2,0.056771
BE,O,2012,1164.03043,27247.9,0.042720
BE,O,2013,1160.92398,28206.0,0.041159
BE,O,2014,1221.73029,28656.2,0.042634
BE,O,2015,1361.3466,28401.0,0.047933
BE,O,2016,1415.9891,29218.2,0.048463
BE,O,2017,1349.15278,29788.2,0.045292
BE,O,2018,1387.9348,30621.5,0.045326
BE,O,2019,1300.09952,31669.9,0.041052
BE,O,2020,1514.36569,32659.4,0.046368
BE,O,2021,1682.66796,34091.7,0.049357
BE,O,2022,1741.84272,37218.1,0.046801
BE,O,2023,1774.99022,40138.1,0.044222
BE,P,2012,588.75157,24113.2,0.024416
BE,P,2013,571.57703,24832.4,0.023017
BE,P,2014,536.79333,25215.7,0.021288
BE,P,2015,712.17032,25798.7,0.027605
BE,P,2016,699.48519,26484.6,0.026411
BE,P,2017,668.24389,27677.6,0.024144
BE,P,2018,640.22571,28601.5,0.022384
BE,P,2019,603.54134,29538.5,0.020432
BE,P,2020,631.6736,30358.2,0.020807
BE,P,2021,675.93117,31783.8,0.021267
BE,P,2022,742.75416,34716.4,0.021395
BE,P,2023,723.43428,37837.9,0.019119
BE,Q,2012,1138.81165,25168.8,0.045247
BE,Q,2013,1112.00907,25664.3,0.043329
BE,Q,2014,1086.53247,26484.3,0.041026
BE,Q,2015,1382.54574,26761.7,0.051661
BE,Q,2016,1433.83082,27518.2,0.052105
BE,Q,2017,1393.1042,28293.3,0.049238
BE,Q,2018,1434.5868,29782.4,0.048169
BE,Q,2019,1453.58056,30735.9,0.047293
BE,Q,2020,1381.00358,29435.6,0.046916
BE,Q,2021,1684.54456,33417.1,0.050410
BE,Q,2022,1675.95187,36185.4,0.046316
BE,Q,2023,1704.57629,40025.2,0.042588
BE,Q86,2012,760.31148,17202.6,0.044197
BE,Q86,2013,749.96793,17483.5,0.042896
BE,Q86,2014,740.54082,17864.3,0.041454
BE,Q86,2015,983.15895,17995.8,0.054633
BE,Q86,2016,977.49262,18322.3,0.053350
BE,Q86,2017,929.25855,18609.1,0.049936
BE,Q86,2018,963.93565,19691.4,0.048952
BE,Q86,2019,987.02652,20289.1,0.048648
BE,Q86,2020,1048.48062,18835.3,0.055666
BE,Q86,2021,1233.16767,22324.4,0.055239
BE,Q86,2022,1261.65216,23916.2,0.052753
BE,Q86,2023,1296.86417,26626.7,0.048705
BE,Q87_Q88,2012,378.50017,7966.2,0.047513
BE,Q87_Q88,2013,362.04114,8180.8,0.044255
BE,Q87_Q88,2014,345.99165,8620.0,0.040138
BE,Q87_Q88,2015,399.38679,8765.9,0.045561
BE,Q87_Q88,2016,456.3382,9195.9,0.049624
BE,Q87_Q88,2017,463.84565,9684.2,0.047897
BE,Q87_Q88,2018,470.65115,10091.0,0.046641
BE,Q87_Q88,2019,466.55403,10446.8,0.044660
BE,Q87_Q88,2020,332.52297,10600.3,0.031369
BE,Q87_Q88,2021,451.37689,11092.7,0.040691
BE,Q87_Q88,2022,414.29971,12269.2,0.033767
BE,Q87_Q88,2023,407.71212,13398.5,0.030430
BE,R,2012,275.52189,2013.2,0.136858
BE,R,2013,289.67934,2077.7,0.139423
BE,R,2014,324.20202,2194.3,0.147747
BE,R,2015,320.60939,2351.7,0.136331
BE,R,2016,296.10219,2437.5,0.121478
BE,R,2017,340.17818,2500.0,0.136071
BE,R,2018,347.64007,2710.8,0.128243
BE,R,2019,347.32728,2948.1,0.117814
BE,R,2020,324.30127,1953.6,0.166002
BE,R,2021,365.44369,2373.3,0.153981
BE,R,2022,297.38781,3283.9,0.090559
BE,R,2023,299.19698,3683.3,0.081231
BE,R90-R92,2012,136.64448,1153.3,0.118481
BE,R90-R92,2013,145.40969,1228.1,0.118402
BE,R90-R92,2014,163.63793,1291.6,0.126694
BE,R90-R92,2015,161.88045,1472.8,0.109913
BE,R90-R92,2016,151.60615,1514.3,0.100116
BE,R90-R92,2017,177.49143,1612.1,0.110100
BE,R90-R92,2018,182.27374,1681.3,0.108412
BE,R90-R92,2019,179.92534,1898.9,0.094752
BE,R90-R92,2020,165.37927,1407.1,0.117532
BE,R90-R92,2021,183.80938,1733.3,0.106046
BE,R90-R92,2022,138.13763,2009.5,0.068742
BE,R90-R92,2023,138.04973,2296.2,0.060121
BE,R93,2012,138.87741,859.9,0.161504
BE,R93,2013,144.26965,849.6,0.169809
BE,R93,2014,160.56409,902.7,0.177871
BE,R93,2015,158.72894,878.9,0.180600
BE,R93,2016,144.49604,923.2,0.156517
BE,R93,2017,162.68674,887.9,0.183226
BE,R93,2018,165.36633,1029.5,0.160628
BE,R93,2019,167.40194,1049.2,0.159552
BE,R93,2020,158.922,546.5,0.290800
BE,R93,2021,181.6343,640.0,0.283804
BE,R93,2022,159.25018,1274.4,0.124961
BE,R93,2023,161.14725,1387.1,0.116176
BE,S,2012,408.09215,4454.5,0.091613
BE,S,2013,449.79827,4578.7,0.098237
BE,S,2014,505.62937,4725.8,0.106993
BE,S,2015,480.97201,4696.4,0.102413
BE,S,2016,533.58223,4794.2,0.111297
BE,S,2017,615.01581,4863.9,0.126445
BE,S,2018,637.66151,5083.8,0.125430
BE,S,2019,641.43146,5229.7,0.122652
BE,S,2020,633.40919,4754.0,0.133237
BE,S,2021,683.8755,5318.7,0.128579
BE,S,2022,657.04774,5946.4,0.110495
BE,S,2023,653.1306,6463.5,0.101049
BE,S94,2012,81.38603,2226.1,0.036560
BE,S94,2013,85.50534,2287.3,0.037383
BE,S94,2014,88.92589,2395.4,0.037124
BE,S94,2015,93.99223,2333.2,0.040285
BE,S94,2016,115.38432,2455.3,0.046994
BE,S94,2017,129.76768,2474.0,0.052453
BE,S94,2018,134.24993,2643.6,0.050783
BE,S94,2019,139.27031,2676.8,0.052029
BE,S94,2020,112.56613,2683.1,0.041954
BE,S94,2021,129.21622,2967.4,0.043545
BE,S94,2022,145.19968,3281.8,0.044244
BE,S94,2023,151.06726,3444.9,0.043852
BE,S95,2012,90.31416,247.0,0.365644
BE,S95,2013,96.65034,249.8,0.386911
BE,S95,2014,61.88874,235.4,0.262909
BE,S95,2015,49.49642,238.5,0.207532
BE,S95,2016,45.24733,238.6,0.189637
BE,S95,2017,42.72519,235.4,0.181500
BE,S95,2018,41.53754,250.2,0.166017
BE,S95,2019,38.81128,261.3,0.148531
BE,S95,2020,55.43889,240.5,0.230515
BE,S95,2021,50.31805,280.2,0.179579
BE,S95,2022,49.08923,284.6,0.172485
BE,S95,2023,47.31625,315.5,0.149972
BE,S96,2012,236.39196,1981.4,0.119306
BE,S96,2013,267.6426,2041.6,0.131095
BE,S96,2014,354.81474,2095.0,0.169363
BE,S96,2015,337.48336,2124.7,0.158838
BE,S96,2016,372.95058,2100.3,0.177570
BE,S96,2017,442.52294,2154.5,0.205395
BE,S96,2018,461.87404,2190.0,0.210901
BE,S96,2019,463.34987,2291.6,0.202195
BE,S96,2020,465.40417,1830.4,0.254264
BE,S96,2021,504.34124,2071.1,0.243514
BE,S96,2022,462.75883,2380.0,0.194436
BE,S96,2023,454.74709,2703.1,0.168232
BE,T,2012,38.3912,366.0,0.104894
BE,T,2013,42.42296,335.6,0.126409
BE,T,2014,69.30045,320.4,0.216294
BE,T,2015,80.97231,306.1,0.264529
BE,T,2016,128.88518,306.3,0.420781
BE,T,2017,161.18308,312.1,0.516447
BE,T,2018,169.4689,317.2,0.534265
BE,T,2019,166.38512,295.3,0.563444
BE,T,2020,77.98227,211.1,0.369409
BE,T,2021,94.12245,255.8,0.367953
BE,T,2022,82.62372,270.3,0.305674
BE,T,2023,84.37306,264.4,0.319111
BE,TOTAL,2012,95318.36089,347256.9,0.274489
BE,TOTAL,2013,93131.3467,353107.0,0.263748
BE,TOTAL,2014,91085.38772,362940.0,0.250965
BE,TOTAL,2015,93971.31421,372548.9,0.252239
BE,TOTAL,2016,93752.17739,382874.7,0.244864
BE,TOTAL,2017,93568.08509,395972.0,0.236300
BE,TOTAL,2018,94545.37368,410351.2,0.230401
BE,TOTAL,2019,94477.69236,429083.2,0.220185
BE,TOTAL,2020,86173.77439,417994.9,0.206160
BE,TOTAL,2021,87431.26996,452406.9,0.193258
BE,TOTAL,2022,84425.13592,505988.0,0.166852
BE,TOTAL,2023,79838.98101,545134.1,0.146458
BG,A,2012,4903.06709,1871.9,2.619300
BG,A,2013,5208.20615,1899.0,2.742605
BG,A,2014,5895.6141,1961.3,3.005973
BG,A,2015,6159.17175,1860.3,3.310849
BG,A,2016,6459.96197,1976.8,3.267888
BG,A,2017,6373.06752,2122.7,3.002340
BG,A,2018,6376.86711,1906.6,3.344628
BG,A,2019,6621.17079,1959.5,3.379010
BG,A,2020,6343.27841,2125.4,2.984510
BG,A,2021,6578.6748,3088.4,2.130124
BG,A,2022,6321.10651,3194.7,1.978623
BG,A,2023,6374.74619,2384.3,2.673634
BG,A01,2012,4845.57723,1680.7,2.883071
BG,A01,2013,5157.26868,1695.6,3.041560
BG,A01,2014,5837.74029,1741.7,3.351748
BG,A01,2015,6097.36314,1624.4,3.753609
BG,A01,2016,6399.22663,1767.8,3.619882
BG,A01,2017,6308.42171,1907.4,3.307341
BG,A01,2018,6305.3674,1639.1,3.846847
BG,A01,2019,6555.12693,1698.6,3.859135
BG,A01,2020,6286.29335,1874.9,3.352869
BG,A01,2021,6517.16271,2797.6,2.329555
BG,A01,2022,6284.55813,2808.2,2.237931
BG,A01,2023,6342.95691,2001.5,3.169102
BG,A02,2012,54.64267,175.9,0.310646
BG,A02,2013,48.46634,185.4,0.261415
BG,A02,2014,55.03088,194.0,0.283664
BG,A02,2015,58.53008,212.1,0.275955
BG,A02,2016,57.15374,188.8,0.302721
BG,A02,2017,60.63367,192.2,0.315472
BG,A02,2018,67.59062,255.5,0.264543
BG,A02,2019,62.64211,238.1,0.263092
BG,A02,2020,53.51872,229.6,0.233095
BG,A02,2021,58.21833,269.3,0.216184
BG,A02,2022,35.18581,378.0,0.093084
BG,A02,2023,30.9136,369.4,0.083686
BG,A03,2012,2.84719,15.3,0.186091
BG,A03,2013,2.47112,18.0,0.137284
BG,A03,2014,2.84293,25.6,0.111052
BG,A03,2015,3.27853,23.7,0.138335
BG,A03,2016,3.58161,20.2,0.177307
BG,A03,2017,4.01213,23.2,0.172937
BG,A03,2018,3.90908,11.9,0.328494
BG,A03,2019,3.40176,22.8,0.149200
BG,A03,2020,3.46635,20.9,0.165854
BG,A03,2021,3.29376,21.5,0.153198
BG,A03,2022,1.36257,8.5,0.160302
BG,A03,2023,0.87567,13.4,0.065349
BG,B,2012,1709.2076,886.5,1.928040
BG,B,2013,1495.86845,901.5,1.659311
BG,B,2014,1539.01895,973.4,1.581076
BG,B,2015,1725.3555,983.4,1.754480
BG,B,2016,1583.06466,951.5,1.663757
BG,B,2017,1709.78154,1013.8,1.686508
BG,B,2018,1535.73596,892.6,1.720520
BG,B,2019,1384.83156,710.9,1.947998
BG,B,2020,1298.39918,921.9,1.408395
BG,B,2021,1481.06339,876.0,1.690712
BG,B,2022,1531.85126,698.3,2.193686
BG,B,2023,1148.82286,1248.7,0.920015
BG,C,2012,7530.86515,5937.4,1.268378
BG,C,2013,7536.08898,5369.1,1.403604
BG,C,2014,7680.23687,5605.0,1.370247
BG,C,2015,8642.46816,6241.9,1.384589
BG,C,2016,9280.56838,7021.2,1.321792
BG,C,2017,9837.31797,7360.4,1.336519
BG,C,2018,9998.12986,7477.4,1.337113
BG,C,2019,9696.72032,8157.6,1.188673
BG,C,2020,9174.87201,7969.6,1.151234
BG,C,2021,9555.2957,8003.6,1.193875
BG,C,2022,9619.94669,11345.0,0.847946
BG,C,2023,8644.78485,12714.0,0.679942
BG,C10-C12,2012,583.81536,1404.7,0.415616
BG,C10-C12,2013,607.15466,1214.3,0.500004
BG,C10-C12,2014,611.97701,1116.5,0.548121
BG,C10-C12,2015,601.12328,1091.3,0.550832
BG,C10-C12,2016,590.30746,1080.5,0.546328
BG,C10-C12,2017,563.91684,862.0,0.654196
BG,C10-C12,2018,569.93958,1090.3,0.522736
BG,C10-C12,2019,533.26722,1208.1,0.441410
BG,C10-C12,2020,522.16452,1514.7,0.344731
BG,C10-C12,2021,634.629,1195.1,0.531026
BG,C10-C12,2022,600.43278,2137.1,0.280957
BG,C10-C12,2023,571.30988,2003.9,0.285099
BG,C13-C15,2012,106.63511,830.1,0.128461
BG,C13-C15,2013,116.51463,683.9,0.170368
BG,C13-C15,2014,116.2846,700.9,0.165908
BG,C13-C15,2015,119.29413,662.3,0.180121
BG,C13-C15,2016,117.28928,716.0,0.163812
BG,C13-C15,2017,105.79262,714.7,0.148024
BG,C13-C15,2018,100.14831,731.5,0.136908
BG,C13-C15,2019,88.93152,799.1,0.111290
BG,C13-C15,2020,78.24673,716.8,0.109161
BG,C13-C15,2021,83.86168,578.7,0.144914
BG,C13-C15,2022,82.48048,756.7,0.109000
BG,C13-C15,2023,74.20307,818.6,0.090646
BG,C16,2012,64.47155,108.1,0.596407
BG,C16,2013,43.8974,89.2,0.492123
BG,C16,2014,48.83632,106.4,0.458988
BG,C16,2015,55.90617,134.3,0.416278
BG,C16,2016,46.04111,134.6,0.342059
BG,C16,2017,61.09819,149.4,0.408957
BG,C16,2018,68.4072,127.1,0.538216
BG,C16,2019,67.69741,129.5,0.522760
BG,C16,2020,66.15739,126.5,0.522983
BG,C16,2021,70.31023,144.4,0.486913
BG,C16,2022,38.35198,190.8,0.201006
