nkey,emis_t,n_install,nace,example_eutl,n_contracts,sb_rate,cpv,example_proc,log_emis
3M BELGIUM,13946.2,1,20,3M Belgium,70,0.18571428571428572,33,3M Belgium,9.54296234870781
3M FRANCE,6261.625,1,23,3M FRANCE,846,0.18321513002364065,33,3M France,8.742195015072411
A S NORSKE SHELL,152284.55555555556,2,6.,A/S Norske Shell,6,0.0,91,A/S Norske Shell,11.933506125701422
A S OLAINFARM,10019.444444444445,1,21,"A/S ""Olainfarm""",105,0.009523809523809525,33,A/S „Olainfarm”,9.21228292843552
A2A AMBIENTE S P A,32785.555555555555,3,35,A2A AMBIENTE S.P.A.,38,0.631578947368421,90,A2A Ambiente S.p.A.,10.397743317972953
AANNEMINGEN VAN WELLEN,5162.833333333334,2,23,Aannemingen Van Wellen,13,0.23076923076923078,45,Aannemingen Van Wellen SA,8.549240803385013
ABBOTT LABORATORIES,79.57142857142857,1,51,Abbott Laboratories,555,0.1873873873873874,33,Abbott Laboratories; SA,4.376655090871971
ABBVIE,25677.222222222223,1,21,AbbVie Srl,442,0.4502262443438914,33,Abbvie Ltd,10.153359583036638
ABBVIE DEUTSCHLAND,24635.5,1,35,AbbVie Deutschland GmbH & Co. KG,164,0.7073170731707317,33,AbbVie Deutschland GmbH & Co. KG,10.11194377109846
ABELAG AVIATION,6482.5,1,51,ABELAG AVIATION,5,0.2,60,Abelag Aviation NV,8.776861517412819
ACADEMISCH ZIEKENHUIS MAASTRICHT,11414.333333333334,1,,Academisch Ziekenhuis Maastricht,13,0.38461538461538464,85,Academisch Ziekenhuis Maastricht,9.34262515457187
ACEITES DEL SUR COOSUR S A,5552.888888888889,1,10,"Aceites del Sur - Coosur, S.A.",8,0.0,15,Aceites del Sur - Coosur; S.A.,8.622073591837186
ACOME,2252.625,1,27,ACOME,14,0.0,32,Acome,7.719851481838435
ADAM OPEL,10352.5,1,35,Adam Opel AG,71,0.1267605633802817,34,Adam Opel AG,9.244983315419722
ADOLF W RTH,2775.3333333333335,1,51,Adolf Würth GmbH & Co KG,214,0.18691588785046728,44,Adolf Würth GmbH & Co.KG,7.928526139086811
ADVEN,170765.1888888889,19,35,Adven Oy,17,0.29411764705882354,79,Adven Oy,12.04804472743815
AER LINGUS,634503.3333333334,1,51,Aer Lingus Limited,12,0.3333333333333333,60,Aer Lingus,13.36059781960321
AERO VODOCHODY AEROSPACE A S,4777.1,1,30,AERO Vodochody AEROSPACE a.s.,20,0.7,50,Aero Vodochody Aerospace a.s.,8.471588946811217
AERODATA,28.0,1,51,Aerodata AG,27,0.5555555555555556,34,Aerodata,3.332204510175204
AEROWEST,6871.4,1,51,Aerowest GmbH,12,0.16666666666666666,71,Aerowest GmbH,8.835123149025737
AFF RSVERKEN KARLSKRONA,1682.232142857143,4,35,Affärsverken Karlskrona AB,6,1.0,64,Affärsverken Karlskrona AB,7.427876846976952
AGC GLASS EUROPE,498397.56666666665,3,23,AGC GLASS EUROPE,4,0.5,38,AGC Glass Europe,13.119153364153467
AGESP ENERGIA,15291.0,1,,AGESP ENERGIA SRL,4,0.0,91,AGESP energia SRL,9.63501969900815
AGFA GEVAERT,156351.76388888888,3,20,Agfa-Gevaert,79,0.35443037974683544,33,Agfa Gevaert Limited,11.959863644490971
AGGREGATE INDUSTRIES UK,44073.333333333336,8,23,Aggregate Industries UK Limited,197,0.01015228426395939,45,Aggregate Industries UK Ltd,10.69361019221946
AGUSTAWESTLAND S P A,89.33333333333333,1,51,AgustaWestland S.P.A,16,0.5,35,AgustaWestland S.p.A.,4.4923746918427465
AIG ES DE BARCELONA EMPRESA METROPOLITANA DE GESTI DEL CICLE INTEGRAL DE L AIGUA,14727.666666666666,1,37,"Aigües de Barcelona, Empresa Metropolitana de Gestió del Cicle Integral de l'Aigua, SA",9,0.4444444444444444,90,"Aigües de Barcelona, Empresa Metropolitana de Gestió Del Cicle Integral de l'Aigua",9.597483090029597
AIR ALSIE A S,8367.5,1,51,Air Alsie A/S,4,0.0,60,Air Alsie A/S,9.032110433085482
AIR CANADA,402.4,1,51,Air Canada,9,0.0,60,Air Canada,5.9974466187855295
AIR CARAIBES,40906.5,1,51,AIR CARAIBES,11,0.18181818181818182,60,Air Caraibes,10.61904425360916
AIR CORSICA,116934.2,1,51,AIR CORSICA,12,1.0,60,Air Corsica,11.669366662415149
AIR EUROPA L NEAS A REAS S A U,420017.1666666667,1,51,"Air Europa Líneas Aéreas, S.A.U.",4,0.0,60,"Air Europa Líneas Aéreas, S.A.U.",12.948050862440144
AIR FRANCE,1952204.9166666667,1,51,AIR FRANCE,162,0.11728395061728394,60,Air France,14.484470018245938
AIR GREENLAND A S,5116.0,1,51,Air Greenland A/S,7,0.42857142857142855,60,Air Greenland A/S,8.540128162698734
AIR LIQUIDE DEUTSCHLAND,102453.84722222222,2,20,AIR LIQUIDE Deutschland GmbH,120,0.19166666666666668,24,Air Liquide Deutschland GmbH,11.537167705155461
AIR LIQUIDE FRANCE INDUSTRIE,116870.4,2,20,AIR LIQUIDE FRANCE INDUSTRIE,368,0.6277173913043478,24,Air liquide France industrie,11.66882090752766
AIRBUS,1597.7,1,51,AIRBUS SAS,16,0.5625,72,Airbus SAS,7.376320374033526
AIRBUS DEFENCE AND SPACE,14903.733333333334,4,30,Airbus Defence and Space GmbH,301,0.574750830564784,73,Airbus Defence and Space Limited,9.609367019832932
AIRBUS HELICOPTERS DEUTSCHLAND,5690.4,1,30,AIRBUS HELICOPTERS Deutschland GmbH,119,0.8403361344537815,34,Airbus Helicopters Deutschland GmbH,8.646535823419306
AIRBUS OPERATIONS,109630.91111111111,6,30,AIRBUS OPERATIONS SAS,6,1.0,73,Airbus Operations Limited,11.604874649416786
AIRCRAFT INDUSTRIES A S,7450.3,1,30,"Aircraft Industries, a.s.",14,0.8571428571428571,50,Aircraft Industries a.s.,8.916009579019228
ALCHEMIA S A,67246.08888888889,4,24,ALCHEMIA S.A.,6,0.0,44,Alchemia S.A.,11.116114137986816
ALELUIA CER MICAS,16191.138888888889,2,23,Aleluia Cerâmicas SA,3,1.0,44,Aleluia Cerâmicas; SA,9.692219389403805
ALENIA AERMACCHI,2506.0,2,30,Alenia Aermacchi spa,9,0.7777777777777778,50,Alenia Aermacchi SpA,7.826443135456014
ALEXION PHARMA INTERNATIONAL OPERATIONS UNLIMITED,4161.8,1,,Alexion Pharma International Operations Unlimited Company,5,1.0,33,Alexion Pharma International Operations Unlimited Company,8.33370295197868
ALKEN MAES,28249.0,2,11,Alken-Maes,13,0.07692307692307693,15,Alken-Maes SA,10.248813337717966
ALLARD EMBALLAGES,4472.0,1,17,ALLARD EMBALLAGES,7,0.5714285714285714,44,SA Allard Emballages,8.405591014834934
ALLEN OVERY LLP,1845.0,1,35,Allen & Overy LLP,30,0.06666666666666667,79,Allen & Overy LLP,7.520234556474628
ALLIANZ,580.0,1,51,Allianz SE,542,0.2952029520295203,66,Allianz,6.363028103540465
ALLTECH,311.6,1,51,Alltech Inc,3,0.0,24,Alltech,5.741720313996593
ALPHA TECHNOLOGIES,59.0,1,51,"Alpha Technologies, Inc.",20,0.0,38,Alpha Technologies,4.07753744390572
ALSTOM FERROVIARIA S P A,5705.25,1,35,ALSTOM FERROVIARIA s.p.a.,103,0.7961165048543689,34,Alstom Ferroviaria S.p.A.,8.64914208254552
ALSTOM POWER SYSTEMS,10494.0,1,35,ALSTOM POWER SYSTEMS SA,4,0.5,31,Alstom power systems,9.258558944246657
ALSTOM TRANSPORT,5603.0,1,30,ALSTOM TRANSPORT SA,147,0.272108843537415,34,Alstom Transport,8.631057447565285
ALTER SERVICES,3107.6,1,35,ALTER SERVICES,18,0.05555555555555555,74,Groupe Alter services,8.041606003076266
AMAPOLA FLYG,13455.57142857143,1,51,Amapola Flyg AB,11,0.0,60,Amapola Flyg AB,9.507148531866886
AMERICAN EXPRESS,74.375,1,51,American Express Company,3,0.0,63,AMERICAN EXPRESS,4.309119863865794
AMGEN,133.0,1,51,AMGEN INC.,1254,0.5470494417862839,33,AMGEN Sp z o.o.,4.890349128221754
AMPER SAVINGS A S,6748.6,1,22,"Amper Savings, a.s.",13,0.0,71,Amper Savings; a.s.,8.817090354947277
ANGLIAN WATER SERVICES,488.6666666666667,1,,Anglian Water Services Limited,5,0.0,65,Anglian Water Services Ltd,6.191680593778488
ANSALDO ENERGIA,2110.4444444444443,1,35,Ansaldo Energia Spa,10,0.9,45,Ansaldo Energia Spa,7.654653841466678
ANSALDOBREDA,4231.0,1,30,ANSALDOBREDA SPA,25,0.64,34,Ansaldobreda SpA,8.350193650720067
APRICA,150567.0,1,38,Aprica Spa,24,0.4166666666666667,90,Aprica Spa,11.922163446830892
ARCELORMITTAL ESPA A S A,5257914.188888889,4,24,"ARCELORMITTAL ESPAÑA, S.A.",153,0.738562091503268,34,Arcelormittal España; S.A,15.475244964033976
ARCELORMITTAL POLAND S A,6791563.211111112,14,24,ArcelorMittal Poland S.A.,119,0.01680672268907563,44,ArcelorMittal Poland S.A.,15.731191695587235
ARIANEGROUP,14728.3,1,20,ARIANEGROUP SAS,24,0.8333333333333334,73,ArianeGroup GmbH,9.597526092069938
ARJOWIGGINS SECURITY,7277.625,1,17,ARJOWIGGINS SECURITY,3,0.6666666666666666,37,ArjoWiggins Security SAS,8.89255985170037
ARK DATA CENTRES,152.25,2,63,Ark Data Centres Limited,4,0.0,72,Ark Data Centres Limited,5.025523906590006
ARKIL A S,1872.0,1,23,ARKIL A/S,262,0.09923664122137404,45,Arkil A/S,7.534762657037537
ARLA FOODS,33040.2,2,10,Arla Foods Limited,124,0.21774193548387097,15,Arla Foods AB,10.405480280885358
ARMBRUSTER FRERES,5897.333333333334,2,46,ARMBRUSTER FRERES SA,3,0.0,32,armbruster freres,8.682255550320107
ARTEMIS,498.625,1,51,ARTEMIS,80,0.0125,22,Artemis SA,6.21185431022557
ASFALTOS Y CONSTRUCCIONES ELSAN S A,961.2222222222222,1,42,"Asfaltos y Construcciones Elsan, S.A",19,0.42105263157894735,90,Asfaltos y Construcciones Elsan S.A.,6.868205622844155
ASPHALT,4349.333333333333,1,42,BV Asphalt,3,0.0,44,Νεμεσις Asphalt Co Ltd,8.37777785563274
ASTRAZENECA,1705.8333333333333,1,21,AstraZeneca AB,2479,0.7591770875352964,33,AstraZeneca Oy,7.441809028867334
ASTRAZENECA UK,58448.333333333336,1,21,AstraZeneca UK Limited,52,0.8269230769230769,33,Astrazeneca Uk,10.9758984520939
ATALIAN CZ S R O,114.14285714285714,1,25,ATALIAN CZ s.r.o.,41,0.24390243902439024,90,Atalian CZ s.r.o.,4.737450796710961
ATEMAX FRANCE,59079.57777777778,4,38,ATEMAX FRANCE,104,0.9615384615384616,90,Atemax France,10.986640590001258
ATTIANESE S P A,3102.6,1,10,Attianese S.p.A.,36,0.0,15,Attianese S.p.A.,8.039995748630231
AURUBIS,347766.22222222225,3,24,Aurubis AG,11,0.45454545454545453,79,Aurubis AG,12.759285757791032
AUSTRIAN AIRLINES,587624.0,1,51,Austrian Airlines AG,4,0.0,60,Austrian Airlines Oy,13.283842566559402
AVACON NATUR,47835.08888888889,4,35,Avacon Natur GmbH,4,0.5,45,Avacon Natur GmbH,10.77551472635009
AVISTA OIL DEUTSCHLAND,34125.8,1,19,AVISTA OIL Deutschland GmbH,6,0.3333333333333333,90,AVISTA OIL Deutschland GmbH,10.437808975435916
AVR AFVALVERWERKING B V,2274.0,2,,AVR-Afvalverwerking B.V.,13,0.23076923076923078,90,AVR - Afvalverwerking B.V.,7.729295674310482
AXENS,23141.666666666668,1,20,AXENS,5,0.0,71,Axens,10.049390023506891
AYLESFORD NEWSPRINT,14999.75,1,17,Aylesford Newsprint Ltd,4,0.0,90,Aylesford Newsprint Ltd,9.61578881327879
B T HORN ENERGIE,21088.555555555555,1,16,B+T Horn Energie GmbH,4,0.0,90,B+T Horn Energie GmbH,9.956485781585132
BABCOCK MARINE CLYDE,24387.555555555555,2,84,Babcock Marine (Clyde) Limited,4,0.0,34,Babcock Marine Clyde Ltd,10.101828262962828
BADENOVA,6302.0,1,35,badenova AG & Co. KG,67,0.47761194029850745,93,badenova AG & Co. KG,8.74862232231722
BAE SYSTEMS,80.5,1,51,"BAE Systems, Inc.",43,0.18604651162790697,35,BAE Systems Limited,4.388257184424518
BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS,11790.777777777777,2,25,BAE SYSTEMS GLOBAL COMBAT SYSTEMS MUNITIONS LIMITED,16,0.125,35,"""BAE Systems Global Combat Systems Munitions"" Ltd.",9.375072960632705
BAE SYSTEMS MARINE,12281.222222222223,1,30,BAE Systems Marine Limited,5,0.6,71,BAE Systems Marine Ltd,9.415826726245326
BAE SYSTEMS OPERATIONS,9648.0,2,30,BAE Systems (Operations) Limited,114,0.13157894736842105,73,BAE SYSTEMS (OPERATIONS) LIMITED,9.174505918966966
BAE SYSTEMS SURFACE SHIPS,16710.88888888889,1,30,BAE Systems Surface Ships Limited,58,0.1206896551724138,34,Bae Systems Surface Ships Limited,9.723815815200899
BALCAS,18.0,1,16,Balcas Limited,8,0.0,91,BALCAS Limited,2.8903717578961645
BALSAN,3837.1,1,13,BALSAN,463,0.22462203023758098,18,Balsan,8.252472151934969
BANCO BILBAO VIZCAYA ARGENTARIA S A,1772.6666666666667,4,,"Banco Bilbao Vizcaya Argentaria, S.A.",265,0.3622641509433962,34,Banco Bilbao Vizcaya Argentaria; S.A,7.480240283134855
BANQUE DE FRANCE,54.2,1,,BANQUE DE FRANCE,6,0.3333333333333333,66,Banque de France,3.9926809084456005
BARCLAYS BANK,2507.0694444444443,4,64,Barclays Bank plc,169,0.023668639053254437,66,Barclays Bank plc,7.826869797991819
BARTS HEALTH NHS TRUST,4842.625,1,86,Barts Health NHS Trust,25,0.32,85,Barts Health NHS Trust,8.48521220806106
BASF,7651164.49047619,53,20,BASF SE,73,0.3013698630136986,24,BASF SE,15.850368415195561
BASF PERFORMANCE PRODUCTS,7537.666666666667,1,20,BASF Performance Products plc,3,0.0,24,Basf Performance Products,8.927667952454884
BAUMIT,432868.3,3,23,Baumit GmbH,8,0.75,24,BAUMIT Kft.,12.978188803675613
BAXTER HEALTH CARE,101.0,1,51,Baxter Health Care,15,0.0,33,Baxter Health Care Limited,4.61512051684126
BAXTER HEALTHCARE,23440.1,2,32,Baxter Healthcare Limited,603,0.05970149253731343,33,Baxter Healthcare,10.062203509893452
BAYERNWERK NATUR,35340.53333333333,5,35,Bayernwerk Natur GmbH,29,0.1724137931034483,90,Bayernwerk Natur GmbH,10.472785837251983
BECHTEL,38.0,1,51,Bechtel,5,0.0,45,Bechtel LImited,3.6375861597263857
BECTON DICKINSON,9.0,1,51,Becton Dickinson,2948,0.18385345997286295,33,Becton Dickinson,2.1972245773362196
BEW BAYREUTHER ENERGIE UND WASSERVERSORGUNGS,5024.0,1,35,BEW Bayreuther Energie- und Wasserversorgungs GmbH,3,0.3333333333333333,90,BEW Bayreuther Energie und Wasserversorgungs- GmbH,8.521981708148035
BGW SP Z O O,57891.166666666664,1,,BGW Sp. z o.o.,11,0.18181818181818182,91,BGW Sp. z o.o.,10.966320090034024
BINTER CANARIAS S A,176.75,1,51,"Binter Canarias, S.A.",9,0.8888888888888888,60,"Binter Canarias, S.A.",5.174736304776682
BIOAGRA S A,94105.1,1,20,BIOAGRA S.A.,3,0.3333333333333333,24,BIOAGRA; S.A.,11.452167521766892
BIOTEK INSTRUMENTS,17.0,1,51,"BioTek Instruments, Inc.",22,0.4090909090909091,38,BioTek Instruments GmbH,2.833213344056216
BLEDINA,16477.5,2,10,BLEDINA,408,0.21568627450980393,15,Bledina,9.709751092926876
BLUE1,139721.0,1,51,Blue1 Oy,4,0.25,60,Blue1,11.847402856066642
BNP PARIBAS,304.6,2,,BNP PARIBAS,161,0.062111801242236024,66,BNP Paribas SA,5.718999440461062
BOCAHUT,110748.8,1,23,BOCAHUT SAS,4,0.5,14,Bocahut,11.615019852634234
BOCHUMER VEREIN VERKEHRSTECHNIK,15342.555555555555,1,30,Bochumer Verein Verkehrstechnik GmbH,40,0.125,34,Bochumer Verein Verkehrstechnik GmbH,9.63838565528036
BODENS ENERGI,44952.4,3,35,Bodens Energi AB,9,0.3333333333333333,90,Bodens Energi AB,10.713359431132938
BOEHRINGER INGELHEIM PHARMA,79019.2,3,21,Boehringer Ingelheim Pharma GmbH & Co. KG,141,0.6170212765957447,33,Boehringer Ingelheim Pharma GmbH & Co. KG,11.277446139894899
BOLLN S ENERGI,21463.266666666666,2,35,Bollnäs Energi AB,5,0.4,90,Bollnäs Energi AB,9.974098225786925
BOLTON NHS FOUNDATION TRUST,7248.0,1,86,Bolton NHS Foundation Trust,10,0.1,85,Bolton NHS Foundation Trust,8.888480847722816
BOMBARDIER,215.66666666666666,1,51,Bombardier Inc.,21,0.19047619047619047,34,Bombardier,5.373734005832791
BOMBARDIER TRANSPORTATION,2786.0,2,35,Bombardier Transportation GmbH,70,0.3142857142857143,34,Bombardier Transportation GmbH,7.932362154339751
BONATRANS A S,31285.444444444445,1,30,BONATRANS GROUP a.s.,285,0.43157894736842106,34,Bonatrans a.s.,10.35090823464271
BONDALTI CHEMICALS,31591.4,1,20,"Bondalti Chemicals, SA",12,1.0,24,"Bondalti Chemicals, SA",10.360640210636221
BOR S ENERGI OCH MILJ,44104.98333333334,6,35,Borås Energi och Miljö AB,11,0.0,90,Borås Energi och miljö,10.694328055806691
BORD GAIS ENERGY,731450.3,1,35,Bord Gais Energy Limited,18,0.2777777777777778,91,Bord Gais Energy,13.502784554550383
BORL NGE ENERGI,52978.055555555555,5,35,AB Borlänge Energi,10,0.0,90,AB Borlänge Energi,10.877633060671902
BOSCH ENERGY AND BUILDING SOLUTIONS ITALY,1856.3333333333333,1,35,Bosch Energy and Building Solutions Italy Srl,3,0.3333333333333333,50,Bosch Energy and Building Solutions Italy Srl,7.526358494921559
BP EUROPA,1094068.2,1,19,BP Europa SE,37,0.1891891891891892,91,BP Europa SE,13.905413600057567
BRAATHENS REGIONAL AIRWAYS,36597.833333333336,1,51,Braathens Regional Airways AB,4,0.0,60,Braathens Regional Airways AB,10.50774431909435
BRACCO IMAGING,37224.8,1,21,Bracco Imaging SpA,139,0.3669064748201439,33,Bracco Imaging spa,10.5247304848044
BRAUNSCHWEIGER VERSORGUNGS,461780.6,5,35,Braunschweiger Versorgungs-AG & Co. KG,11,0.18181818181818182,93,Braunschweiger Versorgungs-AG & Co.KG,13.042845165492173
BREMERHAVENER ENTSORGUNGSGESELLSCHAFT,3316.7,1,35,Bremerhavener Entsorgungsgesellschaft mbH,29,0.41379310344827586,90,Bremerhavener Entsorgungsgesellschaft,8.106725591685281
BRISTOW HELICOPTERS,50190.22222222222,1,51,Bristow Helicopters Limited,7,0.0,60,Bristow Helicopters Limited,10.823575510258667
BRITISH AIRWAYS,2009888.313131313,2,51,British Airways Plc,80,0.5375,63,British Airways,14.513589712885121
BRITISH STEEL,5220331.180555556,3,24,British Steel Limited,8,0.0,34,British Steel Limited,15.468071402397173
BRITISH TELECOMMUNICATIONS,1401.7777777777778,7,61,British Telecommunications Plc,523,0.0745697896749522,32,British Telecommunications,7.245496551306655
BROUWERIJ HAACHT,5301.3,1,11,Brouwerij Haacht,18,0.05555555555555555,15,Brouwerij Haacht,8.57570735248212
BRUDRA S R O,1823.8,1,35,BRUDRA s.r.o.,68,0.014705882352941176,18,BRUDRA s.r.o.,7.508677515499565
BRUSSELS AIRLINES,509887.5,1,51,BRUSSELS AIRLINES,14,0.14285714285714285,60,Brussels Airlines,13.141945392132051
BT COMMUNICATIONS IRELAND,17.2,1,,BT Communications Ireland Limited,19,0.0,64,BT Communications Ireland,2.8449093838194073
BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6225.0,1,86,Buckinghamshire Healthcare NHS Trust,15,0.3333333333333333,85,Buckinghamshire Healthcare NHS Trust,8.736328721332908
BURDA DRUCK,17567.75,1,35,Burda Druck GmbH,12,0.0,64,Burda Druck GmbH,9.77382011378906
BUZZI UNICEM S R L,3428118.5,8,23,Buzzi Unicem S.r.l.,4,0.0,90,BUZZI UNICEM S.R.L.,15.047522126363717
BYDGOSKIE ZAK ADY ELEKTROMECHANICZNE BELMA S A,2739.75,1,25,"Bydgoskie Zakłady Elektromechaniczne ""BELMA"" S.A",13,0.8461538461538461,24,Bydgoskie Zakłady Elektromechaniczne Belma S.A.,7.915621954343502
CABOT NORIT NEDERLAND B V,95577.55555555556,1,20,Cabot Norit Nederland B.V.,8,0.25,24,Cabot Norit Nederland B.V.,11.467693296952163
CAL DE CASTILLA S A,94768.5,1,23,Cal de Castilla S.A.,7,0.7142857142857143,24,Cal de Castilla; S.A.,11.459192354545374
CAL INDUSTRIAL S L,156521.5,2,23,"Cal Industrial, S.L",7,0.14285714285714285,24,Cal Industrial; S.L,11.960948659718245
CALACHEM,19904.88888888889,1,20,CalaChem Limited,4,1.0,33,Calachem Ltd,9.898720653348448
CALCE BARATTONI,59009.0,1,23,CALCE BARATTONI SPA,5,0.0,24,Calce Barattoni SpA,10.985445253627333
CALCIS LIENEN,161100.8,3,23,Calcis Lienen GmbH & Co. KG,4,0.0,24,Calcis Lienen GMBH & Co. KG,11.98978553501245
CALCIS WARSTEIN,140321.4,1,23,Calcis Warstein GmbH & Co. KG,4,0.0,24,Calcis Warstein GmbH & Co. KG,11.85169078475122
CALERAS DE SAN CUCAO S A,48220.2,1,23,"Caleras de San Cucao, S.A.",11,0.9090909090909091,24,Caleras de San Cucao; S.A.,10.783533299383134
CALES DE LA PLANA S A,49653.7,1,23,"Cales de la Plana, S.A.",3,0.6666666666666666,24,"Cales de La Plana, S.A.",10.812828188348279
CALMIT HUNG RIA,100630.3,1,23,Calmit Hungária Kft.,7,0.7142857142857143,24,Calmit Hungária Kft.,11.51920868414126
CALMIT SPOL S R O,145556.7,2,23,"Calmit, spol. s r.o.",50,0.16,14,Calmit; spol. s r.o.,11.888320980405625
CANSON,5968.0,1,17,CANSON SAS,19,0.10526315789473684,44,Canson,8.694167141883597
CARBOTERMO,21956.0,3,35,CARBOTERMO SPA,20,0.35,71,Carbotermo SpA,9.99679572966978
CARDIFF AND VALE UNIVERSITY HEALTH BOARD,17376.0,1,86,Cardiff and Vale University Health Board,3,0.0,73,Cardiff And Vale University Health Board,9.762845222733661
CARDINAL HEALTH,6.0,1,51,CARDINAL HEALTH INC,448,0.020089285714285716,33,Cardinal Health,1.791759469228055
CARGILL POLAND SP Z O O,86485.8,1,10,Cargill Poland Sp. z o.o.,9,0.7777777777777778,15,CARGILL POLAND Sp. z o.o.,11.367735517594229
CARMEUSE,1099154.3777777778,6,23,Carmeuse,34,0.29411764705882354,24,CARMEUSE,13.910051694655987
CARMEUSE CZECH REPUBLIC S R O,109068.1,1,23,CARMEUSE CZECH REPUBLIC s.r.o.,3,0.3333333333333333,44,CARMEUSE CZECH REPUBLIC s.r.o.,11.599727736765557
CARMEUSE HUNG RIA,105864.2,1,23,Carmeuse Hungária Kft.,10,1.0,44,Carmeuse Hungária Kft.,11.569912419667453
CARNES Y VEGETALES S L,4251.0,1,10,CARNES Y VEGETALES S.L.,14,0.2857142857142857,15,"CARNES Y VEGETALES, S.L.",8.35490952835879
CARPENTER,1108.3333333333333,1,,Carpenter GmbH,15,0.0,39,carpenter,7.010612664421845
CASA OLEARIA ITALIANA,29149.033333333333,2,10,Casa Olearia Italiana spa,24,0.0,15,Casa Olearia Italiana SpA,10.280177029422028
CATERPILLAR ENERGY SOLUTIONS,3708.777777777778,1,28,Caterpillar Energy Solutions GmbH,17,0.23529411764705882,50,Caterpillar Energy Solutions GmbH,8.218457661372137
CATHAY PACIFIC AIRWAYS,14348.9,1,51,CATHAY PACIFIC AIRWAYS LIMITED,3,0.0,60,Cathay Pacific Airways Limited,9.571428563197353
CBRE GWS,1182.6666666666665,4,63,CBRE GWS LTD,17,0.0,50,CBRE GWS Limited,7.07552705476136
CE U B VES FIRMA SIA BINDERS,1790.2,1,,Ceļu būves firma SIA „BINDERS”,107,0.037383177570093455,45,"Ceļu būves firma SIA ""Binders""",7.490082624436838
CEMENTOS PORTLAND VALDERRIVAS S A,2631671.688888889,6,23,"Cementos Portland Valderrivas, S.A.",11,0.5454545454545454,44,Cementos Portland Valderrivas; S.A.,14.783129825382781
CEMENTOWNIA WARTA S A,1502313.5,1,23,CEMENTOWNIA WARTA S.A.,6,1.0,90,Cementownia WARTA S.A.,14.222516811231268
CEMEX ESPA A OPERACIONES S L U,2279842.4000000004,6,23,"Cemex España Operaciones, S.L.U.",18,0.4444444444444444,44,"Cemex España Operaciones, S. L. U.",14.639616875734514
CEMEX POLSKA SP Z O O,1342592.2999999998,2,23,Cemex Polska Sp. z o.o.,36,0.5833333333333334,44,Cemex Polska Sp. z o.o.,14.11011285532957
CENTRE HOSPITALIER DE MULHOUSE,6825.0,1,86,CENTRE HOSPITALIER DE MULHOUSE,11,0.36363636363636365,85,Centre hospitalier de Mulhouse,8.82834762005316
CENTRE HOSPITALIER DE VALENCIENNES,5988.833333333333,1,35,Centre hospitalier de Valenciennes,8,0.0,85,Centre hospitalier de Valenciennes,8.697651903079995
CENTRE HOSPITALIER VICTOR DUPOUY,2289.3333333333335,1,86,Centre Hospitalier Victor Dupouy,5,1.0,71,Centre Hospitalier Victor Dupouy,7.736015933349257
CENTURYLINK COMMUNICATIONS UK,141.0,1,,Centurylink Communications UK Limited,6,0.0,32,CenturyLink Communications UK Limited,4.948759890378168
CEZ SKAWINA S A,1334084.7,1,35,CEZ Skawina S.A.,6,0.8333333333333334,65,CEZ Skawina S.A.,14.103755996695469
CGP D D,3221.0,1,42,"CGP, D.D.",34,0.4117647058823529,45,CGP; d.d.,8.0774471493312
CHEMVIRON,46053.7,1,20,Chemviron,20,0.1,24,Chemviron,10.737563385904195
CHIMCOMPLEX BORZESTI,54911.5,1,20,Chimcomplex SA Borzesti,15,0.4,24,Chimcomplex SA Borzesti,10.913478077328323
CIEP OWNIA RYDU TOWY SP Z O O,25156.8,1,35,Ciepłownia Rydułtowy sp. z o.o.,8,0.875,93,Ciepłownia Rydułtowy Sp. z o.o.,10.132883516716012
CLARIANT PRODUKTE DEUTSCHLAND,67828.0,2,20,Clariant Produkte (Deutschland) GmbH,6,1.0,24,Clariant Produkte (Deutschland) GmbH,11.124730368027018
CLEA,10973.2,1,35,CLEA,3,0.3333333333333333,15,Clea Srl,9.30321121538079
CLEVELAND POTASH,25742.333333333332,1,8.,Cleveland Potash Limited,25,0.04,14,Cleveland Potash,10.155892127132297
CLIFFORD CHANCE LLP,849.1428571428571,1,35,CLIFFORD CHANCE LLP,44,0.045454545454545456,79,Clifford Chance LLP,6.744227437342282
CLOGRENNANE LIME,136371.2,2,23,Clogrennane Lime Limited,25,0.04,24,Clogrennane Lime Ltd,11.823135858402516
COCA COLA ENTERPRISE,210.5,1,51,"COCA COLA ENTERPRISE, INC.",3,0.0,15,Coca Cola Enterprise Ltd,5.349485653122436
COGENCO,13691.0,1,35,Cogenco Ltd,8,0.125,31,Cogenco Limited,9.524493961633755
COLAS BELGIUM,8027.388888888889,3,23,COLAS BELGIUM,18,0.1111111111111111,45,SA Colas Belgium,8.99061458455849
COLAS DANMARK A S,13086.9,5,23,COLAS DANMARK A/S,79,0.0,45,Colas Danmark A/S,9.47936700885566
COLAS FRANCE,8223.5,4,23,COLAS FRANCE,946,0.10782241014799154,45,colas France,9.014751188181323
COLAS NOORD,4579.555555555556,1,23,Colas Noord,12,0.0,45,Colas Noord nv,8.429357232127806
COLAS NORD PICARDIE,1198.0,1,23,COLAS NORD PICARDIE,259,0.019305019305019305,45,Colas Nord Picardie,7.088408778675395
